,index,Unnamed: 0,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sentenceNumber,sentence,reviewNumber
171,1260,1260,gp:AOqpTOEpeiF_u5183VxjDJcMF5sxWNLuR_b6GxZNzSWmRar5XQhCFNiSsTmEJd1akNb9nNk4jQGqLU5742uGRw,Janet Garman,https://play-lh.googleusercontent.com/a/AATXAJxZ_NBJzP43r0ITccVmDURahM30fIVoSgxnijlK=mo,after your last update the mayo app disappeared from both my phone and my tablet. not impressed.,1,2,7.5,2021-05-02 14:05:07,nan,nan,1,after your last update the mayo app disappeared from both my phone and my tablet.,706
172,1261,1261,gp:AOqpTOEpeiF_u5183VxjDJcMF5sxWNLuR_b6GxZNzSWmRar5XQhCFNiSsTmEJd1akNb9nNk4jQGqLU5742uGRw,Janet Garman,https://play-lh.googleusercontent.com/a/AATXAJxZ_NBJzP43r0ITccVmDURahM30fIVoSgxnijlK=mo,after your last update the mayo app disappeared from both my phone and my tablet. not impressed.,1,2,7.5,2021-05-02 14:05:07,nan,nan,2,not impressed.,706
173,1276,1276,gp:AOqpTOGwkdwIOjoBYqcGMbMmyQ3CY5j-Dus3Jf7nxRTUy31wVCYbaLDJZxsLFjVELmmnk_iCrDjuHTozaiYj9g,Heidi Nelson,https://play-lh.googleusercontent.com/a/AATXAJw-Sn7U27ZAt7ZQ-eIx2a2X1IL96FFhnNqgZPfY=mo,so thankful for this portal! what a mess it would be without it!,5,2,7.5,2021-04-24 02:02:12,nan,nan,1,so thankful for this portal!,715
174,1277,1277,gp:AOqpTOGwkdwIOjoBYqcGMbMmyQ3CY5j-Dus3Jf7nxRTUy31wVCYbaLDJZxsLFjVELmmnk_iCrDjuHTozaiYj9g,Heidi Nelson,https://play-lh.googleusercontent.com/a/AATXAJw-Sn7U27ZAt7ZQ-eIx2a2X1IL96FFhnNqgZPfY=mo,so thankful for this portal! what a mess it would be without it!,5,2,7.5,2021-04-24 02:02:12,nan,nan,2,what a mess it would be without it!,715
175,1309,1309,gp:AOqpTOHyDclcxa5s-TviIhcoKFJ83epHkA0W1MYrxkVTF4DokLCyZFWi6W7sYP-M5GECcnycIoQoNPf2ori4Bw,Sheila Mac10,https://play-lh.googleusercontent.com/a-/AOh14GhNABbd7HGyM-G7GUJx0aCDDGQnvHzvwMAGVKZb,i love my doctors at the mayo clinic and my nutritionist mikel,5,0,7.5,2021-04-19 19:41:15,nan,nan,1,i love my doctors at the mayo clinic and my nutritionist mike,731
176,1311,1311,gp:AOqpTOHpOE7c6zoKSmaDvnpKIe733pR8lZ6Tej4vAWjfJwZJED1MyPfzZOx51GnHPZMLaFbz3UQBei3K2ngfow,Tina Snodgrass,https://play-lh.googleusercontent.com/a/AATXAJxpSU-W3QSoglrwxWwxCnHu6S6XbMSsKatAyE4w=mo,fantastic access to everything from medical reports to scans! it's a great way to communicate with medical staff and quickly.,5,4,7.3,2021-04-19 11:09:09,nan,nan,1,fantastic access to everything from medical reports to scans!,733
177,1312,1312,gp:AOqpTOHpOE7c6zoKSmaDvnpKIe733pR8lZ6Tej4vAWjfJwZJED1MyPfzZOx51GnHPZMLaFbz3UQBei3K2ngfow,Tina Snodgrass,https://play-lh.googleusercontent.com/a/AATXAJxpSU-W3QSoglrwxWwxCnHu6S6XbMSsKatAyE4w=mo,fantastic access to everything from medical reports to scans! it's a great way to communicate with medical staff and quickly.,5,4,7.3,2021-04-19 11:09:09,nan,nan,2,it has a great way to communicate with medical staff and quickly.,733
178,1323,1323,gp:AOqpTOGFE2FgVaRh9jylfZbQSbQJm9Tv8i7a9U90OM8V4elIqabo57LvvDIJDqHVLykAqh9ZbgR6WBkuDxY0dQ,Richard Labott,https://play-lh.googleusercontent.com/a/AATXAJzjoPbX0WOfE1s3EK29jsbIEoRwaZqRSc0uCsxZ=mo,very simple to use.,5,2,7.5,2021-04-18 10:17:30,nan,nan,1,very simple to use.,737
179,1328,1328,gp:AOqpTOH0vHts3j4tJWVAitP1xY17htMNdwssIw03pnBJmIzBE4trQo6EHz469joJqO0M2v-JE3WgfNSQbJnVHA,rose smedsrud,https://play-lh.googleusercontent.com/a/AATXAJyUXfr4O3tJHfN1Ly5pBZTzePkZcZNV97dWLSph=mo,great.,5,0,7.5,2021-04-17 19:20:02,nan,nan,1,great.,740
180,1347,1347,gp:AOqpTOGJ-onA-Bcd7PaPYC27TKsN7sy1PP40tf3YDgos7eqbarWfKaOwQcL61_BcYGJLP1GV5MBZyfuxF8HE1Q,Damian Khan,https://play-lh.googleusercontent.com/a/AATXAJxZ1_8Z2-0akocEEF7FHOsJd_KZzQmyTd0DNgPR=mo,stopped working and no longer accepts my password. forces me to change the password and then won't accept the new one either.,1,1,nan,2021-04-15 20:26:39,nan,nan,1,stopped working and no longer accepts my password.,750
181,1348,1348,gp:AOqpTOGJ-onA-Bcd7PaPYC27TKsN7sy1PP40tf3YDgos7eqbarWfKaOwQcL61_BcYGJLP1GV5MBZyfuxF8HE1Q,Damian Khan,https://play-lh.googleusercontent.com/a/AATXAJxZ1_8Z2-0akocEEF7FHOsJd_KZzQmyTd0DNgPR=mo,stopped working and no longer accepts my password. forces me to change the password and then won't accept the new one either.,1,1,nan,2021-04-15 20:26:39,nan,nan,2,forces me to change the password and then will not accept the new one either.,750
182,1359,1359,gp:AOqpTOEv18x3hQShEv15UcaycCzkgTotJhi7fEZcsIm1FF_D94PFmOjPDoPzu5DDqZpN-Jqs1z4UMuzYxPMVdA,Shanda Walsh,https://play-lh.googleusercontent.com/a/AATXAJxfXG1iSxqqmJ3O5XDIjocAR0OJvpOrmJpwuYo2=mo,this sucks to log in to. i haven't been able to use it since i left rochester i had brain surgery so i need it. this pisses me off,2,6,7.4,2021-04-14 09:01:11,nan,nan,1,this sucks to log in to.,756
183,1360,1360,gp:AOqpTOEv18x3hQShEv15UcaycCzkgTotJhi7fEZcsIm1FF_D94PFmOjPDoPzu5DDqZpN-Jqs1z4UMuzYxPMVdA,Shanda Walsh,https://play-lh.googleusercontent.com/a/AATXAJxfXG1iSxqqmJ3O5XDIjocAR0OJvpOrmJpwuYo2=mo,this sucks to log in to. i haven't been able to use it since i left rochester i had brain surgery so i need it. this pisses me off,2,6,7.4,2021-04-14 09:01:11,nan,nan,2,i have not been able to use it since i left rochester i had brain surgery,756
184,1361,1361,gp:AOqpTOEv18x3hQShEv15UcaycCzkgTotJhi7fEZcsIm1FF_D94PFmOjPDoPzu5DDqZpN-Jqs1z4UMuzYxPMVdA,Shanda Walsh,https://play-lh.googleusercontent.com/a/AATXAJxfXG1iSxqqmJ3O5XDIjocAR0OJvpOrmJpwuYo2=mo,this sucks to log in to. i haven't been able to use it since i left rochester i had brain surgery so i need it. this pisses me off,2,6,7.4,2021-04-14 09:01:11,nan,nan,3,so i need it.,756
185,1362,1362,gp:AOqpTOEv18x3hQShEv15UcaycCzkgTotJhi7fEZcsIm1FF_D94PFmOjPDoPzu5DDqZpN-Jqs1z4UMuzYxPMVdA,Shanda Walsh,https://play-lh.googleusercontent.com/a/AATXAJxfXG1iSxqqmJ3O5XDIjocAR0OJvpOrmJpwuYo2=mo,this sucks to log in to. i haven't been able to use it since i left rochester i had brain surgery so i need it. this pisses me off,2,6,7.4,2021-04-14 09:01:11,nan,nan,4,this pisses me off,756
186,1363,1363,gp:AOqpTOGeR9tGvbd28_Tor6Ev-OD4F-wlo76VxOY2EwU90jNjczl_YGf5UGy2BbIAhBp9Tmcj1XuMfCohS4yl-g,faye ambrose,https://play-lh.googleusercontent.com/a/AATXAJzWuMTcmvz1P6UTlTh8kvaKP7GgToZq-mbIZZbXgw=mo,can't look up dr's,1,0,7.4,2021-04-13 07:21:41,nan,nan,1,cannot look up doctor's,757
187,1374,1374,gp:AOqpTOE8rfvJz6rS46dEeCgStrYnkZsKYxYLMGD0Ne0dC46eUW0sNcUm09k4ofRkFPIMdfasRFkSXC4CfIVxWw,Shirley Pate,https://play-lh.googleusercontent.com/a-/AOh14Gg6CKwuqCV_PUkIkLadUIMkdiP_T9NXvGc_gjvrhA,excellent care when you need it the most,5,0,7.3,2021-04-03 23:26:34,nan,nan,1,excellent care when you need it the most,764
188,1379,1379,gp:AOqpTOHmsEx8ARovQCpATPRwGl2e19tomrxJLLr_5iMKIQuhmEMwe9Y6eO62i3r8RrUouI8q8TIToZGLgkZ9iA,Debbie Furleigh,https://play-lh.googleusercontent.com/a/AATXAJzeEjBsCFfRkpyBLzNObrbnD_hDKSYYNGRyE0Y-=mo,easy to use and quick response from mayo teams thank you,5,2,7.4,2021-04-02 16:34:33,nan,nan,1,easy to use and quick response from mayo teams thank you,768
189,1382,1382,gp:AOqpTOGPmNAULi1RzQ1A1P8pV7_g2utRqRgpW7nNmIiFKW1mztZxkeETEiMZ-hLNuqerk9MOBhm_81hLhu6www,Jacquita Burley,https://play-lh.googleusercontent.com/a-/AOh14GitzJwAhboDZlzQ_aIzvnDnxFI5JdbJ5v6LxV_zKw,great,5,0,7.4,2021-03-30 19:03:36,nan,nan,1,great,771
190,1388,1388,gp:AOqpTOHaYvqFWK5oOWOH8EkFM6kCwRZ_7k4yOWCAUFJ0_iObEOD_RHK-jByVIgNMytSjnzoys16qMqv7BOuKng,Julie Love,https://play-lh.googleusercontent.com/a-/AOh14Gg-5PIeua5mU5TGbFHYQeFEM7D6bFvjaepufKbZeXY,not good having a hard time getting to my messages,1,2,7.4,2021-03-26 20:08:24,nan,nan,1,not good having a hard time getting to my messages,775
191,1403,1403,gp:AOqpTOFXtaCRd1hrgJdHIXA8w595kArSo8xhbM3LCh12VJLCCpkkeuOFsjUYRy21A0Bh-LFJeiufAjqWybhCsw,Trish Smith,https://play-lh.googleusercontent.com/a-/AOh14Gg6RaM3r0zyVjKiaDt_Aie7u55RxxYIESORF8OVrQ,worked very well,5,0,7.3,2021-03-17 10:10:13,nan,nan,1,worked very well,787
192,1419,1419,gp:AOqpTOEAfBm1eEJyFTcGaiMG-Gcv5elpzPZm2Z4S2a7UzLS95vRMWOCC4HdovRDlY9_BcshmUMLbPFft7GWuBg,Shar V,https://play-lh.googleusercontent.com/a/AATXAJxRdpYU3bP-29G4IbsoFAtfyu18LHSrGCJY5Ja8=mo,i personally have had multiple misdiagnosis throughout my life. without going into detail; mayo clinic has saved my life multiple times.,5,5,7.3,2021-03-08 16:42:56,nan,nan,1,i personally have had multiple misdiagnosis throughout my life.,798
193,1420,1420,gp:AOqpTOEAfBm1eEJyFTcGaiMG-Gcv5elpzPZm2Z4S2a7UzLS95vRMWOCC4HdovRDlY9_BcshmUMLbPFft7GWuBg,Shar V,https://play-lh.googleusercontent.com/a/AATXAJxRdpYU3bP-29G4IbsoFAtfyu18LHSrGCJY5Ja8=mo,i personally have had multiple misdiagnosis throughout my life. without going into detail; mayo clinic has saved my life multiple times.,5,5,7.3,2021-03-08 16:42:56,nan,nan,2,without going into detail; mayo clinic has saved my life multiple times.,798
194,1425,1425,gp:AOqpTOEDxjeWQSU7KiCqa2UWMOceaUhxHV_oWAmLcn1libZFZ4uI7ywaf5ndlx8HmKuOkyYcQVKwhJw4_pVJrQ,Cyndi,https://play-lh.googleusercontent.com/a-/AOh14GhkvVIqcKEy3Iemayxm2GIdrar3yMwPFDIp-c1-QQ,mayo clinic's always my 1st choice in health information,5,0,nan,2021-03-06 01:32:23,nan,nan,1,mayo clinic's always my 1st choice in health information,801
195,1427,1427,gp:AOqpTOG0Eu5vUH9KcM-KVGUYG30XBBpbbEVpbhgh9oJ2xsy5XB_zAWtpc6YUYqL9HwVXBZyR0Jb4PKUk-pBlXw,Rita Brigham,https://play-lh.googleusercontent.com/a/AATXAJwFJjlwfTrkg3mE5XSLbRpjC5-5_X386gphtH6O=mo,can never get logged in always says try later,2,3,7.3,2021-03-05 09:30:01,nan,nan,1,can never get logged in always says try later,803
196,1430,1430,gp:AOqpTOHSBM5N5QO5jXWd8KIvvp5xeg0xmwchpiuwcBxD3OZIascJ2vigBOMrft81ljIrm3NBLAzNH6IjpalyIA,Susan K,https://play-lh.googleusercontent.com/a/AATXAJz7i9MZ6b3XBWz3vVIPK6ns31sXv_ylvmrGyr4h=mo,unable to log in.,1,0,7.3,2021-03-04 19:25:48,nan,nan,1,unable to log in.,805
197,1433,1433,gp:AOqpTOHomK-3kW4x7BSMfHqmidqSBjLaIFj4AJRU5aV3Y9w6aWf8nd4X_zUTW6-dtML9BzH3G_pI69rQ2HWdTw,Linda Sandberg,https://play-lh.googleusercontent.com/a/AATXAJzru2RXIspfK_sUdxG3-mUwmxnDG1sjKJTfE3lj=mo,good to get my info right away! love my portal! and... dr hannah is super!,5,1,7.3,2021-03-03 16:00:59,nan,nan,1,good to get my info right away!,808
198,1434,1434,gp:AOqpTOHomK-3kW4x7BSMfHqmidqSBjLaIFj4AJRU5aV3Y9w6aWf8nd4X_zUTW6-dtML9BzH3G_pI69rQ2HWdTw,Linda Sandberg,https://play-lh.googleusercontent.com/a/AATXAJzru2RXIspfK_sUdxG3-mUwmxnDG1sjKJTfE3lj=mo,good to get my info right away! love my portal! and... dr hannah is super!,5,1,7.3,2021-03-03 16:00:59,nan,nan,2,love my portal!,808
199,1435,1435,gp:AOqpTOHomK-3kW4x7BSMfHqmidqSBjLaIFj4AJRU5aV3Y9w6aWf8nd4X_zUTW6-dtML9BzH3G_pI69rQ2HWdTw,Linda Sandberg,https://play-lh.googleusercontent.com/a/AATXAJzru2RXIspfK_sUdxG3-mUwmxnDG1sjKJTfE3lj=mo,good to get my info right away! love my portal! and... dr hannah is super!,5,1,7.3,2021-03-03 16:00:59,nan,nan,3,and...,808
200,1436,1436,gp:AOqpTOHomK-3kW4x7BSMfHqmidqSBjLaIFj4AJRU5aV3Y9w6aWf8nd4X_zUTW6-dtML9BzH3G_pI69rQ2HWdTw,Linda Sandberg,https://play-lh.googleusercontent.com/a/AATXAJzru2RXIspfK_sUdxG3-mUwmxnDG1sjKJTfE3lj=mo,good to get my info right away! love my portal! and... dr hannah is super!,5,1,7.3,2021-03-03 16:00:59,nan,nan,4,doctor hannah is super!,808
201,1438,1438,gp:AOqpTOFKL8Zi5-X7oCIzg6eAC_3SKSQIV6UwJgY_5RK3yTFgJLWQtKu4yNAbd6JvMHrnyzDlkKztBDs5KQ8lDA,Vi Hansen,https://play-lh.googleusercontent.com/a-/AOh14Gij06GT1UDf13FR3Jqe__p_NfOLt9kTzdmHacbrLg,"good and works well! however, i'm unable to make appointments online with certain parts of the hospital such as behavioral health anymore like i used to, which makes it harder for someone with anxiety to make appointments.",4,2,6.9,2021-03-02 11:51:12,nan,nan,1,good and works well!,810
202,1439,1439,gp:AOqpTOFKL8Zi5-X7oCIzg6eAC_3SKSQIV6UwJgY_5RK3yTFgJLWQtKu4yNAbd6JvMHrnyzDlkKztBDs5KQ8lDA,Vi Hansen,https://play-lh.googleusercontent.com/a-/AOh14Gij06GT1UDf13FR3Jqe__p_NfOLt9kTzdmHacbrLg,"good and works well! however, i'm unable to make appointments online with certain parts of the hospital such as behavioral health anymore like i used to, which makes it harder for someone with anxiety to make appointments.",4,2,6.9,2021-03-02 11:51:12,nan,nan,2,"however, i do not unable to make appointments online with certain parts of the hospital such as behavioral health anymore like i used to, which makes it harder for someone with anxiety to make appointments.",810
203,1449,1449,gp:AOqpTOFS9iXV5EgpCGsvXDIPwfqyAJBX92khrN_6IrmtjmLRcEF3f8IRw70GA6pC6fp8khkhLobOBKznS2_Tvg,UnDisclosed Receiptant,https://play-lh.googleusercontent.com/a/AATXAJy365gtscC6r_oHo5te5y5722B5pj8d8BxgXWHN=mo,slow downloading,1,0,nan,2021-02-24 15:50:07,nan,nan,1,slow downloading,817
204,1455,1455,gp:AOqpTOEmCcmbGa8BzUfKM-iQDQANYInfvW1ZBqiKHHV_zzGnO5K22byNxgkTjtJNsuJ5TDvaQYHqtYOqfrucuQ,Roy Long,https://play-lh.googleusercontent.com/a/AATXAJz-vTdq0m3wD-Z-D3GDJcUaCYBfre9or3nDRE-Z=mo,i can only gain access to my account occasionally!!!,2,0,7.3,2021-02-19 18:18:58,nan,nan,1,i can only gain access to my account occasionally!!!,822
205,1464,1464,gp:AOqpTOEd4-Dk1Au9pUtxJK57VMCcNAG0s3Y3kJFXXAbAt7qfx0fOSbRdIR0Tt8_qSsW8CuOIszPFrBFUWCM9nA,Amber c,https://play-lh.googleusercontent.com/a-/AOh14Gir66KAQoAEqQV5Tl0NYaEgJVL3x--pQZTuWsBUMA,"i'm usually unable to log in, despite using the correct password. a browser works better than this app.",3,46,7.3,2021-02-13 10:42:43,nan,nan,1,"i do not usually unable to log in, despite using the correct password.",828
206,1465,1465,gp:AOqpTOEd4-Dk1Au9pUtxJK57VMCcNAG0s3Y3kJFXXAbAt7qfx0fOSbRdIR0Tt8_qSsW8CuOIszPFrBFUWCM9nA,Amber c,https://play-lh.googleusercontent.com/a-/AOh14Gir66KAQoAEqQV5Tl0NYaEgJVL3x--pQZTuWsBUMA,"i'm usually unable to log in, despite using the correct password. a browser works better than this app.",3,46,7.3,2021-02-13 10:42:43,nan,nan,2,a browser works better than this app.,828
207,1481,1481,gp:AOqpTOEeHiH7wa2nrvoqosCb_fQ0K63r9ZUVf313T_OyT-3GlPEB0EqqiNdAvBqNfarMdY5Tp0p_aJNt4AriIQ,Kaylie Anderson,https://play-lh.googleusercontent.com/a-/AOh14GgJjjtfSNjwE-T_GrWV2VozxHuLJLD_o98Ha5L09w,wouldn't be so bad if you could actually log in when needed but 85% of the time you can't.,3,7,7.2,2021-02-09 12:22:43,nan,nan,1,would not be so bad if you could actually log in when needed but 85  percent  of the time you can't.,836
208,1484,1484,gp:AOqpTOGLFfklnIqTr3ctpe4_h1PAOoTnZ6iR9i_tkXvjt_g4yP2l0kiCSD4KdILWu-3vc0uvisdyzXZ7OgIJTQ,Mary Kay Hoffman,https://play-lh.googleusercontent.com/a/AATXAJzmIOsOxu5WwSpJ_Aoyd6cC7-z75brA_7YqZ25X=mo,can't access app,1,1,nan,2021-02-09 09:49:10,nan,nan,1,cannot access app,838
209,1497,1497,gp:AOqpTOG2q_DZ1BIpKsSOsh84ItU-Hw8GulDpEBvu9q3vSfOD-X8AwFy7fXRbpyC0gSl1RTyYW3yNICdQIxJ_GA,Wayne Sheets,https://play-lh.googleusercontent.com/a-/AOh14GjgAiIqvxGH_KOqEgpx2p0Xlcf9yF-oW6FLHZJtIg,very intuitive.,5,0,7.2,2021-02-06 03:57:36,nan,nan,1,very intuitive.,844
210,1513,1513,gp:AOqpTOH-BjB-V__eRrCIbSqgtw8PY5pSH1RBHHpwsMDfTKDj1TRxIz6ArPpxumpc7_vfXuMMUKeEE9rL6Fu3hA,Lori Taylor,https://play-lh.googleusercontent.com/a/AATXAJytA6yamweCs_43ADBdFK4GOhYmXbSJFjJR8KS3=mo,easy!!,5,0,7.2,2021-02-01 05:56:09,nan,nan,1,easy!!,852
211,1516,1516,gp:AOqpTOHUP2PKp2gac68EUePSdYEJOMyQXcLWNeRrWDyvR93czlFiHIA5386KYLnHanMKc0FYKTEsf1yH86XjPw,Gail Norland,https://play-lh.googleusercontent.com/a-/AOh14GjqH4ei-0EMBSzBq2XBaNkUQ7Z1uUqMe2Aw-VPibg,difficult to log into.,4,2,7.2,2021-01-27 09:05:28,nan,nan,1,difficult to log into.,855
212,1522,1522,gp:AOqpTOHmHCrxiR4hdpLyJQoX9ps2YsCoaSehAnA5MaxhBEg0i47vuIy1jmpe3-myNIlWfTPdOLrAbCBgM0md5A,Luise Smith,https://play-lh.googleusercontent.com/a-/AOh14Ghg8tdnSzO0v22rgD2afP1zBIboERKY0z0Rmo8R,great open book between mayo clinic and patient.,5,0,nan,2021-01-22 16:05:20,nan,nan,1,great open book between mayo clinic and patient.,860
213,1523,1523,gp:AOqpTOEPv0A1pYnpf8UumPsp00QM4UPz-MZsR_prSSUygAwuArXVTtJgM_Q-oz150yVHCnnTaELH1zkkicBPDw,Richard Gridler,https://play-lh.googleusercontent.com/a-/AOh14GgvDdUqgop2FJxoxg6q_6a6EHSbMpkXX9TI0jhSPg,i need to answer your questions and all i see is advertisements. again today i need to answer your questions and i can't even find the questions. so your questions didn't get answered .,1,0,7.1,2021-01-21 06:41:54,nan,nan,1,i need to answer your questions and all i see is advertisements.,861
214,1524,1524,gp:AOqpTOEPv0A1pYnpf8UumPsp00QM4UPz-MZsR_prSSUygAwuArXVTtJgM_Q-oz150yVHCnnTaELH1zkkicBPDw,Richard Gridler,https://play-lh.googleusercontent.com/a-/AOh14GgvDdUqgop2FJxoxg6q_6a6EHSbMpkXX9TI0jhSPg,i need to answer your questions and all i see is advertisements. again today i need to answer your questions and i can't even find the questions. so your questions didn't get answered .,1,0,7.1,2021-01-21 06:41:54,nan,nan,2,again today i need to answer your questions and i cannot even find the questions.,861
215,1525,1525,gp:AOqpTOEPv0A1pYnpf8UumPsp00QM4UPz-MZsR_prSSUygAwuArXVTtJgM_Q-oz150yVHCnnTaELH1zkkicBPDw,Richard Gridler,https://play-lh.googleusercontent.com/a-/AOh14GgvDdUqgop2FJxoxg6q_6a6EHSbMpkXX9TI0jhSPg,i need to answer your questions and all i see is advertisements. again today i need to answer your questions and i can't even find the questions. so your questions didn't get answered .,1,0,7.1,2021-01-21 06:41:54,nan,nan,3,so your questions did not get answered.,861
216,1548,1548,gp:AOqpTOHvfWsO5kEFacLfu3W1_W2op28zSTXMi4t83RNCF72mPWhxakrHUy8vgSSBrAHlKgEJi6l24C1y5vwgAA,CH AH,https://play-lh.googleusercontent.com/a/AATXAJxnmX3nLsmpas-3xRIT5ZgCcbsp9WZfJPKQTzVX=mo,easy to use.,5,0,7.1,2021-01-18 13:39:00,nan,nan,1,easy to use.,866
217,1557,1557,gp:AOqpTOHs0aXM67sRMjjQ3F5NONqkmYr5GM49Nt4YeT7KiK0xuNoIK5GNdzENhOV5ipKTloWQZZTLvITBrwEZGA,Gail Popehn,https://play-lh.googleusercontent.com/a/AATXAJyNXOU7AXBHfpB0xxn6wCP8V1r03vxLlZXZZbOm=mo,you sign in and get all these info pages which are great but it hard to get to the site to see info on apptc results actual portal. just started this year please fix it,1,17,7.1,2021-01-05 13:21:54,nan,nan,1,you sign in and get all these info pages which are great but it hard to get to the site to see info on apply results actual portal.,873
218,1558,1558,gp:AOqpTOHs0aXM67sRMjjQ3F5NONqkmYr5GM49Nt4YeT7KiK0xuNoIK5GNdzENhOV5ipKTloWQZZTLvITBrwEZGA,Gail Popehn,https://play-lh.googleusercontent.com/a/AATXAJyNXOU7AXBHfpB0xxn6wCP8V1r03vxLlZXZZbOm=mo,you sign in and get all these info pages which are great but it hard to get to the site to see info on apptc results actual portal. just started this year please fix it,1,17,7.1,2021-01-05 13:21:54,nan,nan,2,just started this year please fix it,873
219,1559,1559,gp:AOqpTOE53pFz2PSJntQXlHr11FbtgqoEYHS-457eK1IYVa_WvamyL1Ho2Bb7shj83pPbVbgknS9CojODUw90UQ,quanika crisp,https://play-lh.googleusercontent.com/a/AATXAJxHJZG-OuMo-NFVsFk86yzpHgcFF7T_QIkCXTXm=mo,"i live in iowa, but the mayo clinic, makes feel like i am home!!!!!",5,0,7.0,2021-01-05 11:21:41,nan,nan,1,"i live in iowa, but the mayo clinic, makes feel like i am home!!!!!",874
220,1577,1577,gp:AOqpTOFEq9ck0wYPgiQrm1ZcebX1BqYqaJz0dsD5jonmQQKZQNoyqBEWKS0_rnASaVqPfpep0dASHISnTgACVw,Sandra Linton,https://play-lh.googleusercontent.com/a/AATXAJysHlqx8vkvUq8U3IKkEW-hKPCCA3XUFUQmcZWy=mo,"dr zimmermann was very professional, showed genuine concern for my problem and took the time to ask questions and make every effort to help.",5,1,7.0,2020-12-16 09:10:27,nan,nan,1,"doctor zimmermann was very professional, showed genuine concern for my problem and took the time to ask questions and make every effort to help.",886
221,1580,1580,gp:AOqpTOG891ITu59bbqHsQb2NLEP7Kh3_bQlbUtLpPURA2vOZuvSREE1usBwMJs2BzEy8eXkqDIG7aOq3e8WUOg,Andy Lucas,https://play-lh.googleusercontent.com/a/AATXAJwZknUJcHnxXQvoTfAbNqk3LdvBJjOaqH3NpQ0w=mo,i forget my password and its hard to get help.,3,0,7.0,2020-12-11 10:35:35,nan,nan,1,i forget my password and its hard to get help.,889
222,1595,1595,gp:AOqpTOG-vsHLCZ6yVoAe_GGIkeDHv-IoMecKaCT901Ms5P-gLBFNV_e2MwnvjZy3ONNS9ravssCI7DkKYM1XYA,Tony Holmes,https://play-lh.googleusercontent.com/a/AATXAJyx5u524VwkzQlnbYyEiceg7K93tfzZJHrK2Xnc=mo,does not work half of the time,1,0,6.9,2020-12-02 07:22:01,nan,nan,1,does not work half of the time,895
223,1610,1610,gp:AOqpTOGgqKbqXDDA-E8OQ3xq5_st42UsPsHMeWIyfkMqRxXgrjcD4iXgifVzRDWzPXpmc5duEf8NbDWtVBwkMw,Ad K,https://play-lh.googleusercontent.com/a-/AOh14GhAoBD0Q0-wlQ_r9_xUwB9GbQtuZGYqJRRsI2Je,a+,5,0,6.7,2020-11-23 06:37:03,nan,nan,1,a  plus,904
224,1625,1625,gp:AOqpTOG2W-zFkG-9F9uNNhGfPHvkMm6VJB2akxyDNhr3X3ycajEozD5Lg6XICQ0Q8KXlmFIJgQuw37geGylITA,Florence Cinque,https://play-lh.googleusercontent.com/a/AATXAJyHYD3QZVBRXld24D-I0BOj0nTjh33ltRthzJHF=mo,what is this supposed medical app .... i cannot find anything not my blood type not my last appointment everything is advertisement i can't even send a note to my doctor this site is very poorly put together i am very disappointed,1,1,6.9,2020-11-16 10:56:16,nan,nan,1,what is this supposed medical app....,909
225,1626,1626,gp:AOqpTOG2W-zFkG-9F9uNNhGfPHvkMm6VJB2akxyDNhr3X3ycajEozD5Lg6XICQ0Q8KXlmFIJgQuw37geGylITA,Florence Cinque,https://play-lh.googleusercontent.com/a/AATXAJyHYD3QZVBRXld24D-I0BOj0nTjh33ltRthzJHF=mo,what is this supposed medical app .... i cannot find anything not my blood type not my last appointment everything is advertisement i can't even send a note to my doctor this site is very poorly put together i am very disappointed,1,1,6.9,2020-11-16 10:56:16,nan,nan,2,i cannot find anything not my blood type not my last appointment everything is advertisement i cannot even send a note to my doctor this site is very poorly put together,909
226,1627,1627,gp:AOqpTOG2W-zFkG-9F9uNNhGfPHvkMm6VJB2akxyDNhr3X3ycajEozD5Lg6XICQ0Q8KXlmFIJgQuw37geGylITA,Florence Cinque,https://play-lh.googleusercontent.com/a/AATXAJyHYD3QZVBRXld24D-I0BOj0nTjh33ltRthzJHF=mo,what is this supposed medical app .... i cannot find anything not my blood type not my last appointment everything is advertisement i can't even send a note to my doctor this site is very poorly put together i am very disappointed,1,1,6.9,2020-11-16 10:56:16,nan,nan,3,i am very disappointed,909
227,1655,1655,gp:AOqpTOGhR8ohbeTuvKJosaS2eQPRcL2CQZWU0jglnTAcDkwh4zxBUACmIvkm7scmHhzB6gw-SONI8ouLD51KnA,Sophia Rogers,https://play-lh.googleusercontent.com/a-/AOh14GjX3rTCzgaN1BnaVbpO0Ywf0DypynGqw4_J5_JvwA,never lets me sign in even though password is right. even tried biometrics and still won't let me log in.,1,0,6.9,2020-11-01 17:38:00,nan,nan,1,never lets me sign in even though password is right.,926
228,1656,1656,gp:AOqpTOGhR8ohbeTuvKJosaS2eQPRcL2CQZWU0jglnTAcDkwh4zxBUACmIvkm7scmHhzB6gw-SONI8ouLD51KnA,Sophia Rogers,https://play-lh.googleusercontent.com/a-/AOh14GjX3rTCzgaN1BnaVbpO0Ywf0DypynGqw4_J5_JvwA,never lets me sign in even though password is right. even tried biometrics and still won't let me log in.,1,0,6.9,2020-11-01 17:38:00,nan,nan,2,even tried biometrics and still will not let me log in.,926
