isEdited,title,userName,review,rating,date,body,id,modified
False,UPMC is requiring patients to download multiple apps,johngameropa,"PATIENTS BEWARE. 
This app is a copy of the app MyChart by Epic Systems. 
Us patients are supposed to have one app and be able to Switch Organizations when we see a doctor anywhere or when we need have testing performed anywhere due to insurance or our spouses have insurance.
This app denies us the ability to use the regular app MyChart and this app reinforces tribal healthcare, the “UPMC way” or “tough not our problem”.  BEWARE and think....
 “Am I being forced to use their app and then others apps too?”",1,2021-01-23 00:12:40,"Thanks for taking the time to share your thoughts. Your feedback is very important to us, and we will share your comments with the team to review.",20788254.0,2021-02-01T16:51:59Z
False,Being Ahead of the Curve,Stay Home Save Lives,"The electronic healthcare services developed in advance by UPMC is an example of being ahead of the curve. It is comforting in these historical times of uncertainty to have care at your fingertips in real time.
It conserves valuable resources in providing healthcare. It also enables patients to remain at home as much as possible as directed by our medical experts during the COVID-19 Pandemic.",5,2020-03-30 23:38:43,Hi! Thank you for taking the time to review. We're so happy to hear that the MyUPMC app is beneficial to you!,14497070.0,2020-04-06T18:34:51Z
False,Cannot schedule an appointment,Vety disappointed,"Good app; keeps me up to date on appointments, test results, etc..Am unable to schedule doctor appointments. Let’s me select the doctor I want to schedule with, but when I click the purple button to schedule, it just sits there and doesn’t do anything. Have tried with IPhone and Ipad.",5,2019-10-12 17:07:36,"Hi, we are happy to hear that you like the app and are sorry to hear about the problem that you've been having trying to schedule an appointment. We would love to help you with your problem. Please send an email to MyUPMC_Feedback@upmc.edu so we can assist you. Thank you so much.",11262784.0,2019-10-15T13:28:31Z
False,Gabby,Professional Faith,I really appreciate my UPMC it is very easy to use and you get your information and test results immediately. If you have any questions of your doctor you can ask them and they get back to you ...this is a wonderful app thank you.,5,2021-02-25 14:49:46,Hi! We're so glad that you find the MyUPMC app to be easy to use and convenient for managing your health. Thank you for reviewing!,21370741.0,2021-03-01T14:14:35Z
False,Doctor Gorantla,Special1959,He made my night on Sunday when he and his family where in the same business myself and family where in and he called me by government name I felt special most doctors would have not spoke less knowing your full government. Kudos to Dr Gorantla.⭐️⭐️⭐️⭐️⭐️⭐️,5,2020-10-13 20:38:46,,,
False,UPMC needs to get it together,Biff Baniker,I called the Doctors office to make an appointment. After navigating through the less than efficient automated voice maze (to better serve me) only to be put on hold; the outgoing Muzak is interrupted to let me the listener and patient know that the UPMC app can be used to make an appointment. Tried to make two different appointments for two different doctors using this app. Bottom line is; you can’t. Three hours later I’m still waiting for either one to call back.,1,2021-01-19 18:10:53,"Biff, we're sorry to hear about your negative experience. If you'd like to discuss this with a Patient Relations representative, please call 1-866-705-7020 and ask the operator to connect you to Patient Relations.",20787974.0,2021-02-01T16:40:58Z
False,Convenient and useful,08angle,Someone who has as many health issues as me can really take advantage of this app. I frequently have to give doctors info of past test and visits and this makes it quite easy.,5,2021-01-04 22:11:18,Hi! -- We’re so glad you’re enjoying MyUPMC and appreciate your positive review! We’d like to share your review with other UPMC patients to encourage them to use the app. Can you please email us at MyUPMC_Feedback@upmc.edu so that we can share more details?,20245452.0,2021-01-07T15:25:50Z
False,So impersonal!,D_E-train,If you use this app your doctor will only see you via telemedicine visit and not in person anymore. The office will change your appointments and not tell you. You are expected to check the app and find your appointments. No one calls you. You are expected to just take whatever appointment they give you. You can’t speak to anyone anymore. They only communicate through the app. So impersonal. You are just a number not a person!  Deleted the app!,1,2020-09-09 20:37:58,"We're sorry that you had a frustrating experience. If you'd like, you can send your feedback to MyUPMC_Feedback@upmc.edu.",18304734.0,2020-10-06T13:26:41Z
False,No landscape mode for iPad,maxx21xx,"The keyboard I am using to write this review is magnetically attached to my iPad which is in landscape mode. The Apple App Store is open in the background in landscape mode. The MyUPMC app opens in portrait mode and stays there. If I am going to use the MyUPMC app in portrait mode, I have to detach the iPad from the keyboard and the power cord and then prop it up against something. If I access  MyUPMC  online it loads very nicely in landscape mode. The people at MyUPMC suggest that I use the app for my Telemedicine appointment. I will not be using the app.",1,2020-06-01 13:13:27,"Thank you for the feedback. We're always looking for ways to improve the app! If you'd like, please send an email with a brief description of this suggestion to MyUPMC_Feedback@upmc.edu. Thank you so much!",16082919.0,2020-06-19T00:59:45Z
False,Useless,rkdeem,"Needed to sign up to see my 11 year old daughters results. Could not set up account for her because she was a minor. I do not have a UPMC healthcare provider, so won’t allow me to set up an account. 

Called help desk, on hold due to “higher than expected call volume”, hold music is constantly interrupted by piercing screeching sounds that last for minutes. 

Had to hang up after 10 minutes and now on hold again and subjecting myself to same.",1,2020-09-17 12:52:08,Hi -- we'd like to help you with this. Please email us at MyUPMC_feedback@upmc.edu.,18304271.0,2020-10-06T13:06:58Z
False,Not much here. Useless!,Cotton694,If I go online there is way more information than signing into this app. When I click on summary in app I get a list of prescriptions and allergies. If I go to summary in line I get all my Drs office notes. I don’t find the app complete. I prefer not to use it. I find it useless.,5,2019-05-31 13:37:34,"Thanks for taking the time to write a review and share your thoughts. Your feedback is very important to us, and we will share your comments and suggestion about the details in the app with the team that works on features! Thanks again!",9011914.0,2019-06-04T18:25:32Z
False,I’m grateful to have such an amazing doctor,kenb78,"Doctor lance Joseph is probably the best doctor.  He is understanding he listens and always gives you great advice.   Never had any type of experience like this at doctor.   Keep up the great work 

Thank you",5,2020-06-11 22:22:51,We are so glad that you had a great experience!,16082972.0,2020-06-19T01:04:11Z
False,So Many Flaws,Tysmema,"I’ve been complaining for over a year that I can’t pay my bills on with this app. I put all the info in and when I submit it says Consumer First Name is required. What does this mean? There’s no where to put a Consumer Name. 

Also this app runs very slow.",5,2019-03-03 13:04:20,"Hi, thanks for letting us know about the frustrating experience you're having. Please call  1-800-371-8359, and we can work with you to help solve your billing problem. Thank you so much for your feedback and patience.",7712924.0,2019-03-13T13:47:55Z
False,Great app,nanaaaanananan,"Quick and way communication with your own doctor! All the information/ directions given by the doctor can be reviewed as often as you need, no more forgetting anything!",5,2020-05-01 14:23:09,We’re so glad you’re enjoying MyUPMC and appreciate your positive review! We’d like to share your review with other UPMC patients to encourage them to use the app. Can you please email us at MyUPMC_Feedback@upmc.edu so that we can share more details?,18200618.0,2020-09-30T15:54:38Z
False,Social security number,FPBaker,"To answer “How do you feel” post procedure followup requires re entering sign in information including social number. I do not give my social security number for non government tax matters. So, these post procedure responses do mot get my input. 

On a positive note, refilling prescriptions works very well. 
Thanks",4,2021-03-22 13:37:35,"Hi, thanks for taking the time to share your thoughts! Your feedback is very important to us, and we will share your comments with the team to review. ",21957723.0,2021-03-30T21:22:18Z
True,"I would love to use this app, please add orientation view so I can use it with my iPad Keyboard.",No_gluten,"Support, please allow the option when using an iPad with a keyboard to see the app in a normal view, like a regular computer, or laptop. Just checked the app, deleting once again, thanks!",4,2021-01-16 14:09:59,"Hi Sean -- We are constantly looking for improvements. We'd like to hear from you directly. If you'd like, please call 1-866-884-8579 or send an email with a brief description of your suggestion to MyUPMC_Feedback@upmc.edu.",16288853.0,2021-01-16T14:09:59Z
False,Doesn’t work on iphone,somethingwrong2020,I tried numerous times to get on my upmc app and it will not let me it keeps telling me to call the number. I have deleted it numerous times and and reinstalled still not working..,5,2020-06-10 21:25:47,"We are sorry that you've had a frustrating experience and are constantly looking for improvements. We'd like to hear from you directly. If you'd like, please call 1-866-884-8579 or send an email with a brief description of the problem to MyUPMC_Feedback@upmc.edu.",16082907.0,2020-06-19T00:58:19Z
False,UPMC,RtWng43,World class hospital that refuses to take all High Mark/Blue Cross/Blue Shield Insurance’s which many people in Pittsburgh and surrounding areas use as their primary insurance. UPMC is a tax exempt conglomerate which makes money hand over fist. It is the people of Pennsylvania who pay taxes which supports UPMC. This is ethically wrong to deny these people with Highmark/Blue Cross/Blue Shield health insurance coverage.,5,2019-06-05 15:20:20,,,
True,Thanks,old lady o,It’s nice to be able to get my test reports. Get reminded of dr appointments. I love this app to go to.  Reminds me of all my appointments. I can also ask questions about my test results that I don’t understand. Very handy to have.,5,2021-06-08 19:35:32,Hi there! We're so glad that you find the MyUPMC app to be a good tool for managing your health. Thank you for taking the time to review!,22380560.0,2021-06-08T19:35:32Z
False,Disappointed,Katie005,I’m very frustrated and disappointed in this app. I scheduled an appointment through the app and the appointment was cancelled because the provider said they don’t honor appointments made through the app! Now I’m on what could be a year long waitlist! I don’t think scheduling should even be an option on here until every provider honors the system. The only positive of this app is that you can easily view your lab results.,1,2021-07-22 22:20:00,"Hello, we apologize for the inconvenience. Thank you for taking the time to leave your feedback as we're always looking for ways to improve. In the meantime, should you have any questions or other suggestions, please email MyUPMC_Feedback@upmc.edu or call 1-866-884-8579 and we'll be happy to assist.",24139319.0,2021-07-26T16:39:14Z
False,Don't limit messages,KRKapple,Messages to doctors need details. Limiting characters of a message makes patients have to find ways to abbreviate what they are trying to say and details are important in healthcare. Don't limit messages. Would you want to be the doctor or nurse that have to interpret abbreviated text?,3,2022-03-16 08:23:13,"Hello, thank you for your feedback. We've passed this along to our technical team as we're always looking for ways to improve the app. For further questions or other suggestions, please email MyUPMC_Feedback@upmc.edu or call us at 1-866-884-8579, and we will be happy to assist.
",28638251.0,2022-03-17T21:54:46Z
False,Test Results!,Campatsky,"This is awesome, I can get all my test results through this app and see all past results. When you’re waiting at home for a call it can be painful, now I can just log in and see them right away. Thanks Upmc!",5,2018-07-22 13:43:04,We’re so glad you’re enjoying MyUPMC and appreciate your positive review! We’d like to share your review with other UPMC patients to encourage them to use the app. Can you please email us at MyUPMC_Feedback@upmc.edu so that we can share more details?,18200820.0,2020-09-30T16:05:01Z
False,Rings about appointment,they tryin to scam u,I wish I could have the appointment timer ring after a certain time it wakes me up in the morning I don’t sleep a lot so that gets on my nerves when I am sleeping,5,2022-04-29 22:03:24,"Hello, we're sorry to hear that you had a negative experience. Thank you for leaving your feedback as we are always striving to find ways to improve the app. We've passed your feedback on to our technical teams for consideration.",29518995.0,2022-05-02T20:36:02Z
False,Disappointed,14Babbs,"Not getting test results and no one seems to want to take any responsibility. 
These results should be across the board no matter where you get tests.",5,2020-11-19 13:41:13,"Hi -- We are sorry that you've had a frustrating experience. We'd like to hear from you directly. If you'd like, please send an email with your feedback to MyUPMC_Feedback@upmc.edu.",19301913.0,2020-11-23T20:02:03Z
True,Can’t open without Face ID?,Brandice M,"Being a health company, you’d think you’d be able to open the app without Face ID. I’m at my doctor‘s office now trying to look at a test result and I can’t even open my app without taking my mask off. It’s just an endless cycle of Face ID not being able to log me in when my mask is on...",3,2021-02-18 20:52:54,"Hi Brandice – thanks for letting us know about the problem you're having paying your bill. We are sorry that you've had a frustrating experience. We are working to enhance the bill pay functionality on our app to allow you to pay your bills without needing a code -- this should be available soon. In the meantime, if you'd like pay your bill online, please go to our website at MyUPMC.com. If you have any questions or have additional feedback, please send an email to MyUPMC_Feedback@upmc.edu, and we will be happy to work with you to fix this issue. Thank you so much.",6045457.0,2021-02-18T20:52:54Z
False,Disappointed!,T. Adam,I dont like this app very much. I am older and generally use it on my ipad. I hate that the app makes me turn my ipad sideways to read it. I dont understand why UPMC cant make the app work both ways?,5,2020-08-24 18:51:46,"Hi, thanks for bringing this to our attention! We're always looking for ways to improve the app. If you'd like, please send your feedback to MyUPMC_Feedback@upmc.edu",17520394.0,2020-08-26T17:22:46Z
False,Best in The Business,Fasteddi21,We have all UPMC doctors and they all deserve Five Stars because they have kept us Healthier and Happier in our senior years of our lives. They all have higher standards in performing outstanding Health Care,5,2021-08-23 21:52:38,"Hello, we're so glad to hear that you had a great experience and find the app helpful in managing your care. Thank you for leaving a review!

",24740020.0,2021-08-26T16:00:14Z
False,Very Helpful,angelgirl96,"I use the app quite often. It’s helpful in keeping up with messages to and from the doctor, tracking appointments, lab results and viewing/paying statements.",5,2020-09-19 11:56:15,We’re so glad you’re enjoying MyUPMC and appreciate your positive review! We’d like to share your review with other UPMC patients to encourage them to use the app.  Can you please email us at MyUPMC_Feedback@upmc.edu so that we can share more details?,18155970.0,2020-09-28T18:52:51Z
False,Past appointments,mobile app n,I thought this would have been fixed in the last update but it wasn’t. When you want to review past appointments and notes you have to select from the list two separate times. That doesn’t make sense and it wastes time.,3,2021-03-01 16:35:27,,,
False,Good website,Kh4919,"The ability to view test results, communicate with you Doctors and schedule appointments are wonderful features.  Also, the ability to renew prescriptions is another plus.  

Thank you.",5,2019-07-20 13:53:43,Hi -- thanks so much for your feedback. We're so glad that you like the features of the MyUPMC app!,9810379.0,2019-07-23T17:27:05Z
False,VISIT,seastarss,I really enjoy the staff in Natrona Hts and Lower Burrell.  Very friendly and accommodating.  I love the nurse Sandy she’s excellent in administering my depo shot.  She’s compassionate and very knowledgeable about the shot.  I don’t dread keeping my appt.  Dr. A. Cline is also fabulous I will recommend her in a heart beat.,5,2020-07-29 17:46:32,Hi -- We're so glad that you're satisfied with your care! Thank you for leaving a review!,17006955.0,2020-07-31T15:10:46Z
False,Great App,websusk,"Love having my records whenever I need then.  Lab results quicker, appointments without making long phone calls.  Messaging my doc, again, not using phone calls and ""press 2 to be hold a little longer"".",5,2019-06-14 00:07:45,Hi -- thanks so much for the review. We're so glad that you find the app convenient. Thanks again for your time!,9176646.0,2019-06-14T19:55:22Z
False,Oh my aching back,It's Me Doc.,But I did not have to crawl in and out my car and experience the pain involved as a result of just a tad too much gardening and lifting and shoveling. The “virtual “ visit allowed me to stay as comfortable as possible.  Great idea.  Great APP.,5,2020-05-26 21:28:32,Thank you for taking the time to write a review. We're so glad that you find the MyUPMC app to be easy to use and convenient for managing your health.,16082965.0,2020-06-19T01:03:33Z
False,Love this website!!,Asstdir,"I enjoy the ability to make appointments, contact my physicians and get test results.  The website is very user friendly.",5,2022-01-07 02:11:14,"Hello, we're so happy to hear you're enjoying the app and find it helpful in managing your care. Thank you for leaving a review!",27381569.0,2022-01-11T21:16:49Z
False,If it works Don’t fix it,Not Hymnal Favorites,Upgrades to the app are causing us to lose track of the information we are looking for.  Doctors and hospitals have less information than the app has.,4,2021-09-03 20:21:26,"Hello, we apologize for the inconvenience. Thanks for taking the time to leave your feedback. We'd love the opportunity to learn more and help walk you through any questions or issues you may be experiencing. To discuss more, please call 1-866-884-8579 or email MyUPMC_Feedback@upmc.edu.
",24968526.0,2021-09-07T22:39:31Z
False,Miss the add appointment to calendar feature,8895tec,"Overall, this is a very useful app. However, on a recent update, the add appointment to calendar feature is now gone. I found that feature intuitive and very helpful.",4,2020-09-17 12:44:30,"Hi, thank you for letting us know that you miss this feature. We're always looking for ways to improve the app. If you'd like, please send your feedback to MyUPMC_Feedback@upmc.edu",18304278.0,2020-10-06T13:07:11Z
True,Health Resource,Pit1992PA,My UPMC is a valuable resource where I can conveniently find my health records accumulated ove time.  It is also a vital resource for communication if I have an urgent medical question.  I know that urgent questions get through to the proper experts.,5,2021-02-01 22:08:14,Hi! We’re so glad you’re enjoying MyUPMC and appreciate your positive review! We’d like to share your review with other UPMC patients to encourage them to use the app. Can you please email us at MyUPMC_Feedback@upmc.edu so that we can share more details?,20788057.0,2021-02-01T22:08:14Z
False,Can’t even Log In,Ladydestiny8,My grandparents use this app to manage their appointments and medications so I thought I’d give it a try. Anytime I try to log in it wants me to call the customer service line. If I try to make a new account it tells me I have no medical record despite seeing my doctor since I was a newborn. I might as well just use the normal website since that lets me log in. App is a big waste.,1,2021-07-10 01:32:50,"Hello, thanks for letting us know about the problem you're having with the app. We are sorry that you've had a frustrating experience. We'd love the opportunity to work with you to fix the problem. Please send an email with a brief description of the problem to our technical team at MyUPMC_Feedback@upmc.edu or call 1-866-884-8579 and we will be happy to help.",23885487.0,2021-07-12T15:13:42Z
False,Children,tanmerca,Would like to see my child’s growth chart over time.  It used to be a feature but can’t find it any longer:,5,2020-07-30 23:03:39,"Hi -- Thank you for leaving a review! We are constantly looking for improvements. If you'd like, please send an email with your feedback to MyUPMC_Feedback@upmc.edu.",17006949.0,2020-07-31T15:10:20Z
False,Video conferencing is not working,dkoosack,"Most of the app is great- with the exception of the video conferencing, which kicks me off the app as soon as it says ‘connecting’.  My other complaint is the email is not very user friendly.  I would like to be able to email any physician, not the few who are listed as providers I’ve used.",2,2020-08-18 17:02:31,"Hi, we're sorry that you had a frustrating experience. We'd like to help you with this so it doesn't happen in the future. If you'd like, please email MyUPMC_Feedback@upmc.edu.",17520430.0,2020-08-26T17:24:50Z
False,Very helpful!,MGbroni,"MyUPMC is really helpful to schedule appointments, send messages to my doctor, and review my test results as soon as they come available. Love it for monitoring my kids’ care as well.",5,2020-10-21 15:40:59,We are so glad that you enjoy using the MyUPMC App! Thank you for taking the time to leave a review.,18649964.0,2020-10-22T19:42:21Z
False,App unable to load on a daily basis,SESV15623,"Almost every day this app and the online site are unable to load my info.  I’ve called UPMC IT several times, no response.  They told me on the last customer service call to use Chrome instead of my IPhone.  When it works, it’s a great service.  Please fix these issues as all of the providers are moving to telemedicine.",2,2020-05-08 12:38:14,"Hi -- We are sorry that you've had a frustrating experience. We'd like to hear from you directly so that we can work to resolve the issue. If you'd like, please call 1-866-884-8579 or send an email with a brief description of the problem to MyUPMC_Feedback@upmc.edu.",15855614.0,2020-06-08T17:41:33Z
False,Bill pay,Reviews4AppStore,"I attempted to pay a medical bill. After submission, I received no confirmation number, receipt, or even a failed error message. There is no indication the payment actually processed. When I go back into bill pay, the bill appears not to be paid. I don’t want to try again and have multiple charges. Poor user experience.",2,2019-05-23 11:13:32,"Hi, thanks for letting us know about the frustrating experience you're having. Please call 1-844-591-5949, or email patientstatements@upmc.edu, and we can work with you to help solve your billing problem. Thank you so much for your feedback and patience.",8899634.0,2019-05-28T13:28:40Z
False,Need to add scheduling capability,JSVB123,"The reason I added this app was to able to schedule appointments via mobile, but this is not a feature of this app. When I went to the scheduling tab, there was a phone number, which was mostly irritating and unhelpful. Scheduling online is available on desktop, and should be available on the app as well. Not impressed.",2,2019-01-08 13:45:58,"Hi, thanks for sharing your feedback. Our team is working on adding more features in future releases of the app so we can continually improve the experience for our users. Please feel free to share any additional feedback you have by emailing MyUPMC_Feedback@upmc.edu. Thank you.",6738235.0,2019-01-08T22:08:07Z
False,"great in theory, terrible in execution.",ajdushshhsbs,"this isn't so much about the app as it is the way providers use the app. docs dump confusing and (if you have health issues) scary test results into the app with little context other than ""we'll discuss at our appt in six weeks."" there's a function to ask a question but good luck getting ahold of a doctor. your question will be fielded to a nurse who does not want to be bothered and will dodge the responsibility of giving you any sort of help. apologies for being sick, ma'am, guess i'll go die quietly in the corner. i miss being able to call the office and speak to a human being. i get everyone is busy but what happened to compassion?",1,2021-01-22 03:06:38,"We're sorry to hear about your negative experience. If you'd like to discuss this with a Patient Relations representative, please call 1-866-705-7020 and ask the operator to connect you to Patient Relations.",20788230.0,2021-02-01T16:51:00Z
False,Fast results,marilynfred,"I love getting my results so quickly 
Also, the app helps me to  keep  track of past results to compare to present results.",5,2020-09-01 19:12:12,We’re so glad you’re enjoying MyUPMC and appreciate your positive review! We’d like to share your review with other UPMC patients to encourage them to use the app. Can you please email us at MyUPMC_Feedback@upmc.edu so that we can share more details?,18200573.0,2020-09-30T15:52:38Z
False,BP tracking,289928,"BP tracking issue. After entering the BP tracking values into the app, it inserts a different value & if you add a pulse, it shows up under the systolic value...Great job w the app!!   Not much of an improvement over the last app!! 

Thanks, I guess",5,2018-11-29 16:59:56,"Hi, thanks for letting us know about the problem you're having entering your blood pressure. We'd love the opportunity to help you with the problem. If you'd like, please send an email with a brief description of the problem to our team at MyUPMC_Feedback@upmc.edu, and we will be happy to help you. Thank you so much.",6184752.0,2018-11-30T17:21:59Z
False,Best app ever,steven_d_1965,My Upmc app is easy to use. I get fast information. Test results are readily available. All my Upmc doctors can be reached via messaging. This is so convenient everyone should have it.,5,2020-12-31 13:13:12,Hi Steven! -- We’re so glad you’re enjoying MyUPMC and appreciate your positive review! We’d like to share your review with other UPMC patients to encourage them to use the app. Can you please email us at MyUPMC_Feedback@upmc.edu so that we can share more details?,20245446.0,2021-01-07T15:25:28Z
False,Review,JRM2972,"I like that I can look up all current and past appointments. 
I also like that I can keep in contact with all of my doctors through this portal.",5,2020-12-23 22:37:18,Hi! -- We’re so glad you’re enjoying MyUPMC and appreciate your positive review! We’d like to share your review with other UPMC patients to encourage them to use the app. Can you please email us at MyUPMC_Feedback@upmc.edu so that we can share more details?,20245458.0,2021-01-07T15:26:05Z
False,World Class,"NB, Pittsburgh","UPMC patient care, for my wife and I, has been superior to any other that we received in the fifty five years of our marriage in many parts of the world.",5,2020-11-12 15:56:45,We are thrilled to hear that you are satisfied with your care! Thank you for leaving a review!,19301918.0,2020-11-23T20:02:30Z
False,In the know,Dmlattieri,"Anytime you want to look up your records or results from your tests this app is the best.
It lets you know of appointments,
It lets you know of your tests,blood work, X-rays, all tests.
It’s a must have for those who care of their health.
It’s a 5 stars for me.",5,2019-07-14 15:01:37,Hi -- thanks so much for your feedback. We're so glad that you like getting your test results and health record in MyUPMC!,9670323.0,2019-07-15T16:00:44Z
False,So much worse,Natatok,"I really hate when an old app is decommissioned and the one that replaces it has fewer features. The old myChart app had access to after visit summaries but these are no longer accessible. Why? It's also slower than the old app. You can't request prescription refills, etc. Basically they just removed a bunch of features. Also, can you please add a search function to the test results page?",1,2019-02-08 10:38:36,"Hi, thanks for sharing your thoughts. Please reach out toMyUPMC_Feedback@upmc.edu, and we can help you navigate to your After Visit Summaries and prescription renewal on the app. Thank you!",7214442.0,2019-02-08T20:32:30Z
False,I get results fast from tests.,Patty Rinker,It is so great that I can see my test results fast and not have to wait till I am notified.  And I can keep track of my appointment s that are coming up.  Great service!   Thank you!,5,2019-06-28 15:02:47,Hi Patty -- thanks so much for your feedback. We're so glad that you like the test results and appointments features!,9407340.0,2019-06-28T18:44:02Z
False,Best Thing Since Bread,Brina Libby,"Getting information when needed .. writing the doctor about appointments, questions and the need for a new doctor or specialist.  Great tool. And that is why I chose UPMC MAKING LIFE EASIER.",5,2022-01-11 20:59:34,"Hello, we're so happy to hear you're enjoying the app and find it helpful in managing your care. Thank you for leaving a review!
",27430843.0,2022-01-13T22:37:13Z
False,Easy to use,MagnoliaSister,This app is very easy to use. I love having access to my information and the ease to get in touch with the doctor’s office.,5,2021-03-01 16:08:40,,,
False,No flip camera option for virtual visit,flygal0726,"App worked for my virtual appointment, but when I had to show my dr an issue there was no option to flip the camera, I recommend adding that to the app to make it more user friendly.",3,2021-05-12 20:04:04,"Hello, thanks for telling us about the problem you're having with the app. We're sorry that you've had a frustrating experience. We'd love another opportunity to walk you through any functions as your feedback is very important. For more help, please send an email to MyUPMC_Feedback@upmc.edu or call our support line at 1-866-884-8579 and we'll be happy to assist.",22811940.0,2021-05-14T13:56:39Z
True,Terrible design,Jaydtee,"It is amazing how unclear and tedious the process of paying health insurance is through UPMC Health Plan. All of these different web portals and apps should be combined into one, and if for whatever reason that is not possible, there should be clear instructions on how to navigate which place to go and where to find relevant information. The UX is atrocious and needs to be fixed.",1,2022-04-19 03:26:51,"Hello, we're sorry to hear that you had a negative experience. Thank you for leaving your feedback as we are always striving to find ways to improve the app. We've passed your feedback on to our technical teams for consideration. ",29244612.0,2022-04-19T03:26:51Z
False,Review,kwolfeee,I really liked this app at first but they updated it and now I can no longer see what the standard range should be...not cool. Don’t fix it if it’s not broke!!!!,5,2020-04-07 15:41:50,"Hi -- We are sorry that you've had a frustrating experience. We'd like to hear from you directly so that we can work to resolve the issue. If you'd like, please call 1-866-884-8579 or send an email with a brief description of the problem to MyUPMC_Feedback@upmc.edu.",14573426.0,2020-04-09T18:06:29Z
False,Love this app,bigfan22239,"User friendly, has everything I need for myself and my entire family. Way to go!",5,2022-03-25 12:14:24,"Hello, we're so happy to hear you're enjoying the app and finding it helpful in managing your care. Thank you for leaving a review!
",28831802.0,2022-03-28T15:16:57Z
False,A great resource,HealthHelper,"Not only does this app keep all of your health information safe and organized, it is also a fabulous educational source.",5,2021-11-11 19:24:12,"Hi there, we're so happy to hear you're enjoying the app and find it helpful in managing your care. Thank you for leaving a review!
",26242546.0,2021-11-13T01:10:42Z
False,Very convenient,Kathleen M Spicer-Adkins,"I enjoy the easy access to the app. It’s convenient, easily accessible. It’s a very valuable app when it comes to contacting our physician.",5,2021-04-10 14:57:27,"Hi, Kathleen! We're so glad you're enjoying the MyUPMC app. Thank you for your positive review! We'd like to share your review with other UPMC patients to encourage them to use the app. Can you please email us at MyUPMC_Feedback@upmc.edu, so that we can share more?",22196385.0,2021-04-12T15:41:37Z
False,Love this App,clm5478,"I love that I don’t have to carry appointment cards.  
Quickly an look up test results. Message  to and from providers is a bonus!",5,2021-03-05 11:11:27,Hi! We’re so glad you’re enjoying MyUPMC. Thank you for your positive review! We’d like to share your review with other UPMC patients to encourage them to use the app. Can you please email us at MyUPMC_Feedback@upmc.edu so that we can share more?,21515691.0,2021-03-08T14:12:07Z
False,Upmc,Jerollyn,"I am very happy with being a part of UPMC. All of my needs are always met whether an emergency or just scheduling a routine physical or some other type of patient need. 
Thank you 
Jerollyn McMahon",5,2020-12-29 17:13:12,"We're so glad that you're satisfied with your care, Jerollyn. Thank you for taking the time to leave a review!",20245312.0,2021-01-07T15:19:47Z
False,Review of my appt. with Kate Cawley,1968Adele,"Kate always gives me good care & like today when I have injections in my knees she alway gets it in the right spot!!  I can’t 
Thank her enough for such excellent care that I receive from her every time I see her!!!
Thank You KATE CAWLEY SO MUCH!!!",5,2019-12-09 21:59:12,Hi! Thanks so much for your review. We're so happy to hear that you've had such a good experience! ,12387367.0,2019-12-13T22:20:18Z
False,BZ,BZQueen,This app is great to get quick info on test results and manage appointments when I’m not near my computer. It would be great if I could access an explanation of the test and the results.,5,2018-12-18 21:30:26,"Thanks for taking the time to share your thoughts. We are happy to hear that you find the app convenient! Your feedback is very important to us, and we will share your comments with the team that works on new features.",6468936.0,2018-12-19T21:17:01Z
False,Feedback,road blocked,"The application is extremely helpful and the way test results appointments medication‘s etc. are organized is great
One problem I have is with emails when I click on to say a questionnaire it doesn’t take me to the app but it tells me to open the app in a web browser
Why 
one other problem I could never find a schedule blood test
Maybe I looked in the wrong place
Overall a great job
Thank you
John Shutak",4,2022-03-28 15:33:03,"Hi John, thanks for leaving your feedback as we're always striving to improve MyUPMC. We're happy to hear you're finding the app helpful in managing your care and have shared your suggestion with our technical team. For any additional feedback or questions, please send an email to our technical team at MyUPMC_Feedback@upmc.edu or call us at 1-866-884-8579, and we will be happy to assist.",28881982.0,2022-03-30T19:51:53Z
False,Everything in one place,UPMCapp,"Love that you can email docs. However, not all your docs are listed on there. UPMC",5,2022-04-22 19:37:49,"Hello, thank you for leaving your feedback. We've passed your comments along to our technical teams for review. If you have any additional feedback or questions, please email MyUPMC_Feedback@upmc.edu or call 1-866-884-8579 and we'll be happy to assist.
",29388036.0,2022-04-25T19:42:26Z
False,My uptake on what I thought of it....!,SamnJanetEvening,I just started to learn how to open the app I think that I might be able to do it if I do it a lot of times.,5,2020-09-14 20:02:40,Please let us know how we can be helpful!,18304407.0,2020-10-06T13:12:15Z
False,Terrible App!,Special nurse,I am extremely disappointed in the new app and really expected more. “My Chart” was lacking and I thought UPMC would bat the ball out of the park with this. I agree with the previous person in that every Dr. does not participate in this app so I am not seeing any medical records. With the new app I don’t even see my vitals as I did on the old app! The purpose is to control your health and take an active role. Not with this app you won’t!! 😢,1,2018-11-15 14:25:25,"Hi, thanks for sharing your feedback. Our team is working on adding more features in future releases of the app, and we hope to continually improve the experience for our users. If you'd like to share more feedback with our team, please email  MyUPMC_Feedback@upmc.edu. Thanks again for sending in your feedback.",6014319.0,2018-11-19T20:52:46Z
False,Upmc my chart,Rockeyfam,I love Upmc my chart because I can make an appointment see a doctor or check status of an order for my medications on here. No other plan is like this.,5,2020-08-08 16:58:51,Thank you for reviewing. We're so glad that you find the MyUPMC app to be easy to use and convenient for managing your health!,17289472.0,2020-08-14T18:06:45Z
