userName,date,isEdited,review,rating,title,id,body,modified
NovaShadow,2022-01-15 19:05:07,False,"The app has many issues. No done or back or share or the like buttons are visible. You click in the spots where they might be and they are there, but again not visible. I click the show EOB link and it takes me to a year summary not an EOB for that claim. That’s as far as I got before I tossed this useless app. Also, why change the name from Anthem to Sydney when my insurance is Anthem. Why don’t car repair shops and restaurants just change the names of car part and food to find exciting names that no relationship to the parts or foods the names represent. Very silly modification.",1,Terrible Change,27521847.0,"Hello, thank you for sharing your feedback and experience with us. We are currently aware of the UI issue that is causing some buttons to not appear to be visible as you described. If you could, please email us at Sydney@anthem.com with your username. We would like to investigate this issue further. Thank you. ~ Sydney ~",2022-01-18T21:25:26Z
RunSaquanRun,2022-03-10 19:17:29,False,"This is a fantastic app and very easy to use. The only feedback I have is that the badges in the health dashboard are confusing there are only six action plans, but for the badges you can earn by completing up to 24 action plans. Seems like the wrong word was used, like it should say steps or something",5,Fantastic app. But badges are confusing,,,
Valr0001,2020-07-31 23:03:55,False,"This app doesn’t let you continue unless you update it, and it seems like every single time I try to open the app it needs to be updated. It’s very frustrating especially when you were checking into a doctors office and can’t get access to your ID cards because you need to update the app!! Wish the developer would just wait until they actually had updates and then push out the mandatory update, instead of making every single update mandatory.",2,Too many updates!!,17054209.0,"Hello, we can understand why it can be frustrating if the rate of updates seems high. We do try to restrict required updates to major bug fixes or rolling out new features for Members. If you have any questions, or want to provide additional feedback please email us at Sydney@anthem.com with your username. Thank you. ~ Sydney ~",2020-08-03T17:20:14Z
MOOSELOCK,2022-05-28 17:49:09,False,"If you want to look up your ID card you can, but you can’t save it to your Apple Wallet or to your camera roll. Signing into the app requires internet and SMS but good luck getting that to work when there is no cell signal or WiFi at the doctor. 

No option to go paperless even though the poor chat bot tells you you can. 

Contact Us says “Phone and Mail” but there is no mail it address nor email. Not helpful since this company doesn’t work weekends or evenings. Why would anyone want to call their health insurance at those times?",1,A joke of an app,30123891.0,"Hello, Thank you for taking the time to share your feedback with us. Knowing how our Members are using the application, and where you faced problems allows us to improve the experience for all. If you could, please email us at Sydney@anthem.com with your username and any error messages you have received. We would like to look into this further. Thank you. ~ Sydney ~
",2022-06-02T12:23:41Z
lindsay.mr,2022-03-08 17:15:15,False,"I love the idea of the apps convenience, but I always seem to face a problem. Sometimes the  app does not load, other times I am kicked out of a conversation with my doctor. I try to go back to the conversation and it’s as if it doesn’t exist. It truly is frustrating. All I want to do is talk to my doctor and get a prescription. The live agents are not helpful either. I had a problem with my card and they had no idea what they were talking about. I had to figure it out myself.",2,Full of Problems,28519182.0,"Hello, thank you for sharing your experience with us. We can understand why that would be frustrating. If you could, please email us at Sydney@anthem.com with your username, the model of your iPhone, and your iOS version. We'll look into this further for you. Thank you. ~ Sydney ~",2022-03-11T14:54:52Z
JanineCecil,2020-09-24 02:02:46,False,"Every page and link loss except for finding out how to or your progress towards earning monetary incentives. Every time I click that option, I get a 404 error. Additionally, my Fitbit is linked, but the app won’t correctly upload my Fitbit data. Three days in a row, I’ve had more than 10K steps. The most steps is app will register is under 5K. My iPhone is set to update apps automatically, but no updates have helped this app work better yet. However, I can see all my medical bills paid and outstanding without issue.",1,Trying to earn rewards dollars is impossible,18101702.0,"Hello, thank you for taking the time to share your experience with us. We can understand why this would be frustrating. If you could please email us at Sydney@anthem.com with your username we would be glad to look into this further for you. Thank you. ~ Sydney ~",2020-09-25T14:21:46Z
Karmicgirl,2021-02-10 17:00:10,False,"I just downloaded this app because Anthem ni longer opens but instead redirects you to app download site. 
This app is awful. So far have been unable to use because the FONT is so so huge that you to need to scroll for ever just to read a statement. Tried chatting with them but they are if not help. Downloaded twice as he suggested but remains the same. Unreadable n unusable. 
Based on what I’ve experienced so far, I can’t assess if it’s a good valuable app or not!!! 
Please fix this font problem.",2,Sydney app change not a good one!!,21073673.0,"Hello, we apologize for the negative experience. If you could please update Sydney Health to the latest version and verify if your issue has been resolved. If you have any questions or additional feedback, please contact us at Sydney@anthen.com with your username. Thank you. ~ Sydney ~",2021-02-15T19:21:54Z
LeftyLawdawg,2021-01-28 01:28:16,False,"You can’t get all of your policy information with this app, but yoU can get much of it. It’s a bit awkward to use and will not rotate the screen on an iPad or iPhone.
Loses my login frequently so Touch ID or face recognition won’t work until I login manually again. Loses my password between devices.

I previously rated it three stars but lowered it to two when I started writing all the issues with it. There’s more, but I’m tired of writing about it.",2,Doesn’t provide full access to policy information,,,
jbosw77,2022-04-24 22:38:09,False,"I’ve never had this much of an issue with an app. I haven’t signed in for about a month and now it tell me I’m registered, but will not let me sign in. Had them send me a reset for my password, which was the biggest ordeal I’ve ever had. Once I received the link that ended up being blank. So now, needing to access it, I can’t get in at all, and my account is locked until I am able to call support, which is only on week days no weekends.",2,Worst I have used so far,29409810.0,"Hello, thank you for taking the time to share your feedback with us. If you could please email us at Sydney@anthem.com with your username and a brief description of what you experienced, we would like to look into this further. Thank you. ~ Sydney ~",2022-04-26T16:33:56Z
lugi_ch,2020-04-15 20:08:15,False,"After Anthem updated their website for two-factor authentication, I cannot even login to the Sydney app. There is an error message popping up that “a threat has been identified” and I need to call their phone number. I can login to the website without any problems, but the Sidney app is utterly useless. 

I called their phone number and the technic person tried to find out what happening but could not identify the problem. They entered a ticket telling me that I would get an email to resolve this issue. Nothing happened.

Under these circumstances, Sydney Health is completely useless. Zero stars.",1,Cannot even login,14735636.0,"Hello, we're sorry to hear that you were having issues with two-factor authentication. If you would, please email us at Sydney@anthem.com with your username and we'll look into this for you right away. Thank you! ~ Sydney ~",2020-04-17T14:56:47Z
GBO Possum,2022-01-03 21:33:30,False,"Downloaded the app, entered my membership info successfully and then it asked for my vaccination card. 

The app has an inbuilt camera capability, however, despite many attempts, it “can’t read” my card. So I tried asking the in-app chat and it thought I was asking for my Anthem card, and duly sent me an image of that card!  What!

Next I tried chatting with a live agent called “Alexander” who was very slow and finally, after maybe half an hour, said he could only help with policy issues and gave me an 800 number to call. 

The 800 number had a recorded message saying the wait time would be over 30 minutes.  

So I went back to the App Store entry and touched App Support. Well, that provides only policy support and not app support. 

Based on this experience, I can’t recommend this app. It’s an unsupported time-waster, not a time-saver.",1,First Impression bad. Poor app with poor support,,,
Don Claps,2021-08-28 20:35:29,False,"This app has always given me problems logging in and staying logged in. 
When logging in, often it takes so long that the network times out prior to logging a person in.
Once logged in, after several attempts, it will only leave you logged in for a few minutes of inactivity. So if you pull up your ID card for your doctor in the waiting room, once they ask you for it, you will discover that you have timed out and need to start over. 
Please fix these chronic issues. 
Thanks.",1,Time out too quickly,24833179.0,"Hello, thank you for taking the time to share your feedback with us. If you could, please email us at Sydney@anthem.com with your username. We would like to look into this further. Thank you. ~ Sydney ~",2021-08-31T18:02:38Z
Anclife,2021-03-05 21:10:29,False,"I wanted to find a doctor soi logged on this horrible site.  Afteri clicked on the button to find a doctor, a pop up came up that took up the whole screen and disabled the site. Couldn't click on anything! So I closed the site and opened it back up and it told me my password was blocked and I couldn't get in at that time. I JUST LOGGED IN. I was logged in to have the system freeze. I hadn't tried to enter a password again so the locked password was just the mail in the coffin for me on a completely useless website.",1,One of the worst apps I've ever used,,,
Leo R Jr,2022-03-29 13:59:51,False,"Currently ripping my throat out trying to get a video appointment with a doctor so I can get a visual diagnosis on my strep throat and get the ball rolling on some antibiotics- though the app simply does not allow me to use this feature.

1) upon selecting Video Visit I am asked to enter a number
2) enter number, get into infinite loop of “something went wrong.” leave app and try again. 
3) now on the “Enter Email” prompt. I enter my email and am met with one of 3 errors: to leave the page and discard; to use another email (??); and to try again.
4) farthest I’ve gone is a drop down for my location and “Dependents.” This page never loads. 

I’m beginning to think this feature simply isn’t implemented. Even the prompts/errors foretell a bit of laziness on the dev’s part in terms of error handling. There’s nothing specific and the grammar is off.",1,App Simply isn’t Functional,28958888.0,"Hello, thank you for taking the time to share your feedback with us. If you could please email us at Sydney@anthem.com with your username and a brief description of what you're experiencing. We would like to investigate this further. Thank you. ~ Sydney ~",2022-04-04T16:39:31Z
Peggles77,2021-12-29 19:31:48,False,Doesn’t let me price a medication or find a pharmacy. Called tech support and had a 25 minute conversation and he was unable to help. Said he would inform whoever fixes the app and assured me it would be fixed within a few days. It’s been weeks and nothing has changed. I wish someone would actually read all these terrible reviews and fix what’s broken (or at least acknowledge the problems and let us know what they’re doing about them). It’s hard to believe a huge company like Blue cross would have such a useless app.,1,Worst app ever,27284558.0,"Hello, thank you for taking the time to share your experience with us. If you could please email us at Sydney@anthem.com with your username and a brief description of the searches you had attempted. We would like to investigate this further! Thank you. ~ Sydney ~",2022-01-06T19:09:44Z
Garrett Dimon,2020-12-08 02:31:16,False,"The list of issues is painfully long, but it can be summarized by the fact that their website, when accessed through this app via the tabs at the bottom, claims that the “browser” isn’t supported. 

The live chat was useless. It started, and then over about 10 minutes they provided one incoherent sentence that was useless and barely even conceptually related to the question.

Then there’s the fact that you don’t just log in to the app. It’s heavily powered by web views and fails to keep you logged in. Then subsequent logins don’t always work.

I suppose for the bare minimum of accessing critical information, it might prove moderately helpful, but the initial experience has done nothing to generate any confidence that the app is useful or trustworthy. Given the amount of bugs and lack of reliability, it’s kind of scary to trust this app with any personal information.",1,Dumpster Fire,19650548.0,"Hello, thank you for taking the time to share your feedback with us. If you could, please email us at Sydney@anthem.com with your username and a brief description of what you faced. We would like to look further into this right away! Thank you. ~ Sydney ~",2020-12-09T15:21:59Z
Dmercer,2021-06-13 23:17:23,False,"My passwords are unique, 20+ characters mixed upper, lower, number and symbol. I have no idea what they are and I just have them in a password manager from which sensible apps allow me to copy and paste. 

This app doesn’t allow pasting passwords.  What are they trying to accomplish?  Am I supposed to have a simple password that I can remember and use everywhere?  This seemingly good security feature actually results in people using bad password practices and results in worse security. 

Devs:  FIX THIS BUG!!!",2,Can’t paste password,23445320.0,"Hello, thank you for taking the time to share your experience with us. If you could please email us at Sydney@anthem.com with your username and a brief description of any password management software you've been using. You should be able to copy and paste into the Sydney Health app fields through the OS commands!  Thank you. ~ Sydney ~",2021-06-17T17:07:54Z
Annneezzzzzzz,2020-08-20 15:21:27,False,"So I have to admit, the idea behind telehealth is great, but this app does nothing to help people access it properly. I was advised to use the app, and I have been kicked out of two appointments now. I am skeptical to try for a third, but with everything going on in the world, I am going to have too. I am grateful I have not been charged for the visits, but I’m highly disappointed I’ve lost the opportunity to seek help because a doctor couldn’t connect and the other visit kicked me out of the app.",2,Virtually Useless,17467171.0,"Hello, thank you for taking the time to share your experience with us. We're sorry to hear that you had issues connecting with a Doctor. If you could, please email us at Sydney@anthem.com with your username and we would be glad to look into this further for you. Thank you. ~ Sydney ~",2020-08-24T14:35:07Z
Bob-G.,2020-01-02 17:44:13,False,"So far all I’ve used this new Sydney app for is the Price a Medication feature and I’m not impressed. Much of the time it doesn’t work, and when it does work it only loads a couple of pharmacies in the results. To add more pharmacies to the list to compare them, you have to search, which takes a very long time to load, and then you can only add a single pharmacy to the comparison list at a time, which requires you to search again before you can add another pharmacy to the comparison list. This is a poorly designed feature that I find completely unhelpful.",1,Slow and Cumbersome,12694630.0,"Hi Bob-G., we're sorry to hear you had a negative experience. We're passing along your feedback. thank you for taking the time to share it with us. 

~ Sydney ~",2020-01-02T22:23:24Z
Atomicron,2022-03-02 17:57:19,False,"I am an e-commerce and product exec. And, it took me 22 minutes to unlock my account on this app. Same thing last month. With no success then. Phone hold to resolve >40 minutes multiple times. 
Now, I see that the outcome of this was to cancel our plan. 
Despite trying many times to pay a bill, something incredibly simple on 99% of platforms, I can’t do this.
 With the resources Anthem has, please fix. I better finally connect to the org and hear that it will reinstate coverage 1.5 months retroactively.",1,UX So Bad that our Family lost insurance,,,
Idonthaveanickname98,2021-11-26 23:42:27,False,"I tried to do a virtual visit and it just wouldn’t work. It kept saying it was having trouble and to try again, I did that, I opened and closed the app a million times, then there was a spinning wheel of death. No explanation at any point of what was wrong. Then it just said the appointment was unfulfilled, again, no explanation or way to reach the doctor whatsoever. Really disappointing especially when the appointment was extremely critical for my health. No way to connect with a human to address the issue. Just nothing.",1,Virtual visits just don’t work,26609822.0,"Hello, thank you for taking the time to share your feedback with us. Knowing how our Members are using the application, and where you faced problems allows us to improve the experience for all. If you could, please email us at Sydney@anthem.com with your username and any error messages you have received. We would like to look into this further. Thank you. ~ Sydney ~",2021-12-02T18:56:55Z
deleting-it,2019-10-20 16:39:45,False,Finally a health plan company that is trying to reinvent with the customer in mind. What I really like is the navigation free approach. Rather than having to wade through endless navigation I get to just type what I want and it brings the information to me in a clean and user friendly way. This is a huge first step in the right direction….THANK YOU!!!,5,A fantastic leap forward!!,11556919.0,"Hi Deleting, thank you for the positive feedback!

~ Sydney ~",2019-10-30T14:00:36Z
TRN Apper,2020-01-31 17:53:56,False,"Though I have an iPhone, I generally use my iPad propped on my deck next to my ledger to pay my bills. Every account I have has both iPad and  iPhone versions, or allow iPad to run an iPhone shell: credit cards, banking, auto loan, mortgage, various hospitals and labs, all my utilities and more, EXCEPT THIS ONE! Despite many complaints by many clients, they have not budged. Just throw the switch in the compiler and let us use our big screen iPads.
Otherwise for my needs and uses, it would be 5 stars.
Thanks for reading.",2,Really? No iPad version?,13357089.0,"Hello TRN Apper, thank you for taking the time to share your experience with us! iPad support is definitely one of our most requested features, you and other members have been heard. We'll be sharing more news, such as expected release date, as it becomes available! Thank you.

~ Sydney ~",2020-02-07T16:20:28Z
John Soultrane,2020-01-07 15:53:20,False,Anthem/Blue cross offers incentives to be healthy and active through this app. I have an Apple Watch and use the health app and it won’t sync my data. I have installed and reinstalled the app several times. Clicking on app support doesn’t really help - just takes you to the help section for insurance coverage. My company recently switched to this from Humana and I miss it. Their app worked with the Health app. I can’t take advantage of this incentive program because of it and feel like I’m losing out.,2,Good for managing coverage but doesn’t connect to Health App,12803021.0,"Hi John Soultrane, thank you for providing your feedback. We're making sure to note that Apple Watch integration is important to our Members. If you have any other feedback you would like to provide, please send us an email with your contact information to Sydney@anthem.com. Thank You. ~ Sydney ~",2020-01-08T21:49:51Z
PaislynFaith,2021-09-30 16:35:34,False,It is so much easier to access and review bills and deductibles on the app than on a phone call while a newborn might be fussy.  Everything is user-friendly and includes as much detail as anyone could possibly need.  Highly recommend!,5,Love having everything in one place!,25511319.0,"Hello, thank you for taking the time to share your feedback with us. If you have any additional feedback you would like to share with us, or have any questions please email us at Sydney@anthem.com. Thank you. ~ Sydney ~",2021-10-05T18:01:12Z
Cpadge00,2021-09-14 13:17:04,False,"As a healthcare professional, I have plenty of experience waiting on the telephone forever to speak with an agent. It can be frustrating. The live agent chat feature on the app has made life as a patient SO much easier! It’s quick and efficient. The reps are fantastic and always helpful.",5,Live chat feature is great!,25235735.0,"Hello, thank you for taking the time to share your feedback with us! We're always glad to see our Members having the positive experience they deserve. If you have any questions, or want to share additional feedback with us, please let us know at Sydney@anthem.com. We love to hear from our members! Thank you. ~ Sydney ~",2021-09-21T18:24:00Z
ShoddySkill,2022-02-07 20:05:49,False,"This app is helpful in getting my insurance info whenever I need it. However, I’ve encountered a few bugs. Most annoyingly, when I select a reward in the rewards section and then tap “redeem” nothing happens except for being brought to a blank page. I’ve had a reward sitting in my queue for a while now because I simply can’t redeem it.",3,"App is fine, a few annoying bugs",27975859.0,"Hello, thank you for taking the time to share your feedback with us. If you could please email us at Sydney@anthem.com with your username and a brief description of what you're experiencing. We would like to investigate this further. Thank you. ~ Sydney ~",2022-02-10T19:34:50Z
Jenny Missouri,2022-02-06 14:12:13,False,"Oh my goodness I will Certainly use this method again! It was so convenient, I was able to see a physician before my local clinic actually opened and my medication was sent to the pharmacy within two minutes. This is wonderful!",5,Holy cow who on earth knew this could be so easy and wonderful!,27975648.0,"Hello, thank you for taking the time to share your feedback with us. We're always happy to see that a Member is having a positive experience. If you could please email us at Sydney@anthem.com with your username and a brief experience of the information that was not working for you. Thank you. ~ Sydney ~",2022-02-10T19:22:31Z
appleRocks!!!,2021-01-10 18:38:12,True,"Why do I need to download huge app for insurance app. And every time navigation I have to go back. Poor navigation and design  of the app. More webviews linked in the app(Ofcourse when I open in web view also some times I see we are sorry message). And not worked some times(When I require most of the time
 fails). Every time it updates the app. I do not open app daily. But when I open several times I see it asks for update or upgrade.",2,App size and navigation,13187284.0,"Hi appleRocks!!!. Thanks for your feedback. If you could, please send us an email to Sydney@anthem.com with your username? We would like to get this feedback sent up for future enhancement! Thank you.

~ Sydney ~",2021-01-10T18:38:12Z
Hia Soberti,2022-01-15 16:31:11,False,"I’ve had this app for a while- it stopped working a few months ago but I didn’t really care because I didn’t use it too often… 
I tried to open it recently to look up provider, but again it kicked me right out, didn't even open, goes right back to my main screen. 
My phone is up to date, uninstalled and reinstalled the app… no success… since everybody seems to love it the mistake must be on my side so I’ll try to figure it out… but it is highly annoying!",1,Doesn’t open … ever,27521836.0,"Hello, thank you for sharing your feedback and experience with us. We can understand why this would be frustrating. If you could, please email us at Sydney@anthem.com with your username and a brief description of any errors you received. We would like to assist you further. Thank you. ~ Sydney ~",2022-01-18T21:23:46Z
Mattodrums,2021-07-04 06:28:20,False,"for starters it would not even let me write a review, I had to delete it and download it again. Perhaps they are gaming the ratings as there’s no way that this app deserves any more than a single star. It is a total fail. Crashes, bugs. non relevant information. 

try asking the chat function anything and no relevant information will be given. would you like to see your recent vaccination records here? No can do. they were advertising a few versions ago but failed miserably. oh well",1,"Terrible App, totally useless",23782533.0,"Hello, thank you for taking the time to share your feedback with us. Knowing how our Members are using the application, and where you faced problems allows us to improve the experience for all. If you could, please email us at Sydney@anthem.com with your username and any questions you have or error messages you received. We would like to look into this further. Thank you. ~ Sydney ~
",2021-07-06T18:21:57Z
Bill12894567,2021-02-19 16:53:35,True,"Updated from previous one star review:

The developer reached out to me and explained the app had been updated again. I downloaded and it works fine now. Apparently, there had been an issue with iPhone 6. It’s a little slow, but I was able to access all the features.",4,App appears to have updated successfully,20585959.0,"Hello, we apologize for the negative experience. If you could please update Sydney Health to the latest version and verify if your issue has been resolved. If you have any questions or additional feedback, please contact us at Sydney@anthen.com with your username. Thank you. ~ Sydney ~",2021-02-19T16:53:35Z
NotAvailable903,2022-04-28 23:36:01,True,"Backend and front end software developers working on the iOS app need to be better about ensuring find care button is available. Sometimes it is not accessible as I can’t even find it in the app. 

Login credentials - software developer working on credentials needs to fix the bug. Said my credentials were wrong. Tried it on the website- it was fine. 

Branding team: why on gods earth is it called Sydney Health? Why not correlate with Anthem for easy access and because that just makes sense?  Ugh.",1,Inconsistencies,26609838.0,"Hello, thank you for taking the time to share your feedback with us. Knowing how our Members are using the application, and where you faced problems allows us to improve the experience for all. If you could, please email us at Sydney@anthem.com with your username and any error messages you have received. We would like to look into this further. Thank you. ~ Sydney ~",2022-04-28T23:36:01Z
kristine99,2022-04-28 15:45:43,False,"Very hard to do much more than just look at high level plan data and three most recent claims. Interface isn’t particularly friendly with links directing to pages that aren’t what they are labeled as, unable to actually submit claims in the app, and the status of where I am within my plan (ie. out of pocket vs covered) is inaccurate, despite actually showing the correct spend YTD.",2,Limited functionality and inaccurate data,,,
@loveSydney,2019-08-31 14:56:45,False,"Awesome app with all my information in one app - from “Claims (both doctor and pharmacy)” to “membership ID card” to “Find a doctor”, etc.
Very easy to navigate. I asked a question about finding my Id Card, and it pulled that information for me instead of me manually navigating through the app. Very intuitive!",5,All my relevant health information in one app!,,,
Bretter805,2021-10-15 23:05:37,False,Currently experiencing a phantom message notification when there is no new message available in any message folder on my app. Face ID works once and then prompts you to sign back in to enable it again. Process repeats so you're forced to sign-in every other time you open the app. Support for reporting bugs is non existent. The page it takes you to report a problem is only for things you've purchased - for a national medical insurance app the size of Blue Cross this is absolutely ridiculous.,1,Poorly run poorly created app,25776562.0,"Hello, thank you for taking the time to share your feedback with us. We would like to look into these issues further. If you could please email us at Sydney@anthem.com with your Username and a brief description of any error messages or bugs you've encountered. Thank you. ~ Sydney ~",2021-10-19T18:23:11Z
NicShoozWanaFck,2020-04-18 21:17:10,False,"This app is generally terrible. Sure, it looks pretty, but here are the problems I’ve experienced in the first 5 minutes of use:

1. Froze 2 times
2. Unable to view claims
3. Unable to view copays, deductibles, or any figures whatsoever other than past claims. 
4. Crashed twice, had to restart. Froze on loading screen. 
5. Didn’t save my login information, or my registration of Face ID 
6. Can’t chat with Sydney after she takes me to “benefits”
7. Can’t see any actual benefits unless I go to the website
8. Can’t search for doctors, experiencing difficulties 

What’s the point of an app if you can’t do anything on it and you need to go on the anthem website? 
Fix your bugs before making the previous app obsolete. There is way too much wrong and this is generally useless to me.",2,What was wrong with the previous app?,14816938.0,"Hello, we apologize for the inconvenience and can understand why that would be frustrating. Could you email us at Sydney@anthem.com and provide your username? We'll look into this for you. Thank you. ~ Sydney ~",2020-04-21T14:20:53Z
Musictothedancer,2022-01-23 18:38:51,False,"The account creation form is the only part of the app I’ve experienced so far, at it was terrible.

Why is everything a password field? When I’m typing my email address I want to see it so I’m sure I didn’t make any typos. Also iOS trying to suggest a “strong password” for the answer to my security questions is not helpful.

Speaking of passwords, the iOS strong passwords don’t work for your system, because they contain hyphens. You should either figure out how to disable that function or accept hyphens in passwords.

Lastly, the form was constantly scrolling up and down as text boxes appear and disappear whenever I tapped on a text field or typed something. Just very annoying, and it’s the first thing a user sees.",2,Signup was very frustrating,27683710.0,"Hello, thank you for sharing your experience with us. Knowing how Members are using the application and what has served as a pain point helps us improve the application for everyone. We have shared this feedback with our developers! If you have additional feedback or any questions please let us know at Sydney@anthem.com. Thank you. ~ Sydney ~",2022-01-26T21:21:57Z
Musikman4Christ,2021-08-28 21:59:57,False,"I have an old IPhone 6 and still supported by this app, yet my wife’s Samsung Galaxy S6 is not supported.  Why? 
She needed immediate care and couldn’t even look up providers.  The app did link to the website but, it kept crashing and giving errors saying sorry we are having tech issues etc etc… no good! Unacceptable!
Huge liability for Anthem.  Please correct the issue and support Older phones even with limited options as long as it doesn’t send you to a horrible website.",1,Needs to Support Samsung Galaxy S6,24811304.0,"Hello, due to the nature of consistently evolving platforms we strive to offer support for as many different OS versions as possible. Unfortunately, Android Version 7 is no longer one of the OS versions we support. We do support versions 8, 9, 10, and 11. If you have any questions, or your wife's phone is running a supported OS version, please email us at Sydney@anthem.com! Thank you. ~ Sydney ~",2021-08-30T20:02:27Z
LolaNB336,2022-04-10 04:16:04,False,I recently switched from engage to Sydney let me tell you this is a joke…I had 1867 points on my rewards woke up one day all my points were gone I didn’t redeem anything it went down to 421 plus it used to give me 50 to 70 points per day for my steps it went down to 5 to 7 points a day😳😳😳like at least warn me before you take all my points and the store to redeem your points never works!!! So what’s the point!!!!!! I am so disappointed ☹️ I never had issues with engage.,1,Engage was better,29103425.0,"Hello, thank you for taking the time to share your feedback with us. We can understand why this would have been a frustrating experience. If you could, please email us at Sydney@anthem.com with your username. We would like to look into this further. Thank you. ~ Sydney ~
",2022-04-11T13:48:38Z
F&j@h)g1,2021-11-08 20:15:28,False,"I just spent 45 minutes trying to have a “live chat”. The agent was totally non-responsive… literally. I provided my info and asked my question. No response, no activity. When I would ask if anyone was there, I may or may not get a response “please be patient…” Occasionally a pop up would appear, asking ME if I am still there! Eventually, I got a message that a secure email had been sent, but the login information did not work. That’s an hour of my life I won’t get back.",1,First try a total fail,26303132.0,"Hello, thank you for taking the time to share your feedback with us. Knowing how our Members are using the application, and where you faced problems allows us to improve the experience for all. If you could, please email us at Sydney@anthem.com with your username and when this chat was happening. We would like to look into this further. Thank you. ~ Sydney ~",2021-11-16T15:17:52Z
wdadjdpd,2021-11-08 20:28:15,False,I am constantly have to link my Apple Watch to this app. It never stays linked. When you have to you this to get the credits you need to help with the insurance costs. Also I have been trying to log in for days and it won’t let me login.,5,App,26303147.0,"Hello, thank you for taking the time to share your feedback with us. Knowing how our Members are using the application, and where you faced problems allows us to improve the experience for all. If you could, please email us at Sydney@anthem.com with your username and any error messages you received. We would like to look into this further. Thank you. ~ Sydney ~",2021-11-16T15:18:43Z
Truckdoctor,2021-02-08 22:12:47,False,I’ve been trying for a month to log onto this app resetting my password resetting my user name starting from scratch every time I go to login it comes up I put in my information and then the keyboard won’t go down so I can press continue to the best of my knowledge there is no support for this app and I am constantly being hounded by the insurance company to set this up I don’t have the patience for this program that’s probably never been updated with the current iOS so to me it’s worthless,1,Worthless,21005946.0,"Hello, thank you for sharing your experience with us. We can understand why that would be frustrating. If you could, please email us at Sydney@anthem.com with your username and a brief description of what you faced. Thank you. ~ Sydney ~",2021-02-11T18:39:43Z
JoshTE,2022-04-10 15:38:05,False,"Multiple bugs - API for checking insurance information for telemedicine visits is often down, meaning you have to pay out of pocket since they can’t determine your benefits. Face ID also repeatedly needs a re-login and it forgets that you’ve used it in the past. There’s no customer service on weekends, even though - breaking news - people still get sick on weekends. 

This is a perfect example of a billion dollar company doing the absolute least amount of effort.",1,Bugs with no support,29127221.0,"Hello, we're sorry to hear that you've been having this experience. We can understand why that would be concerning. If you could, please email us at Sydney@anthem.com with your username and we would be glad to assist. Thank you. ~ Sydney ~",2022-04-12T13:11:53Z
Bailey Verona,2022-04-02 17:16:56,False,"I was on vacation in Florida and I had an infection. I scheduled a visit with a telehealth doctor and was prescribed antibiotics. The prescription was sent wrong, so I went to the pharmacy twice and they weren’t able to get ahold of my doctor. I had to spend over an hour to get in contact with anyone to send a new prescription over. This was over the span of two days and my infection worsened in that time. I may have to consider the ER. 

Only use this app for last resorts. This app is impossible to get the care you need.",1,LAST RESORT!,28979365.0,"Hello, thank you for sharing your experience with us. We can understand why that would be frustrating. If you could, please email us at Sydney@anthem.com with your username, the model of your iPhone, and your iOS version. We'll look into this further for you. Thank you. ~ Sydney",2022-04-05T15:27:45Z
Hating your App,2021-07-22 16:11:07,False,App would be great if it worked all the time. I can log in and it may or may not show my prescription information. Other times I can get claim information and other times it will not even log me in it tells me that they are sorry but there is a system error try again later. I have also been locked out of my account with a saved password so I know that I am not mistyping anything.,2,Works sometimes,24163287.0,"Hello, thank you for taking the time to share your experience with us. If you could, please email us at Sydney@anthem.com with your username and a brief description of what you faced. We would like to look into this further. Thank you. ~ Sydney ~",2021-07-27T18:24:51Z
harleyannL,2021-11-09 21:11:19,False,Is a great concept and what not but constantly freezes on my iPhone. I was trying to do virtual visit and it kept glitching and freezing. Also the first doctor I had was terrible and hung up on me.  Every time I try to access our after visit- it freezes. Frustrating. The second doctor was awesome but again froze while waiting.,3,Needs improvement,26303155.0,"Hello, thank you for taking the time to share your feedback with us. Knowing how our Members are using the application, and where you faced problems allows us to improve the experience for all. If you could, please email us at Sydney@anthem.com with your username and any error messages you have received. We would like to look into this further. Thank you. ~ Sydney ~",2021-11-16T15:19:23Z
Anya1279,2022-05-03 14:42:02,False,"I’m trying to discuss a claim with the customer service. When I click in the claim in the app, it does not show the entire claim number. It only shows a partial number followed by an ellipse. It also does not show the doctor’s name or the date of service in the app. I had to go to three different places in the app to find all this information. I was also unable to find a place to search for a doctor in network.",1,Hard to navigate and lacking info,29578206.0,"Hello, we're sorry to hear that you've been having this experience. We can understand why that would be frustrating. If you could, please email us at Sydney@anthem.com with your username and we would be glad to assist. Thank you. ~ Sydney ~",2022-05-05T15:51:34Z
CJ who dey,2022-02-09 11:27:08,False,"I love everything this app can do, but every few days it forgets that you authorized Touch ID and you have to redo it. Every time I go to the health dashboard to log activity the app locks up; have to shut it down and reopen. Any screen with articles, like the home page, takes a good ten seconds to load. Things like that make it a nuisance to use.",3,Great functions but glitchy,27975903.0,"Hello, thank you for taking the time to share your feedback with us. If you could please email us at Sydney@anthem.com with your username and a brief description of what you're experiencing. We would like to investigate this further. Thank you. ~ Sydney ~",2022-02-10T19:37:32Z
