isEdited,review,title,date,rating,userName,body,id,modified
False,"All the information I need right on my phone, always current and up to date. Great response time to on line chat questions.",Always up to date and has all the data I need to manage my account,2021-02-02 01:55:37,5,clnat,,,
False,"Two things that could use improvement:
1/ in account balances, make history available for viewing
2/ in claims management, it’s not clear how to make notes; there should be more filter options; there should be a way to do something with the filter results- share or save outside of the app",Almost There,2019-01-04 19:04:27,4,jenkins_girl,,,
False,"No FaceID. It shows it, but it never gets enabled.

You get an email saying there’s an update to an appeal or a claim, go into this app, no where to see that update. Just cryptic, utterly useless info about claims that often don’t even reflect the actual end state of a claim (sometimes UHC will process the same claim 3 different ways over weeks and months so via this app or even their web site it’s nearly impossible to figure anything out… best to just call them).",Utterly useless app,2022-02-06 18:21:46,1,sayvilleguy,,,
False,"Once I got an activity tracker that would sync with the app (a Garmin), it worked great ! It also took a minute to figure out how to navigate it, but again once I got the hang of it, I’m very pleased. Definitely would recommend this app !",Very Easy and Helpful,2020-11-10 00:50:35,5,GWB 55,,,
False,I have had UHC for 5 yrs through my employer so I have had this app for awhile and it gets better and better as well as easier to navigate. I highly recommend their tele med service quick and easy and doctor was super compassionate and thoughtful and thorough! 5 Stars,UHC App,2020-07-12 16:26:43,5,dwth05,,,
False,This App has been Amazing to keep track of all my medical claims. Very user friendly and a great way to know if you are truly being charged the correct out of pocket by your providers. It even notifies me when a new claim has been processed for me to review.,So Helpful,2020-07-09 10:21:38,5,ndbdhxvx,,,
False,"UX/UI Experience is really flawless, Access to important and uncluttered single pane information and links to everything I have needed to access within reach, built in GPS for finding in network providers and support links make the UHC App a win in my book. Well done UHC!",Great App Experience and Functionality,2019-03-04 12:53:57,5,Ahdsssvs,,,
False,"Hello all, 

This is one of the best health care apps I’ve encountered. One word to describe it. SIMPLE. Super simple to use. Everything is available at your fingertips. It is very user friendly.  10/10 would recommend not only getting the app but united healthcare as well.",The best,2020-07-28 22:22:16,5,jheo grimm,,,
False,"I’ve had two other health insurers in the past 10 years, both of which have made obtaining information on my coverage and claims next to impossible. UH provides timely information when and WHERE you need it.",Helpful information at your finger tips,2019-01-17 13:37:07,5,T13one12,,,
False,"Been using this to find a doctor. Searched by medical condition. It’s simply, flu/cold. The app shows pediatricians (I’m in my 30s and UHC obviously knows that) or doctors that either don’t exist or places that don’t even have any doctors. Walked 3 miles across manhattan from one to the next. Finally one office (where the doctor listed in the app only sees patio a up to age 25 even tho the app shows “sees anyone”) told me they have a doctor who can help me and is in my network. Weird how that doctor isn’t listed in the app. What a disappointment.",Shows doctors that don’t exist.,2019-10-22 15:24:38,1,Tom3891,,,
False,My interactions with UHC ios app has been flawless. I like the overall UI/UX flow and be able to find anything in few clicks. Being a software engineer myself I appreciate all the hard work that has been put into it . Keep up the good work.,Great app,2021-03-28 15:28:12,5,mr.amitkc,,,
False,I was happily surprised at how useful and user friendly this app is. It allows you to easily access you health and insurance info. It also makes it easy to look for providers.- Much easier than the website !,So useful!,2021-01-09 23:16:33,5,Brydyl,,,
False,I recently downloaded the app to sync my Fitbit to get rewards credit.  Thanks to a very patient worker when I called my steps information now goes directly to United Healthcare for my rewards.  I look forward to using the other features this app provides.,New to the app but pleased so far,2021-02-15 18:01:17,4,NotComputerSavy,,,
False,"I have logged into the chat feature multiple times. I spent an entire day being told they were closed, assuming they were having tech issues. I’ve spent another day trying to log in and talk to someone, only to be kicked out because “all agents are busy” when I get to the front of the line. I hate that my work switched us to United because trying to get information through this app is stupid.",Impossible to talk to someone,2021-02-10 16:52:18,1,Danielle1994cheer,,,
False,I used the virtual visit for the first time today. I  have asthma and was short of breath. A doctor called me within 10 minutes. He heard me out and diagnosed me soon after.  He sent a prescription to my pharmacy and that was all.  Very convenient and it was free for me.,Maria,2021-06-21 22:02:34,5,Langy90,,,
False,"I like it because it’s simple, you can find what you are looking for fast. Even set the virtual appointments, look for care, even your card is right there front and back. I recommend it a lot.",About this app,2021-06-15 20:05:01,5,Cepsi2,,,
False,Considering all that I went through to find United Healthcare I love this company and I love this app and I’m very hard to please. I spent weeks even months going over many many things and overall I made the right choice I am firmly convinced sincerely Tom Miles,UBH,2021-02-17 01:53:04,5,Tomaskilometer,,,
False,"This app has all the info needed to track dr visits, prescriptions etc. Even assists to find a doctor in network. I come from BCBS and, in my opinion, UHC is the best health coverage and app out there. I love having my info - and my insurance card-that I am constantly forgetting - at my fingertips!!",Wow!!,2020-10-13 11:56:25,5,RMRichest,,,
False,I love being able to talk to someone while I’m at the doctor’s office. I can check on coverage right there. I can see all my claims in an instant. The layout is easy. I don’t have to through a bunch of redundant clicks to get what I want.,So easy,2021-04-05 15:42:30,5,guuyguyguyguygyu,,,
False,Overall this a very good app. It provides all the most current information you could want. My only issue is as a iPhone user this app doesn’t sync with the health app on my phone. Having that ability would certainly be welcome.,Good app just missing one thing.,2021-05-15 13:43:40,4,rdimcneal,,,
False,"Easy menu’s simple questions, great for a great coverage companies. As for the tech side great layout. 
One thing I wish I could do (which I don’t know the complexities of) is add my health care card to my wallet. AAA can and it would be awesome to use my cars here. Anyways, great app thanks for making it easy.",No complaints!,2019-01-09 06:08:20,5,Jlow650,,,
False,"I've been using it since around July of this year, and I don't have any complaints in terms of functionality. But it would be nice to be able to add my ID card to the Wallet app for easy, quick access. I was surprised that it didn't already have this integration...",Please add Apple Wallet support,2020-09-16 05:27:19,4,varfed,,,
False,"This is a great app overall for summary of claims and benefits. You can easily find doctors in your network and the average cost, but k just wish they would make an option to book appointments within the app as well.",No option to schedule appointments within the app,2022-03-11 15:40:22,4,Manuela Fernandes,,,
False,"UHC has transformed into a very user friendly enterprise that has made a focused effort to incentivize their customers to enhance their personal wellness. 

This application is an excellent manifestation of of UHC’s mission. The app is clean , very easy to use and useful. I highly recommend it.",Incentive driven and easy to use,2020-10-24 23:38:45,5,jtmd,,,
False,"I’d like to see a link to the EOB with the original claim info on the same page.  It needs to be more intuitive.  Think about what a patient is really after:  You’re waiting for the claim to get processed and show up on the app.  Then, you want to find the EOB, so you can submit it to UHC for a flexibel spending account reimbursement.  Also, it would be better if you could do all that just by using the app.",EOB,2022-02-06 16:14:04,2,OMDG!,,,
False,"While in the ambulance after being stabilized, used fingerprint to log in to search for my plans in network hospitals in NC (where I was far away from home) to direct ambulance staff where to take me. So easy to use! Tracks all medical related activities!",Best quick access - Amazing,2020-03-03 20:34:47,5,very happy new member,,,
False,"Every time I’m not feeling good, my wife expects me to go to the Dr. Now I have a way. It is very easy without leaving work or sitting in a Dr’s office.
Used this twice and both DRs were professional and were able to diagnose the problem and get me the proper medicine to resolve the issue.
Now my wife can’t tell me that I never go to the Dr.",Perfect for those that “don’t go to Dr”,2020-04-24 21:14:20,4,JC Vet,,,
False,This app doesn't support that plan. So why don't you develop an app for those plans? Humana has those apps that support all plans and the Humana Pharmacy app as well. I switched from Humana because your network is supposed to be better. Did I make a mistake?,AARP United Health Medical Advantage HMO,2021-12-12 20:27:40,5,Roberto826,,,
False,"The Mobile App is easy to use layout is clear placement is good. I’m able to easily find what I’m looking for it’s convenient to use if your on the go if you don’t t already have the app Download it, it’s free you won’t regret it.",Love 💕,2020-09-22 23:49:01,5,Shawty,,,
False,"Why even have providers listed on the app if their information isn’t going to be accurate and up to date? Addresses of facilities are wrong, specialties and services are wrong, and I just spent an hour calling doctors that are labeled as accepting new patients but tell me over the phone they’re all full. If I have to call member services anyway in the end why should I even use the app?",Bad info,2021-09-27 17:00:49,2,ajfred17,,,
False,"I am not able to link my iPhone heart app to the unh app to record my steps since February. I did get 10 of over 7,500 + steps and $10. But it stopped picking it up in March. I called health & wellness many times but problem not fixed. The app needs to be fixed. I took it out and put it back on my phone a few times. When I try to go to tracker it won’t load just spins. Please help",Steps,2021-04-02 14:11:18,2,sistermidnight,,,
False,I give this app a five stars because I can always log in and pretty much find helpful information about my plan without any problems. I find it helpful and ease to use. I wouldn’t change anything about it.,L. Allen,2020-09-07 09:25:56,5,Big Judy 67,,,
False,So far so good! It’s very helpful as this is my first time having united health care. It’s been great finding doctors within network and to me that’s awesome. I can see things very clearly and have a better understanding of how they break down the claims as well. Very happy so far about this app!,Great app,2019-12-19 15:47:53,5,mamashark123,,,
False,"I’ve always hated the idea of insurance with all of the confusing paperwork, cards and figuring out how to access my benefits. This app puts it all in one place, and now it is with me wherever I go. No fear of accidentally going to an out-of-network office, and now I can talk to a nurse in the same app. Great work.",I’m a millennial,2019-01-03 00:19:28,5,Neon Tree Hugger,,,
False,"The home page has all I need. I use the app to check up on things then refer to a computer for larger feats. If there is a non-emergency issue, medical or not, the app easily directs me. Please note that I am single and am not aware of any differences that may exist with family or dependent plans.",Less is More,2018-12-29 15:21:57,5,ArchShepp,,,
False,I am able to view everything relating to my health insurance in one place. I just did a virtual doctor visit and the refilled my prescription until I can get in to see my family doctor.,App is super convenient,2020-11-24 14:41:59,5,The_lady_skywalker,,,
False,The app is wonderful and includes everything I want out of a healthcare app. However sometimes it’s difficult to just get straight to the point. When all I want is the general cost I should expect from a visit it can be tricky to generate this information in an easy/quick fashion,Stelar functionality slightly overwhelming,2018-09-15 18:34:06,4,Goldenspetz,,,
False,"I’m assuming most of these 5 star reviews are fake. This app is extremely buggy. The option to bill pay worked once and has never worked since. The menu options are extremely limited compared to website use. Navigation is poorly designed and not well thought out. And on top of the general usage issues, the app is slow. Not worth using except to populate your insurance card.",Not a good app,2021-03-08 14:33:04,1,SolitairePlay811,,,
False,"I had an issue with my prescription (was on the pharmacy’s end not United’s I found out) and it was super easy to contact them by requesting a call through the app! They called right away, and we able to fix the issue!",Very responsive,2020-01-07 22:22:59,5,kbrdthenerd,,,
False,"App is easy to see all pertinent information in a simple to navigate app. 
Paying bills is convenient right from the app. 
Tracking your deductible is very helpful & easy to read.",Easy & convenient,2021-05-27 16:43:35,5,Manymanes,,,
False,This app has been really handy to quickly look up the status of claims submitted and to just keep me posted on general billing. I happy to not have to search all over for information.,Useful app,2021-05-11 14:12:13,5,joydka,,,
False,I lost all of my insurance information when I moved and on this app it had literally everything I needed! Especially a virtual insurance card which is what I desperately needed before I went to the doctor.,Saved my life!,2021-01-24 16:55:34,5,Nanie0314,,,
False,This app is very user friendly. You can check to see what they’ve paid and what you might still owe. And also keep tabs on you Flexible spending account or HSA balance.,Easy to navigate,2020-09-11 13:20:43,5,Janeen 🙋‍♀️,,,
False,"So far, it is extremely easy to find professionals in my area. The app is simple and works for everyone, I’m able to find what I need and based on quality, costs, and service to patient.",Easy!,2020-07-20 10:22:38,5,Prez19,,,
False,This app is outstanding.  Used Teladoc for the first time this morning and was able to been seen virtually and get my prescription sent to my local pharmacy without leaving my living room.  The app is easy to use and is the best healthcare app in my experience.  Great job UHC!,Teladoc and Prescriptions User,2019-12-14 14:46:16,5,Mr. GS FL,,,
False,App is really user friendly.  The call back features are real time which means you’ll get a call at the time you ask for.  Any app developer should take notes from this so their apps can be this user friendly.,Super User Friendly,2019-07-15 10:48:42,5,Arossi46,,,
False,"Coming from someone with a crazy schedule, the ease and usability of this app is so great! Helped me find a primary care doctor in minutes without having to do my own research because all the info I needed to know was right there!",Extremely helpful!,2019-02-06 05:09:45,5,AlexandraReed,,,
False,All the info is well laid out - including a copy or insurance card. So much easier to find in network providers this way- also super easy to get on with a Teledoc through the app. Love it!!,So convenient so easy to use,2020-11-03 15:55:20,5,heyyyyooooooo,,,
False,I love the feature that lets me have my card electronically both front and back. I can also sent it as an e-mail to my provider. Really came in handy when I lost my wallet.,Insurance Card Feature,2020-09-06 20:23:40,5,BA BARN BABE,,,
False,I’ve found all my doctors through this app. We move frequently do to my husbands job and this has been a lifesaver. I’ve also done a couple of virtual visits during quarantine and they’re amazing. I absolutely love this app!!!,The Best!!,2020-06-11 12:08:47,5,aedwards778,,,
False,"No more waiting on the phone for hours to be told inconsistent or confusing information about your health insurnace claims, copays or deductibles. All of it is at the tip of your fingertips in a well thought out, user friendly platform - the myUHC app. 
If you have UHC, get this app. If you don’t, get UHC. 😝",UHC is the leader of modernizing healthcare insurnace !,2019-05-31 14:42:26,5,EmilyHelling,,,
False,"It took me 3 minutes to get all set up. All I had to do to start an account was scan the barcode on my card and voila! All of my info populated. I’m the worst for losing cards and this app, I can already tell, is going to be a life saver!",Set up alone makes this app brilliant!,2019-02-28 17:47:38,5,sparkle77,,,
False,"It is a really great app and is simply really  to use. 
It has all information I need for my insurance. It allows me to review my benefits and search for doctors. 
I’m able to submit claims and check on the claims. If there’s ever a questions I have, i can chat with a representative who are very helpful.",Great app,2019-02-01 19:03:18,5,Anonymous application review,,,
False,Easy to navigate and read everything clearly. So glad this took less than 20 minutes to talk to a friendly health professional (:,Very clean layout,2021-06-04 20:08:55,5,TehThinkr,,,
False,I hate the way I have to login time after time after time.  I just want to get access to my card.  Can’t put the card in my Apple wallet.  Why is this?  Seems like every time I want to use this app to get to my card I have to reset my password and I have an iPhone X which has face recognition.  I love sitting in the doctors office asking them for a piece of paper and for their Wi-Fi password so I can logon and get access to the card.,Terrible,2018-12-24 17:08:34,2,Jackson Roykirk,"We are sorry to hear about your experience. You can enable the ""Offline ID Card"" feature in the app settings, meaning you can access it even when you are not able to log into the app.",6579759.0,2018-12-27T19:49:05Z
False,"This is one of the extremely helpful apps to have! I can show my ID card anytime, when I’m out and about, even without my physical card. I can do virtual visits WHEREVER I am. I can check claims, etc. I love this app!",Extremely helpful app!,2021-05-19 16:12:01,5,LeethaDee,,,
False,This app has helped me to actually use my doctor. I always put my health care on the back burner. This app puts everything in one place and gives me instant access to a doctor 24/7,Life-changing,2020-07-21 18:15:25,5,Bee&Mee,,,
False,The UHC app seems to have everything I have needed so far. It has a very user friendly interface. I especially like how it keeps all my claims in order. Also has been great in locating me to the in-network labs.,Great app,2020-07-17 10:43:51,5,Madfrog_44,,,
False,"Super convenient! If only they could figure out a way to include the ratings for clinics/ urgent care facilities, it would help out tremendously in making a good decision on which location to visit. Or the ability to see comments of previous patients.",Super convenient!,2018-08-30 20:37:02,5,WalterJoels,,,
False,Tons of information set up an easy and logical way to find it. Infinitely superior to the previous version!,Huge Improvement over previous version!,2021-04-05 10:26:39,5,59LPStandard,,,
False,I love that I’m able to see which providers are In Network; able to pay my claims & see my deductible/Out of Pocket; see my EOBs and have virtual visits all in one place. Really makes having insurance “simply”.,Best Access to your Insurance,2021-02-01 15:48:49,5,Mik K.,,,
False,"This is the best health insurer app out there - the cost estimator tools are incredibly helpful.  The app links to my HSA which makes life a breeze, and the bill pay function makes it so easy to pay my providers.",Impressive,2020-09-12 17:16:43,5,blonde2pdx,,,
False,"Because we are a family of 6, everyone’s name does not fit on a card. We have to have receive 2 cards with a child on the second card. The card on the app is missing that child’s name. They either need to find a way to add everyone or add that second card to the app.","Great App, one issue",2019-01-04 22:03:45,4,Fairwarning,,,
False,Very easy to use app. Very intuitive and glitch free. Loads quickly and has simple navigation features. Highly recommend. Software engineers that built this app are geniuses.,Easy intuitive,2020-12-19 03:47:07,5,ryderz4,,,
False,This app is very straightforward and helpful. I do wish they would update their providers more often so that when you are looking for doctors you don’t end up reaching out to a bunch of people who no longer take your insurance.,Pretty helpful,2022-02-23 18:19:39,4,SweeteaC,,,
False,Since the last update I have been unable to track my steps every day for the whole month. Even though I have made my 7500 steps each day for 10 days I still want to track my steps for the whole month. I now I am unable to do that. There’s no way for me to track the number of steps per month or per year with this new update.,Unable to track steps every day of the month,2022-02-11 17:46:22,1,mulinj,,,
False,n Easy to complete my searches and ability to obtain information in quick and informative process.,Easy to navigate. Great features and quick.,2020-09-09 15:59:46,5,bakatya2,,,
False,This is an extremely convenient app with everything at my fingertips when I need it without having to go through a lot of trouble to find the basics for any question or help I need.,Extremely Convenient,2020-01-20 19:55:34,5,Kansas57,,,
False,Adding some new features but it’s great already. So easy to find care around current location as well as access to your UHC account and card. Had to email my card info to office and it sent within a minute. Excellent app.,Great to use,2018-05-23 20:24:00,5,cschoon13,,,
False,"The app was working fine one day and then now it won’t let me log on and claims there is an eligibility error, but all my information hasn’t changed. I’ve deleted and updated the version with no success.  I called and was transferred around to several departments for 45 min and NO ONE could help. They said to go online.... isn’t that the purpose of the app is so I won’t have to do that. Feeling frustrated and annoyed",This app won’t launch and customer service is no help,2019-11-01 20:15:53,1,Zzzzzzzzzzzzzz........zzzzzzz,"Hello! 

We value your feedback and are sorry to hear about your experience. Please reach out to us at uhcmobile@uhc.com so we can better assist you.",11645240.0,2019-11-04T16:41:34Z
False,"I cannot believe UHC cannot hire better mobile app developers.  The UI/UX is horrible for this app.  It does not work with iPad, as the display will not shift to landscape.  It is not compatible with password vaults (i.e. LastPass) for convenient log in.  The dashboard is really just a navigation menu to other functionality. The dashboard for the original (competing?) Health4Me app had a truer dashboard - graphics, payment status, metrics, etc.

The information presented is useful but not organized.",Original Health4Me was better,2019-10-05 16:07:25,1,Plain-O-Texas,,,
False,"Many companies have developed apps that are useless. The consumer downloads the app, figures out it lacks anything worthwhile and/or has a terrible layout, and delete it. Not this one! I’m thrilled with this app and don’t go to the UHC website anymore.",It’s actually useful,2019-09-14 06:00:49,5,Amermex,,,
False,"Who records my health information, me or my doctor because none of it is here. How can I get it from my old plan?
Need to find out what my insurance covers and can’t get information. List of plans is extreme and I can’t find the one on my insurance card. 
Reluctant to see a doctor because I don’t want a huge bill for services not covered.
This is exhausting to navigate.. I will not repeat this insurance next cycle",Difficult to navigate,2022-04-07 12:51:28,1,Sunbeam reader,,,
False,"No other way to put it.. garbage.

The app is fully incapable of loading documents to submit a claim. Only gives a “sorry” pop up. The website won’t allow it either, the call center says use the app.  What a wonderfully designed way to avoid paying claims. 

Aside from that, the app while improved in recent months can use some re-work in stability and lag time when pulling resources.",Garbage,2022-03-16 12:01:08,1,Disappointment sadly,,,
False,User friendly and also very good set up. Updates itself very quickly and of any issues customer service is just a click away and a rep will help you with whatever you needed assistance with.,Great,2019-11-30 05:27:41,5,loucksy123,,,
True,"To update my prior review, the dev team got my situation taken care of and the app works really well. I appreciate the outstanding effort by the customer support team. The app itself is very flowing and user friendly, very up to date, and intuitive. Proud to be part of the UHC family.",Awesome App,2018-05-11 17:03:28,5,The Inglorious Great,Thank you for your feedback and we are sorry to hear about your experience. We have made a fix to resolve it but please email us at uhcmobile@uhc.com if the issue is not resolved for you and we will reach out to you.,3312633.0,2018-05-11T17:03:28Z
False,You guys have the absolute best plan on the market! I’ve told everybody I no about you guys. Thanks for making my life and sure the lives of millions better than it could’ve been!,United healthcare!,2022-03-24 01:17:44,5,heaven#66,,,
False,This app has been a God send when it comes to our kids and needing a doc on nights or weekends when something always seems to come up and the doctor office is closed.,Awesome,2021-06-20 23:56:02,5,trei t,,,
False,"On the Steps Rewards, the step tracker needs to stay up for the entire month, so even after achieving your 10 days of step goals, you can still track the rest of your days.",Rewards,2022-03-21 13:17:06,4,ken3275,,,
False,"This app is detailed and very easy to use. It has your medical card on file and all the ways to plan a visit, find pharmacy information and see how much a co-pay is. Love the app!",Easy to Use and Helpful!,2021-01-05 05:05:51,5,beoncuh,,,
False,This app makes it easy to access information about my healthcare plan. It was much easier for me to figure out than the average app.,Convenient and easy,2022-02-07 02:18:50,5,Rural Indiana Senior,,,
False,Great app! Just wish it would automatically check the box once I paid for a claim. Also the status of when the providers would be sending claim bill in the mail.,Very helpful,2022-03-06 21:10:08,4,Krystal1365,,,
False,"It works great for setting up appointments and finding local drs and paying balances. However, would realllllly like for them to make it so my medical card could be added to my Apple Wallet. Would definitely be helpful at times",Works great,2021-10-28 16:44:16,4,The real battousai,,,
False,Chat function connects you directly to a person and they have all you info on hand so it was very quick and easy.,Chat function is great,2021-04-29 19:24:32,5,Deshcol,,,
False,"Great app, let’s me easily find in net work providers, check my claims, my deductibles, everything! I recommend always calling to verify the status, but the United health care employees are always friendly and helpful anyways so I don’t mind calling!",Love this app!,2019-11-25 21:14:01,5,steelersgirl8793,,,
False,"App is well laid out but does not offer basic capabilities such as adding recommended services performed (such as getting your blood pressure checked). Instead, the app keeps these recommendations and therefore has incomplete information. 

Also, it’s 2020 and the app does not allow FaceID or two factor authentication. On that basis alone we can see that it lacks security.",Incomplete and insecure,2020-10-08 10:19:28,2,JRH Reviews,Hi! We value your feedback and are sorry to hear about your experience. Please reach out to us at uhcmobile@uhc.com so we can better assist you.,18430710.0,2020-10-12T14:44:46Z
False,I had the previous app for UHC but this is so much better. Being able to see what you should be doing for better health is nice. The suggestions and the ease of finding the information is awesome!,Love the improvements!,2019-11-17 17:50:26,5,Juls7694,,,
False,I never knew any aspect of the medical process could run so smoothly.  This app literally lowers my stress levels.  It brings practically instant updates and finding the right doctor has never been easier either.,Incredible,2019-04-01 12:02:26,5,Zoopha,,,
False,"Really nice app guys. But can you please add a Apple Wallet feature for our health insurance card? This was even if we’re somewhere and don’t have an internet connection we can easily still access it and show it? It’s a lot more simpler from a peace of mind stand point.

Thanks!",Please add feature to save to Apple Wallet,2019-06-10 03:58:45,4,MarcoDub,,,
False,"Nice to have all my health info in one place that is easy and saves all info.  Very easy to use and comes in very handy when providers are asking for history of visits, costs, and prescriptions.   Awesome to have if you travel!!! Get it!!",Convenient,2019-01-07 20:34:29,5,Tracydee,,,
False,Convenient and easy to use. Easy to learn and understand options available. FAQ’s good resource and customer service available if needed. Very friendly and helpful there.,Review,2021-01-12 17:31:33,5,sonofhallafamer,,,
False,"This is by far, the most useful app on my phone. Tracking claims, viewing FSA claims and payouts, finding in-network specialists, viewing contact info, saving favorite doctors, viewing service estimates based on my coverage, etc.",Well Designed and Useful,2020-05-14 03:25:22,5,starlightman,,,
False,It works great I just wish I could see what has been submitted for approval and the status of it and then I wouldn’t have to aggravate people. Lol and I wish there was a better search to look up procedures and my exact benefits for it.,It works,2020-09-29 22:35:14,4,ertyuiabbdj,,,
False,"Like that it has my card. Quick links to Doctors, Urgent Care abs can see past claims. Best part is I needed to call UHC so I hit the Question About My Account option,  input my phone number and they called me and already had my account t pulled up. Awesome!!!",Great App,2020-01-01 01:32:12,5,lmnop1/7,,,
False,Has everything you need to find services in your area. I like that it seemed more detailed that my PC when looking up medical needs. Also gave me a estimate on cost of procedure that was right on the money. No surprises.,Easy navigation,2018-11-17 19:20:03,5,KE#60,,,
False,"They sent me an email to download the app but I can never log in. I get “ login error”. I tried to create an account by scanning the back of my card and it says I already have an account so I try again, error. I can login perfectly on my PC for both my current and my old UHC coverages, using the same HealthSafe ID but the app always says “Login Error, try again later”. Deleting the worthless app and reclaiming the space on my device.",Always a Login Error,2019-07-11 06:59:49,1,MarjieA1,"Updated 7/12: An issue affecting account login has now been resolved. If you have any further trouble, please contact us at uhcmobile@uhc.com.",9637896.0,2019-07-12T21:51:39Z
False,This app makes doctor visits and just life in general a whole lot easier! I don’t have to call and be put on hold for long period of time for basic information! It’s all here and it’s all accurate!,Very Convenient,2018-09-13 14:13:50,5,filledwithzeal,,,
False,"This UHC app is really helpful to keep a tab on claims, expenses and linked HSA account balances. Also has access to medical provider directory which is really helpful along with Medical IDs. 

One App to everything medical related. Appreciated!",Great app for health and insurance management,2021-10-06 18:20:45,5,hds6825,,,
False,No complaints! Makes it easy for me to access my insurance card and be able to look up doctors and check prescriptions,Easy To use,2020-11-15 01:38:46,5,bstrand09,,,
False,"Ideally the app does what it’s designed to do, however, the fax option is no longer an option. Some doctor offices do not allow their email addresses to be used for the public to communicate with, therefore showing the card on the app is useless if the clinic needs to scan it in the patient’s chart. One of the options I loved about the old UHC app.",Eh..,2021-02-10 02:04:52,2,as_davis,,,
False,I’ve been putting off going to a doctor for over a decade because I was concerned about pricing and the lack of transparency for the services. This app blew my mind and will make me feel a fool if I wait any longer.,Took the fear out of going,2020-03-11 00:12:21,5,Jacks enraged liver,,,
False,"I have loved this app since the day I got it because of the ease of use. I just used the Talk with a Nurse feature for the first time and it was so helpful, I wish I could give it more than five stars!",Exceeds expectations I didn’t know I had,2019-04-24 03:55:49,5,LadyyPaige,,,
False,This is a nice app to look at and get the information about your provider and where u can get help. One thing that I would like is it shows you your bills and actually selects them as paid for u so that u can see where u r and even show payment plans.,Health,2020-02-13 17:05:07,4,bossmancrabby,,,
False,"Managing my health care claims has become my full time job. While this is a difficult time in my life, the UHC App has made it so much easier that I have less stress and frustration on a daily basis!",Finally a health care App that’s easy to set-up and use!!!,2019-01-23 18:09:26,5,Tracy from Colorado Springs,,,
False,This app is so easy and convenient to use. No hold or wait times. Especially for something as simple as getting a replacement ID card.,Fast & Easy,2021-01-12 17:59:29,5,CharlyCharmz,,,
False,"I’ve voiced before on these surveys that this platform is faulty. More times than not, the page to go to is blank and says try again or not available, try later and other nice notices that reveals no helpful resolutions.

The current home page takes you nowhere.

Do you read these reviews?  If so, let me know.",Plan review,2022-05-12 01:14:17,2,Lord'sown,,,
False,Have used UHC for many years and have been very happy with both products and services. Their app is set up well and easy to use. I'm a satisfied customer!,Satisfied Customer,2021-01-01 16:38:08,5,Ddm129,,,
False,"A good app. Lots of information available, but there’s always room for improvement. Be thing I’d like to see, is more information on claims. Should be a link to explain a claim in detail, especially when a claim is not paid.",A good app,2021-01-10 17:54:19,4,rich89441,,,
False,"I seriously love this app. It gives me all of my resources at my fingertips. It has made it so much easier to find providers, see their reviews, distance from me and so much more. Very convenient!",Love!,2020-12-28 17:21:41,5,Shemeka717,,,
False,App is very easy to use and find what you’re looking for. It’s also easy to understand. No more trying to figure out what a letter in the mail is trying to say!,Great app,2020-06-19 13:16:33,5,sangria2020,,,
False,"We use the UHC app on a regular to daily basis. The information provided is excellent. The tools provided are easy to navigate. They allow payment and notes to track my expense out of pocket. Overall, it is a great application from an excellent health provider.",UHC App,2020-03-04 23:01:06,5,Singin2Him,,,
False,"It’s a good effort but after multiple tries over several months, this app does not function correctly. It won’t show the deductible balance for my spouse, even though it can show all of her claims. Several other fails, but I am too frustrated to list them, as I now must go to my laptop to get this information I need. Whatever they paid to develop this app, they need to get a refund.",Tries but fails to do what it’s designed to do,2020-05-12 21:54:35,1,GrooveCurrent,Hi! We value your feedback and are sorry to hear about your experience. Please reach out to us at uhcmobile@uhc.com so we can better assist you.,15705177.0,2020-06-01T15:44:05Z
False,"Making healthcare and insurance intuitive, easy to use. The UH app has done the seemingly impossible. Everything you need is a click or swipe away. Nothing you don’t is there to clutter the experience.","Great, easy to use app.",2019-05-27 12:04:39,5,miseha,,,
False,"If I could rate zero stars, I would, because that’s precisely what I’ve gotten out of this app. It doesn’t offer any of the most useful information, and is practically useless for me. It doesn’t outline my coverage (summary of benefits), which should include vision, so I have no way to search for in-network vision providers at all. I’m now going to have to go to all of this area’s optometrist websites searching for which ones take this insurance. Ridiculous!",This app is crap,2019-11-09 22:36:37,1,djdir dos,"Hi! 

We value your feedback and are sorry to hear about your experience. Please reach out to us at uhcmobile@uhc.com so we can better assist you.",11779165.0,2019-11-11T15:18:01Z
False,The app is fine. It would be great if it had a function for you to make an appointment with the doctors directly with the app. That way the insurance will see it and you have access to it. It makes it easier than having to call and do everything manually.,Something added,2019-10-15 15:22:04,3,Raigefire,,,
False,I couldn’t be more at peace and thankful that I switched to UnitedHealthcare. Everything so far has been so smooth. The employees I’ve been involved with have been absolutely the best.,UnitedHealthcare,2022-04-16 12:02:54,5,Willidok,,,
False,"I love using this app to schedule my virtual appointments, to keep track of my deductible, and to keep track of my health expenses.

The app works great and every update makes it even better!",Reliable,2020-12-21 18:11:17,5,Jeffinner,,,
False,"This app is very useful , I could use all the health  benefits from this app very quickly , staffs are very responsive and helpful on giving an outstanding service on every health care matters.",This app is very useful,2020-05-11 04:31:59,5,Oh!ya oh!ya,,,
False,I absolutely love this app. It is spot on when it comes to my coverage for medical insurance. It shows my claims that have been processed and helps assist me in finding new physicians in the area. The app is user friendly and very convenient. Highly recommended!,Best APP,2019-12-05 12:34:47,5,Miss_Liss10,,,
