userName,rating,title,isEdited,date,review,id,body,modified
Jfwilliam,5,Great Job!,False,2021-11-05 01:56:09,"Definitely a better look and ease of navigation.  However, it seems to omit certain details listed in prior setup. Definitely a cleaner look.",26174953.0,"Glad to hear it's easy to navigate. I'm interested to hear more about the details you're missing? Would you be able to tell us more at vaflagshipmobile@va.gov? Screenshots would be great, also! Thanks for your feedback. ",2021-11-09T17:16:42Z
acaraiam,2,A waste,False,2022-01-19 07:26:53,"I can send messages to my doctors but there’s no way  to receive notifications of their responses-Just appointment reminders? I can see my appointments for the next year, but I can’t refill my umteen prescriptions,some that have to be ordered monthly??  with the most recent update, now I can delete drafts of my messages that I didn’t send.  Woopty doo.",,,
werkhack,5,Good to have,False,2021-10-13 16:19:58,I just set this app up and it makes it so much easier to get my information and to review everything!  Thanks to whoever was behind this!,,,
Drew USMC,1,One of the worst wed site ever,False,2021-12-17 20:10:41,"The triple layer security, makes it so hard for the user, but yet the VA still has breaches.  

Not user friendly, status update is a useful as tracking your US postal service mail, it just shows up 1 day. 
Requesting documents via mail, but can’t communicate on the site ?? It’s 2021, I inputted the documents but it’s still telling me to up load documents, but won’t tell me what documents it’s looking for.  

Try to apply for education that’s a nightmare as well just send from 1 link to the next without showing you the current status.  

Not sure if they don’t want people to use the site or people running it are just incompetent.",,,
kentrpr,4,Drug help needed,False,2022-02-05 15:38:12,I have been using the site for maintenance medications from my desktop but had to switch to the app due to an older computer that couldn’t log in. Is this a planned addition to the app? Would be great!,28072432.0,"Thanks for writing in! Yes, we are working on this feature and hope to have it out sometime in 2022. ",2022-02-16T00:24:59Z
Super7John,5,Decision Letters,False,2021-11-01 20:48:52,"It would be nice to have access to decision letters here.  Maybe some kind of encrypted download or something.  Other than that and the prescription refills, it is a very useful and helpful app.",26175207.0,"Hi Super7John! You should be able to access many types of letters and documents. From the homepage, the fourth block should say ""Letters"". If you tap that, you should see a list of the letters and documents to download. If you have trouble, please let us know at vaflagshipmobile@va.gov, and we might be able to help figure it out. I'm glad you reached out, thank you for your feedback!",2021-11-09T17:26:49Z
Katedinwi,4,Great start,False,2022-03-31 04:55:29,I read other comments mentioning prescriptions specifically and found a developer response from Nov 2021 stating it was being worked on. I have my fingers crossed this will soon be added.,,,
MissouriWhirlwind,5,VA online Review,False,2022-03-11 01:56:54,Used the available information and all worked quick and correctly.,,,
Jack Seal81,5,Amazing APP,False,2022-04-06 03:29:03,I really appreciate how convenient it is to contact my providers and have access to all my information.  I’m very fortunate to have the VA take care of all my care! #happyvet,,,
Aldine27,5,Access,False,2022-02-28 13:43:22,This app provides the access to all things ME. This is what I need. The multiple user names and passwords have diminished slightly thanks to this app. Keep evolving it.,,,
tommytlf,5,Great web site,False,2022-01-25 20:18:43,"Thank you for providing such a thorough, informative web page.

Easy to navigate and read.",28072588.0,Thank you for giving us this feedback. We're so glad the app is easy for you to use. ,2022-02-16T00:42:36Z
Trisha 555,5,Long time coming!!,False,2021-11-24 06:04:39,I say thank you.. Finally a simple way to handle a one stop shop application! Glad that it got done the right way.. Thank you..,26612226.0,"No, thank you! We really appreciate the positive feedback. I hope it continues to be useful to you, and we'll keep adding features that the Veterans want. ",2021-12-02T23:24:51Z
AkKnoT,5,Great app for VA enrolled patients,False,2022-03-01 12:00:19,This eliminates the need to use a PC.  You can access everything on this app as you could on a PC.  I recommend every veteran that is enrolled should use this app.,,,
Macho3505,5,Super tool for Veterans!,False,2021-12-31 01:56:38,"In an age where everyone has there phone with them, the new VA app really helps veterans that my not have instant access to a desktop computer.",27239473.0,That's what we were hoping for when we built it! Thank you so much. ,2022-01-04T20:55:58Z
Bigjim54,2,No face,False,2022-01-18 22:40:32,"The first day i used the app it would use face recognition now I have to sign in ever time it won’t take my DS login only my health vet. I removed it and reinstalled it no luck still won’t use face. I have to try and log on 2to3 times before it works. It needs bug fixes bad, I love the idea but it is very frustrating.",,,
modzmoses,5,Much needed,False,2021-11-05 14:28:43,This helps save alot of time signing in on pc nd assists me in keeping up to date aswell as informed on when appointment are upcoming nd the schedule aswell as I can see my doctors note and labs great application,26174925.0,That is great to hear! Thank you for letting us know. ,2021-11-09T17:15:39Z
jthesnipe999999999,5,Service is wonderful,False,2021-09-29 17:36:28,Is nice to have all of your information close to you when you need or want it,25482338.0,"Thank you! I'm glad it's working well for you.
",2021-10-04T13:48:55Z
Skirtlifta74,5,Services,False,2021-09-20 07:04:40,"Very helpful with accessing your information. But, sometimes hard to get connected.",25237380.0,I'm glad it's been helpful! We know that getting logged in can be bumpy. We're working hard to improve it. Thanks for your feedback and for using the app. ,2021-09-21T20:54:56Z
CC92545,5,It’s a little hard to navigate,False,2022-02-18 02:20:02,I do not like the fact that I have to always have a text sent to me to login,,,
cali3838#,4,Game changer,False,2022-05-07 21:06:54,"Having this app has helped immensely speed up and keep me posted on my claims. I’ve gotten claims done from start to finish in a month or so. Even sometimes faster. Thank you, Christopher Welander",,,
AAA figure this out,4,New feature,False,2022-03-05 21:11:59,This app is great and I love it very much however I would love to request the ability to check “payment history” and the possibility to add or remove dependents. Thank you.,,,
marc merc,5,VA app. A rising Star,False,2021-11-19 17:19:45,"Thanks guy for this app it really works well I was able to find a way to complement my recent visit to the eye doctor at the VA clinic hospital.

Appreciate your being there thank you so much.

Marc Mercury",26612325.0,Hi Marc! Thank you for these kind words. I love hearing how you used the app and that it was useful to you. It means a lot when people take the time to review us and give us feedback. ,2021-12-02T23:34:06Z
rsbrown1594,4,Works great except for appointments.,False,2022-02-07 12:08:15,"For some reason, appointments never work and an error page is all I get. App has been removed and reinstalled. I’m not sure what the issue is or how to fix it.",28072383.0,I'm sorry the app isn't working properly for you. Could you email us at vaflagshipmobile@va.gov with a screenshot so we can figure out what's going wrong?,2022-02-16T00:17:46Z
jeffavedisian,5,Great app,False,2021-09-27 08:39:13,Quick and easy way to check claim status.  Works great.  Would be nice if payment history could be added,,,
jdhak10,5,Timothy Vogel,False,2021-11-03 12:21:33,Dr Vogel has been my doc for several years. I have received the best care with him. He is very thorough and has addressed every concern that I’ve had. His staff is very professional. The VA in Colorado Springs is the best. Highest of praise. Thanks!!!,26175041.0,I am so glad you're having a positive experience at VA Colorado Springs. Thank you very much for your feedback. I hope the app continues to work well for you. ,2021-11-09T17:20:02Z
cab1364,2,Need to fix,False,2022-04-21 11:07:35,"The proof or service and verification letter never work. Just gives an error. Also gives a number to fix, that person redirects you to a different number. So end up on hold in 2 different areas. Fix problems and will change rating.",,,
PGW/GWT,4,VA apps,False,2021-12-19 16:16:56,"This app is much easier to use and log into then the current set up of my healthy vet. It could be much better if it combined the traits of several other VA apps into one… 
Great start keep striving for better!",27083914.0,We will keep striving! What features would you like us to add? Let us know at vaflagshipmobile@va.gov.,2021-12-27T18:55:28Z
Drazzminius,5,Very easy to use,False,2021-10-08 14:16:33,"The app is clean and pretty easy to use.  I’m new to the VA, so I still haven’t been able to use every aspect, but the appointment system is pretty good.",,,
Bull Wayne,5,Very easy,False,2022-04-28 19:23:16,"I use this app to schedule appointments, refill prescriptions, and communicate with my doctors. It’s easy to use, fast responses, and no waiting on hold.",,,
ID10T NATION_,5,VA web site,False,2022-02-06 18:10:55,"Excellent service, easy to navigate with lots of information to use or research. Highly recommend for veterans and caretaker.",28072390.0,Thank you for your five star review! The feedback means a lot to us. ,2022-02-16T00:18:10Z
Jovanyp85,1,Doesn’t work with apple,False,2022-04-06 15:51:39,It won’t let me sign in with safari it say it cannot connect to the server. Both I. The app and website this is horrible since most people have Apple products and all of my products in my home are apple. They should make this available to every Vet not just people with Chrome or Firefox!!!!!,,,
DancingA,1,Upload document,False,2022-03-02 21:26:04,Several unsuccessful attempts to simply upload a pdf into disability folder is extremely frustrating.  The file is not over size limit and will attempt to get service from phone contact due to this app being so difficult.  I consider myself a very adaptable user and this is not painless.,,,
Bzeman12,5,Outstanding,False,2022-01-04 22:58:42,Outstanding app for VA. Pleasantly surprised that this app is so functional. It has all you need. All the essential letters are available for printing. It is ebenefits in an app form. Outstanding job.,,,
Little to no improvement,5,Puts great info right at your fingertips!,False,2021-07-20 14:43:46,"Easy to use, quick to access, great info right at your fingertips, and looks great. Well done, VA. Thank you!",24074238.0,"Thank you! This makes me so happy to read, I really appreciate you taking the time to give us this feedback. Keep checking back, we're adding new features and improvements all the time. 

Best,
Leanna and the VA's mobile app team",2021-07-22T15:03:38Z
11bravoGrunt,5,Straight to the point!,False,2022-02-26 01:00:10,Straight to the point exactly what you need. Face recognition makes it only faster,,,
rjdhhi,5,Great APP!,False,2021-11-20 19:42:41,The app is so much easier than struggling through all the screens on a Mac or PC that you have to negotiate to get to VA Healthcare.  Be sure to use fingerprint security if you are using a tablet.,26612306.0,"Thank you, I'm so glad it's easier for you. The fingerprint or face ID security definitely makes it faster and easier, doesn't it? ",2021-12-02T23:31:59Z
jdhrhdhdhkaks,5,Great app,False,2022-04-22 13:17:24,I only wish I had this app earlier. What a great tool to have especially on my phone and the add on of adding appointments to my calendar.,,,
hutchyvet3,5,Better than I thought,False,2021-12-01 03:51:34,Really I was thinking oh great another .gov app! But this one is different! Easy to use and works well! I’m impressed!!,26612208.0,"Thank you for saying that! We're working hard to make the experience great for you, and we really appreciate the feedback. ",2021-12-02T23:22:12Z
Robunter,5,Fantastic alternative to the website,False,2021-12-09 02:56:58,Wish I would have known about this sooner!,,,
Agēnt 4orty-7even,1,Horrible,False,2022-05-17 12:47:07,"I don’t even know how y’all are logging on to this app. I logged in through my healthevet and it kept saying “Safari cannot open page because network connection was lost”. Like even all the negative reviews I’m seeing are reviews of the app, but I’m saying I can’t even get in to the app to even give my opinion.",,,
RFRRx,3,Vaccine records do not show up,False,2022-04-04 19:30:54,"I can easily see my vaccine records in myhealtevet. But this app does not pull them in at all on my phone. I am on iPhone 12, latest iOS 15.3.1, rebooted phone, reinstalled app, etc. Other functions seem to work okay.",,,
markrob105,5,Overall Experience,False,2021-09-27 11:40:01,"I have heard horror stories about the VA for years. I had never used it prior to this year because I always had insurance through work.

I have had nothing but excellent service with every discipline at both the Lakeland and Tampa VA facilities. Everyone has been courteous and professional and I have been able to get appointments in a timely manner.

Kudos!

Mark Robbins",,,
SUAVELL,5,Consistent,False,2022-01-29 02:16:22,I’m very pleased with this site because of it’s consistency of up to date facts without calling someone to get them. Great site!,28072547.0,Thanks for telling us that the app is working well for you. We really appreciate the positive feedback. ,2022-02-16T00:38:03Z
MAJ V,5,Great SITREP,False,2022-01-20 14:05:30,I frequently use this app to check the status of disability claims I filed. It’s an outstanding way to get an update without waiting on letters in the mail.,,,
Dlworthing,5,Doctor notes,False,2022-01-15 14:51:16,Where do you find doctor notes from appointments?,,,
Lords S,5,The app,False,2022-01-12 19:31:51,This app has made looking up my information and status very easy,,,
Bmbdout,3,VA app not working,False,2022-01-04 15:56:52,I downloaded the VA: Health and Benefits app on my iPad and my iPhone.  It works on the iPad but not the iPhone.  I contacted Apple Support and they told me the app was developed for the iPad but an app has not been developed for the iPhone yet. In the App Store it looks like it should work on either device.,,,
MSackett,5,Excellent,False,2021-09-21 14:27:54,Excellent beginning app for the VA.  It'll be even better if they get it to where we can request medication refills from the pharmacy on it.,,,
tuskahomaokey,5,Thanks,False,2022-03-08 01:01:43,This app is easier to use and much more user friendly!,,,
"Frost, L",1,Great app so I hope this gets seen,False,2022-05-24 14:33:03,The app works better than the website. You can't do anything on the actual website so I hope someone adds a function to start higher-level reviews in the app. I don't know why but the web site higher-level review doesn't work anymore.,,,
didntifnebtbf,5,Amazing!!,False,2022-01-27 23:33:43,So much better than the website and much easier to use!,28072552.0,Awesome! So glad the app is working well for you. ,2022-02-16T00:39:17Z
PPP possum,5,Handy,False,2022-01-17 21:23:06,Easier than website,27540651.0,Awesome! Thanks for the great rating and review. ,2022-01-19T16:29:49Z
Chet's Pest Control,5,Great job!,False,2021-11-12 21:55:57,The app is great. I hope it continues to grow to give us access to more things but we are off to a great start.,,,
boilerhoosier,5,MARTINSBURG/Hagerstown are excellent,False,2022-06-02 21:16:04,I continue to receive excellent care from both facilities.  Feel very fortunate;  as I have VA friends in other places are not as fortunate,,,
Trainingdayllc,5,Excellent Customer Service,False,2022-05-03 18:45:40,"Very easy to use app. Has all the info needed and guidance for any messages, appointments needed and more. Love the app",,,
Opa Norm,5,VA helps me…,False,2022-02-23 16:46:10,I am so fortunate to be receiving the care that I’m getting at the Saginaw VA and through the VA’s Community Care program. I hope all Veterans feel the same.,,,
rachelhill1929,5,User friendly,False,2022-04-01 15:44:59,This app is a great tool to use in lieu of the mobile website.,,,
DocMagi,1,Errors,False,2022-02-08 16:38:56,Sorry but most of the VA programs are lacking in use ability these days. It is easier to go to the website which these apps run from to get information than waste time with the apps. VA is getting worse and these apps don’t help. All I get is errors with the app which is a transmission error.,28072427.0,I'm sorry the app didn't work well for you. I'd like to know more about the errors you're getting so we can try to resolve them. Could you send us some more details at vaflagshipmobile@va.gov please? ,2022-02-16T00:24:27Z
RobMopar73,4,No Pharmacy,False,2022-05-26 01:25:24,"I downloaded this hoping there would be a pharmacy prescription refill option on here, but that isn’t the case.",,,
XrawrzX,5,Convenient,False,2022-01-02 21:38:45,"This App make it very easy to check on and keep track of your claims, Thank you.",27239447.0,That's awesome! Thanks for the rating and for the feedback. ,2022-01-04T20:53:58Z
uno1439,1,Terrible app,False,2022-01-18 17:28:27,"This app is just as bad as the site it self!! Every time i go to check my rating the app is always down or having issues....whats the point of having it? And not only that, you still have to go to the website for certain things this app is useless/pointless smmfh",,,
LCThinks,3,It’s Great When it Works,False,2021-12-14 20:36:00,Like the title says - when the app is working it’s useful and has good info. But lately the app stopped working and I can never get logged in. Better to use a computer at this point.,,,
Das_Shelly,1,Wont work,False,2022-04-01 01:38:32,"I was very excited to see this app. I cannot get it to go past the initial sign in screen. I keep getting a message saying the server has been lost. I have deleted and re downloaded and have used multiple versions (15,16,17). Has happened with all 3. I don’t know who to contact for support either.",,,
S1derling,1,Current Status,False,2022-03-08 02:08:20,The current status never shows up until after a decision is made. The app is intended to keep track of your claim as it moves through the never ending system. You have as many questions after looking at the app and end up calling the VA anyway.,,,
OmarEsca,5,VA APP,False,2022-02-02 13:07:51,This is excellent App for all Veterans you don't have to do anything to find out your VA related matters it's all in here. Whoever thought of this App my hat off Bravo Zulu... Keep safe,28072479.0,Hooray for a five star review! Thanks for writing in with this feedback. It means a lot to us. ,2022-02-16T00:29:58Z
Brad 1947,1,Help the Vets,False,2021-10-08 23:33:59,"So confusing for veterans who are not computer savvy. Make it easy not difficult for worker it’s easy but not for elderly vets. By doing this many veterans will just give up and willl not continue to get claims for service connected defects. Is this why the VA is doing this? We did our duty in defending our county but now 
we get so much draw back but WHY?",,,
silentchai,3,App has flaws,False,2022-02-03 16:26:58,When app works it is great to connect with VA.  Lately app has continuously not been able to connect fully to allow contact to VA in easy manner without phone calls :(,28072474.0,"Thank you for writing in. We're sorry that the app isn't working consistently. We're aware of the issue and we're working hard to fix it. In the meantime, it seems to be working better Tuesdays-Fridays. 
",2022-02-16T00:29:18Z
Chiefknothead,5,The app is easy to use,False,2022-02-14 14:35:24,I have had no problems with this app it is easy to use,28072338.0,Great to hear it! Thanks for the feedback. ,2022-02-16T00:14:13Z
bcdsfjius. nmktr Adv b,5,Excellent apps,False,2021-10-22 00:30:07,These apps are amazing!!! I have several VA appointments monthly and get everything from custom orthotics to medicine and it’s wonderful and easy!!,26175237.0,"Thank you! It's great to hear that it's wonderful and easy, that's definitely our goal!",2021-11-09T17:28:07Z
Darksoldier59,3,Finally,False,2021-11-19 19:35:12,Something that was definitely needed. I need developer needs to fix an issue when using the add to calendar function (appointment) as this crashes the app.,26612316.0,"Thanks for telling us this! Another person reported this, also. I've passed it along to our developers who will take a look and get it fixed. I am glad that overall the app has been positive for you, and I really appreciate you taking the time to give us feedback. ",2021-12-02T23:33:18Z
Toyotatrukin,5,Review,False,2022-02-13 17:05:52,"Overall very impressed with the app, quite easy to navigate and informative",28072358.0,Great to hear! Thanks for taking the time to write a review. ,2022-02-16T00:16:00Z
Jimbax67,5,VA Support,False,2022-03-11 01:54:29,"With appointments, this is great!  So much easier to search the web site to review appointments or send messages.  Exactly perfect!",,,
Z32RBSouza,2,3 star,False,2021-12-16 01:47:58,Would be nice to use the app without getting this message all the time “The app isn't working right now. We're sorry. Something went wrong on our end. Please refresh this screen or try again later.”,,,
Do-wopwop,3,"GOOD, but could be better",False,2022-01-02 19:20:01,"It’s handy, I will give it that. Biometrics doesn’t work, nor is there an option to use biometrics to sign in, even if you have the option enabled.",27239467.0,"Interesting! That shouldn't be happening. Sorry about that. Could you delete and re-download the app? If that doesn't fix it, could you email us at vaflagshipmobile@va.gov? We might be able to figure out what's going on. ",2022-01-04T20:55:33Z
Luvnichole,5,Easy to use,False,2022-01-27 20:54:53,Very easy to navigate through,28072558.0,Yes! Our goal is to make it extremely easy to use. Thanks for letting us know we're on the right track. ,2022-02-16T00:40:03Z
SwagmasterQ,3,Account,False,2022-01-12 18:59:49,"I have a premium account but it doesn’t register that I have one on the mobile App, just the online web version on the laptop.",,,
TyLu BeatZ,1,Can’t Log in,False,2022-03-10 00:20:36,“Safari cannot open page” is all I see every time I try to login. I see other reviews that say the same so I know this is a problem that needs to be fixed. Was looking forward to using this app but I’m not sure I will ever be able to.,,,
Aggravated Vet,1,Sorry sorry sorry app,False,2022-02-15 20:23:07,"You have to be joking with this app. It is the stupidest app to try and use. You can’t easy info at all. Not user friendly neither. 
Rework so you can find info easily don’t have time sit her hour to find what I need. 
Write a friendly app for goodness sake. Is that too much to ask.",,,
Please read mojang,5,This amazing is easy and amazing!,False,2021-11-12 18:52:47,This a great app to access info quickly and manage your appointments.,,,
silentillumination,5,"Very easy to use; which is refreshing, thank you!",False,2022-05-10 23:37:42,🙏,,,
jaman38138,5,Amazing app,False,2021-11-06 16:04:24,This app works amazing I now have access to all of my information so easily now !!!,26174919.0,"I am so glad to hear that! Thanks for your feedback, it means a lot. ",2021-11-09T17:15:24Z
genesis051961,1,Doesn’t Work,False,2022-03-13 14:53:43,"This app used to work. Now I can no longer even login with the DS Logon. My login is good when I go directly to the website but no longer accepted via the app. Even established a new password on the website, deleted and reinstalled the app and the app still rejects my password.",,,
timahh007,1,Skip,False,2022-03-12 02:44:49,"I do not see the difference between this and the website. 
It brings you to the website, where you then have to click on a few links before you can login. 
 Quicker to just go to website directly.",,,
rdc21534,5,I love this app!!,False,2022-05-14 12:27:39,It’s so easy to refill meds and get messages to my doctor!! Thank you!!,,,
CJ_Guzman,4,Very good,False,2021-08-06 14:39:08,"I like this app a lot, super clean and easy to navigate through. Way better than going on my laptop all the time.",24431740.0,"Thank you for the feedback! I'm glad you like the app. Keep coming back, it's getting better all the time. 
",2021-08-10T18:54:33Z
toxic employee,5,Convenient,False,2022-05-20 19:18:27,App makes it very easy to stay on top of your claims,,,
djmmach1,2,Website crashing or unavailable,False,2022-04-03 04:21:03,Multiple times received that the website was unavailable. Sometimes several days in a row. Tonight was great access.,,,
gklutts,5,Howard Sp. 4,False,2022-02-18 14:15:26,I just downloaded the app. All of my info was added once I logged in. This app is awesome!! Glad to have it.,,,
MeMe3650,5,Awesome,False,2022-03-31 13:37:57,Easy to navigate and user friendly,,,
yhaghsjh,5,Finally,False,2021-12-18 04:54:56,We moving up in the world,27083920.0,Heck yeah we are! Thanks for the five star review. ,2021-12-27T18:55:43Z
UmassSpot,5,Hey Great and Easy,False,2021-11-17 00:23:54,"Great site, brings just about EVERYTHING we may, might or could use together on ONE, yes 1 site. Tour and become familiar.",,,
Pans on,5,Easygoing,False,2021-11-01 23:55:33,I am a fan of this app. Takes some getting used to. But very useful tool.,26175140.0,Thank you for giving us this feedback! I'm glad it's useful for you. ,2021-11-09T17:23:30Z
SarahESeguinot,5,Great!!,False,2022-02-15 01:59:43,So much easier to view claims than the website!!!,,,
Mungred,5,App works well,False,2022-01-27 21:04:10,I use the app and can sign in quickly.,28072556.0,Excellent to hear that the sign in is fast and that the app is useful. Thanks for letting us know. ,2022-02-16T00:39:36Z
winterranger93,5,Dreams do come true,False,2022-01-26 18:07:17,I’ve wondered for years why the VA didn’t automate records.  About time and we’ll done!,28072561.0,Thank you for the five star rating!,2022-02-16T00:40:21Z
Get-up,5,Convenient.,False,2022-01-13 16:31:07,The app is very handy and allows me to review my upcoming appointments and keeps me on track.,,,
The castrator,5,Great app,False,2022-01-12 21:51:44,"This app is honestly wonderful, and so far pretty well built. Which, by government website standards, is a god tier achievement.",,,
steve brenner,5,Veterans Hospital Dallas Texas,False,2022-05-16 14:30:23,"Thanks to the Veteran staff. 
They keep me alive with all their professional Staff!

The latest and best equipment and medical knowledge. 

Better than if I had the money to pay for my health care myself!

Best thing I ever did was to join the Navy at 18 years of age and out of high school. 

No idea of what to do for my life work. 

Thanks to G-D!",,,
Jay Paylor,1,App doesn’t work,False,2022-01-05 15:03:41,"Whenever I’ve tried to view my appointments I get an error message. Called helpdesk and they gave no solution. I have to use my browser to see my appointments, which makes this app useless! Deleted and reinstalled and still no fix!",,,
Bigdaddy2093,1,Terrible App,False,2021-12-03 15:00:06,"The app, however nice in concept, performs terrible. Often freezes or redirects you to a page that doesn’t load. Save yourself the time and frustration just use the website.  If you can get it to work, it will not save your login.",26838029.0,I'm so sorry to hear this. I'd like to hear more about what's freezing or not loading so we can fix it. Could you reach out to us at vaflagshipmobile@va.gov?,2021-12-15T01:53:23Z
SixMind,5,Easy access to your account,False,2022-04-14 00:40:48,That’s what she said.,,,
Terrasumma,5,Easy Use Website,False,2021-11-09 00:23:13,Most informative VA site on the internet.,26612350.0,Excellent to hear! Thanks for this feedback. ,2021-12-02T23:36:59Z
Barryjenkins,5,Service,False,2022-03-24 03:00:21,A great site.  Useful info and easy to navigate,,,
BS@VA,1,My health ever,False,2021-10-05 19:37:36,"I realize the VA is understaffed, I also realize at best we’re looking at 25% clinic capacity. But with all the people working from home it seems to me that at the very least I could get a response and a phone call to make an appointment if I’m sick and it’s not Covid. Sending me to urgent care is dangerous and unnecessary.",,,
Psycho Dru,5,VA / Military / USA,False,2022-01-07 17:38:19,The best decision I’ve ever made in my life was joining the military. I served in the Coast Guard. I recommend everyone join the military. God bless America God bless the VA. Thank you for helping Americans.,,,
dotbrook,2,Problems continue with login.,False,2022-01-25 16:33:53,"Almost every time a login was attempted, there was an error. Connectivity was lost and unable to continue login. After numerous attempts login was completed.",28072580.0,"We are very sorry the app isn't working well for you. We are having some connectivity issues which might be affecting your experience. We are working hard to fix it, but in the meantime the app seems to be working much better Tuesday - Friday.
",2022-02-16T00:42:15Z
emm_emm_two_gee,5,Easy,False,2021-12-31 02:30:31,This app is better than the online version. Thank y’all for this🙏🏽. Hooyah!!!,27239471.0,"Awesome, so glad you like it!",2022-01-04T20:55:42Z
SGT Cheezy,5,VA,False,2021-12-09 02:30:27,VA has really stepped up their game with this app. Easy to use and navigate. Thank you to the person or persons who developed it!!!,,,
Capt Silver's pizza lover,5,Love this VA app,False,2022-04-23 04:57:09,"Everything I need at my fingertips, thank you for having this.",,,
JohnnyP702,5,Quick an to the point,False,2021-11-23 16:12:17,Everything you need is at your fingertips. Great gob VA!,26612247.0,Thank you for saying this! Everything you need at your fingertips is exactly what we wanted to do. ,2021-12-02T23:27:00Z
ROCKETREX1,5,Fantastic app!,False,2022-03-22 22:32:18,Very user friendly app!  Thank you to whoever it was at the VA that designed it!,,,
ckwoody,3,Payment Info m,False,2021-10-12 15:56:58,"Would be great if you added payment information and prescription refill tabs. 

Thank you. 

Claims info is great though!",,,
jfnrp129503?!:,5,Seems much better so far,False,2022-03-20 16:03:00,A+,,,
benito 1990,5,Villa,False,2022-03-02 21:21:19,Finally an easy to use app to keep track of my claims,,,
Anothervietguy,5,Very good app,False,2021-09-23 23:49:20,"I like this new app a lot. It allows me to keep track of the status of the disability compensation, healthcare appointment and generate VA letters.",,,
Kikymy21,1,Who developed?,False,2022-02-09 21:44:10,Who actually made this app? Gives the option to use fingerprint to securely sign in but then redirects you to 20 different places to then tell you that it lost connection to the network. Delete this till you get it right.,28072421.0,"Thanks for giving us this feedback. We know that the login experience is still pretty bumpy and sometimes drops the connection and we are sorry. We're working hard on fixing it, but in the meantime, if you can try doing it Tues-Friday and you'll probably have more luck. After you're able to get through the first time, you can use your fingerprint for the next 45 days so hopefully that will make it go more smoothly. ",2022-02-16T00:23:32Z
Falcon179075,1,Horrible App!,False,2021-11-01 22:05:02,Works when it wants to. Seems sensitive to conditions and configurations online. Have tried to log in and it just won’t . Like everything in the VA lacks quality for veterans. Have a snap shot that I wish to upload but don’t see how here!,26175161.0,"Hello, Falcon179075. Thank you for giving us this feedback! I am so sorry the app isn't working well for you. If you reach out to us at vaflagshipapp@va.gov, we might be able to help you. Again, we appreciate your feedback and we are sorry the app isn't exceeding your standards. ",2021-11-09T17:24:37Z
lvc80,5,I love this app,False,2022-05-09 05:50:08,This app makes it so easy to get the care I need! I love it! Thank you!,,,
2020Jarhead,5,VA Mobil app,False,2021-10-04 17:44:35,"The app is really good I’m able to check appointments, read messages and pull up letters.",,,
KARP67,2,Not stable,False,2022-03-22 20:34:23,The app has become totally unstable after last update. Iphone 12 max pro on either a high speed wifi or 5G network times out constantly now. Fix it VA !,,,
DrMcAuley,5,Great app,False,2021-12-30 17:30:21,Easier than online,27239482.0,"Thanks for taking the time to give us feedback, Dr. McAuley! Have a great 2022.",2022-01-04T20:56:53Z
Jonhua A,1,Authentication Issues,False,2022-05-17 11:56:43,Consistently fails to authenticate me regardless of which additional source I use. I always end up with a page stating my network connection was lost. The app is worthless if I can’t access it with my iPhone.,,,
BishopDudley,4,Veteren,False,2022-03-22 18:53:22,It's quick. Love it. Sooo glad I can access without going online with a desktop,,,
Mikesax44,5,Fast and convenient,False,2021-11-21 14:15:31,Fast and convenient app,26612278.0,Excellent! Thank you for taking the time to review us. It means a lot. ,2021-12-02T23:29:32Z
Kools23,5,VA app,False,2021-11-14 17:49:11,Very easy to use. Everything at your fingertips. Glad I installed it.,,,
Papperdoo,1,The system is broken…,False,2022-05-16 19:06:58,"I spoke to someone on the 11th and made an appointment for my colonoscopy on Friday May 27th at 10 am. I get a call to schedule this procedure today may 16th and the appointment is scheduled for November 10th. 6 months away, I hope it’s not cancer… I could be dead by then…",,,
Flicker1978,1,Website timesout,False,2022-03-21 16:29:34,Website takes so long to load that it times out. When trying to upload supporting documents it gives an error.,,,
hickslfn,5,VA app,False,2022-04-16 14:59:54,Website is very clear and easy to navigate.,,,
AvidCustomer,4,App review,False,2022-03-10 13:26:32,You should be able to refill prescriptions on this app.,,,
renunder,5,So easy to navigate,False,2021-12-27 23:32:05,I love it. Wish I knew about the app sooner.,27127929.0,"Thank you for the review and rating! Feel free to share with your Veteran friends, and keep the feedback coming. Have a happy new year!",2021-12-29T15:40:46Z
Paul Cisko,2,Only Connects Occasionally,False,2022-03-22 22:47:31,"""Safari cannot open the page because the network connection was lost."" OR ""Unable to process SAML request.""",,,
WKfeb142004,5,Great app,False,2022-04-14 21:20:14,"Now that the app is working, very happy with how easy it is to use.",,,
Dhhhhug,5,Amazing!,False,2022-02-15 19:23:18,Government got this app right!  Amazing app… could not ask for much more.,,,
InkyMyCat,1,Does Not Work,False,2022-04-05 00:42:49,"I have tried my Va login in as well as ID me login and the website doesn’t work.  I guess this has been an on going problem for a while. 

Let’s hope they fix the problem soon.",,,
SanjuroSensei,1,Buggy and won’t allow login,False,2022-03-31 13:43:15,"The app worked great (the first time). All subsequent attempts to login and use this app end with a message screen saying failed connection. I’ve restarted my phone, reinstalled the app, and nothing works. Typical VA GARBAGE.",,,
sandifop,1,Mobile Safari Support?,False,2022-03-22 14:18:31,"After a long and involved sign in procedure that required personal information I do not like to share, I consistently get a “lost connection with the Internet” error message.",,,
