review,userName,rating,date,title,isEdited,body,id,modified
I had to select my state and then my hospital. The screen is now frozen. I am unable to continue.,Lisanne0309,1,2020-07-07 16:58:53,Screen frozen,False,"Hi, thank you so much for taking the time to provide feedback. We're sorry to hear the app froze after selecting your preferred facility. A fix has since been deployed that corrects this issue. If you can, please try accessing the app again. If you have any additional need for support, please contact our Portal Support team at 855-422-6625. ",16514581.0,2020-07-09T15:36:20Z
Unable to make payments on line. Slows and stops gets error cannot process,mawfrog,1,2020-06-24 12:18:48,Slow,False,"Hi, thank you for your feedback. We'd love the opportunity to better assist you and to learn more about your experience when paying a bill online via the app. Please feel free to call our Portal Support Team at 855-422-6625. ",16220444.0,2020-06-25T14:52:01Z
2 days postdischarge and no reports available let alone how I cn print them.,Katz Mama,1,2021-10-21 18:40:49,No reports available yet. How can I print reports?,False,"Thank you for taking the time to provide feedback. We are sorry that not all features of the portal are currently available. For access to a particular record, please call the Medical Records department of the hospital you visited. If you need help finding the phone number, feel free to call our Portal Support Team at (855) 422-6625. Thank you.",26078963.0,2021-11-04T12:38:30Z
There is better apps out there than this.,donnie0910,1,2020-07-01 22:26:58,App won’t clear notifications,False,,,
Slow on results,Jim Bloomer,5,2020-11-28 16:56:51,COVID,False,,,
Wish I could use the app but it states my phone is jailbroken when it’s not! No way of contacting support.,jasminealv,1,2020-06-25 03:18:58,Claims my device is “jailbroken”.,False,"Hi, thank you for your feedback. We're sorry to hear about the jailbreak error you received and would love the opportunity to speak with you and better assist. Please feel free to contact our Portal Support Team at 855-422-6625. ",16245046.0,2020-06-26T19:25:05Z
Excellent ap,lttlmn,5,2021-06-06 13:44:56,My health one,False,,,
The,windsurfer7777,1,2020-11-19 02:48:43,Full of wrong information & no way to correct it,False,,,
"This is the worst online registration process that I’ve ever seen. Poorly constructed, no explanation, just all around awful.",Cully4x4,1,2021-07-21 16:59:44,Pre registration process,False,,,
"It is excellent app, it helps a lot",Al Shanan,5,2020-06-25 01:32:40,Excellent,False,,,
"I saw my records two days ago, I go to log back in and it will not link... please fix this issue...",candice_3888,1,2020-09-20 05:58:17,My health records wont link,False,"Hi, Candice. Are you still unable to view your records? If so, please contact our Portal Support Team at 855-422-6625. They will be able to best assist you. Thank you. ",18057293.0,2020-09-23T17:41:33Z
Great App very easy to use.,Como53,5,2022-04-13 20:29:02,Love this App.,False,,,
Too many items unavailable,emc50,2,2022-05-11 21:59:17,Review 2stars,False,,,
Great people,trike1996,5,2021-01-16 02:54:04,Good info,False,,,
Message that I have 5 things to look at. Got that # down to 3 but am perplexed.,sarah yyyy,1,2021-02-17 19:52:41,Not intuitive.,False,"Hi Sarah, we'd love to help and ensure you have access to everything you're looking for. At your convenience, please give us a call at (855) 422-6625. Thank you.  ",21239402.0,2021-02-23T13:13:05Z
Keep getting error message unable to pre-register using app.,Ragz19,1,2021-05-08 21:20:27,Insufficient,False,"Hi, we're sorry to hear you weren't able to complete your pre-registration. If you're still needing to complete, please contact us at (855) 422-6625 and an agent will be ready to help. Thank you. ",22722783.0,2021-05-10T13:30:41Z
"Have to sign in each time, although I choose Face ID .",tmcmcg,1,2022-01-19 02:56:11,Keeps logging me off,False,,,
Six stars! 🫶,ILikeApps333,5,2022-05-03 22:47:18,Tej is a wonderful human,False,,,
Never can get logged in. Either fix it or remove it.,Doofus Delgado,1,2022-02-13 17:06:07,Pathetic app,False,,,
Does not include LabcorpPatient results,timucuan,3,2021-08-28 02:03:30,Missing,False,,,
"I can’t get assistance troubleshooting login problems, and no one answers the phone. Unacceptable.",bebetterthanthis1,1,2022-01-20 23:29:16,IT,False,"Hi, thank you for your feedback. We apologize for the inconvenience, our support team is experiencing unprecedented call volumes due to the Covid surge. If you have not already, please give us a call at again at (855) 422-6625 during non peak hours. Thank you.",27661883.0,2022-01-25T21:44:45Z
This app is worse than terrible. If I could give it minus stars I would.,poiujhygijcdthnmdest,1,2020-12-13 18:45:32,Review,False,"Hi, thank you for your feedback. We're sorry to hear of your experience. Our Support Team would be happy to chat and help, first needing a few more details about what you're experiencing. At your convenience, please give us a call at (855) 422-6625. ",19839265.0,2020-12-17T22:36:59Z
Don’t believe you’ll get your results. You won’t.,Ev 3,1,2021-11-29 15:40:03,No results,False,,,
"This is more trouble than it is worth.
Sounds good on paper but basically not of much  use.",Realistic American Veteran,1,2021-11-21 16:53:12,Joe Orr,False,,,
Great but,Charles Laing,5,2021-10-17 13:13:01,Great app,False,,,
Records won’t connect have been trying for 4 days.,Diannr10,1,2021-09-13 13:54:37,Records,False,"Hi, Diannr10. We're sorry to hear you're having trouble connecting your records. It could be that some bit of information in your profile isn't matching what's on record at the facility. To correct, please give us a call at (855) 422-6625 and we'd be happy to help. Thank you. ",25120213.0,2021-09-15T12:21:55Z
I would give it 1/2 star if I could.,1xqwerty,1,2022-01-10 20:42:52,Ease of access,False,,,
If I want old records use the site. No new records from December 2021,Solivita Jim,1,2022-01-10 18:18:55,Terrible web site,False,,,
Very,StaciAx,1,2021-05-05 14:42:54,Unable to log in with right credentials!,False,"Hi, we're sorry to hear you've had trouble logging in. Please give us a call and we'd be happy to help and ensure you can get into your account. Our number is (855) 422-6625. Thank you. ",22679640.0,2021-05-07T13:00:41Z
The app don’t work,cusa3,1,2021-12-30 14:54:40,Annoying,False,,,
Want let you in epay put account number in no Match,angied211,1,2020-10-24 15:13:21,Epay,False,"Hi, thank you for your feedback. We'd love to chat with you to help with the ePay process. Please contact our Portal Support Team at (855) 422 - 6625 at your convenience. Thank you. ",18709435.0,2020-10-26T13:33:33Z
I I,E M Fournier,1,2022-04-18 01:00:04,My appointments and answers about my doctor appointment,False,,,
C,Jungib,1,2021-06-01 03:12:06,Need mobile friendly app,False,,,
Video virtual visit did not work,SirAppsalot555,1,2022-04-28 21:54:06,Virtual visit tech not up to snuff,False,,,
Poorly designed app. I don’t have anything good to say.,Suzieq51 RN,1,2021-10-20 14:15:18,Suzieq51 RN,False,,,
I don’t see my tests results,Jammirabile,1,2021-05-09 12:07:44,Results,False,"Hi, we're sorry to hear you're not seeing the results you were expecting. Please give us a call and we'll be happy to help confirm your records are connected. You can reach us at (855) 422-6625. Thank you. ",22746262.0,2021-05-11T12:55:10Z
everytime i open the app and login it fails and wont go through.,trishap15,1,2020-11-20 03:02:12,wont go through,False,"Hi, I'm sorry to hear you're having trouble logging into the app. Our Portal Support Team is available and happy to assist. Please contact us at (855) 422-6625. Thank you.",19350248.0,2020-11-25T16:15:22Z
This app is a dumpster fire and any hospital that uses it should be millions of dollars.,TEKutz,1,2022-03-09 01:20:32,Hot garbage,False,,,
Junk,N4785U,2,2020-09-25 13:24:00,Junk,False,,,
Bad app you should make it like UCHealth,ucbetter,1,2021-06-16 03:13:06,Bad,False,,,
Set up for hospitals and doctors and not patients,Capt.the Hook,1,2021-06-04 11:37:58,Bad,False,,,
very tedious and don’t do what it say it will,TerriFlorida,1,2021-08-01 21:07:20,doesn’t work,False,,,
Horrible,ninelaenman,1,2021-07-14 15:47:16,Pre registration,False,,,
So angry,jenniferjoy48,1,2021-04-13 10:45:58,They deleted ALL of my records the DAY BEFORE my appt,False,,,
"Downloaded app and had to have code to create account. Requested it 3 times and entered it but it kept telling me it had a problem. Called the number given but after 5 minutes of no answer, hung up. Have no idea what the app will or could do. May try again later☹️

Was able to go online and set everything up from my pc. All is working perfectly now.",Garymaryw,4,2020-07-11 02:11:42,Won’t allow anything. Fixed via online entry. 🤠,True,"Hi, thank you for your feedback. We'd like to offer up some assistance. Would you mind trying to create an account again? The code may take a few minutes to arrive, but you will need to wait on its arrival (check the Junk folder if you do not see it). If a new code is generated, the original one becomes invalid and this could create an error when attempting to use. If you continue to have trouble, please contact our Portal Support Team at 855-422-6625. ",16538246.0,2020-07-11T02:11:42Z
Bad care by Dr.,klor#1,1,2021-01-26 18:28:58,Bad care,False,,,
User unfriendly,JudyNM,1,2021-08-09 20:10:09,Terrible,False,"JudyNM, we're sorry to hear you've not found the app to provide a user friendly experience. We'd love the opportunity to learn more about what you're seeking within your health records and how we can assist. At your convenience, please give us a call at (855) 422-6625. Thank you.",24472744.0,2021-08-12T15:51:30Z
No sirve de nada,Niminombrepuedoescribir,1,2021-06-10 14:53:35,Trate de acceder a mi información de pago y nunca pude lograrlo…????,False,,,
No me permite mirar nada y siempre es el mismo problema no importa cuantas veces ponga mis datos siempre es lo mismo,erika martinezt,1,2021-02-04 14:38:50,Mala comunicación,False,"Gracias por su comentario. Sentimos que este teniendo problemas en obtener su informacion, Pero quisea la oportunidad de poderle asistir mejor. Por favor contactese con (Portal Support Team) a (850) 422-6625 a su conveniencia y un agente le  asista con mucho gusto.",20984846.0,2021-02-10T22:21:12Z
Me dijeron que me iban a mandar los resultados del test del covi 19 y no me han mandado nada,importante12,1,2020-07-29 14:01:39,Test covi 19,False,,,
"Stores health records in the app, but does not integrate with HealthKit, where all my other health records are.

Also, failed to store initial username & password in my phone’s keychain, forcing me to reset the password next time I used the app.",blackfrog,3,2021-10-20 15:42:40,Needs HealthKit integration,False,,,
"The site is not accepting my birthday and last four digits of my social when I go through the app. Only accepted the QR code, then my information listed above.",Rannerrc,3,2021-06-22 21:25:42,App,False,,,
"For the second time I tried to register for a surgery and at the last entry the information was not accepted. I have spent 1 hr and will not try again. This program is worthless. You will need to accept my information at the Hospital-HCA Cypress North on June 21 when I check in or I will find a different hospital. Service is part of doing business. Dan McCleary 832-496-3790. Now you won’t accept this review without nick name! What a sham!  

Thank you for caring enough to respond to my negative rating.  I improvements are made.",Dan McCleary,1,2021-06-02 02:47:19,DJ,True,"Hi, we're sorry to learn about your frustrating experience when attempting to pre-register for your surgery. We appreciate your feedback and will use it as we work to improve upon the online pre-registration experience. Thank you. ",23136664.0,2021-06-02T02:47:20Z
I found the password reset function extremely difficult to use. “Confirmation code” and “verification code” were used interchangeably in the reset procedure.,JackN625,1,2020-12-30 14:00:54,Password Reset,False,"Hi, thank you for sharing your feedback. We apologize for the confusion caused by the word choice and appreciate you bringing this to our attention. If for any reason you are still having trouble resetting your password or logging into your account, please contact our Portal Support Team at (855) 422-6625 and an agent would be happy to assist. Thank you. ",20166539.0,2021-01-04T14:35:13Z
"I can’t even log into the app. I can from the website, but I use the same credentials, get to the verification code, and then told “We are unable to process your request. Please try again.” I’ve tried like 15 times, I’ve tried changing my password, I’ve tried removing the app and downloading again. I have never had this many issues with an app. Guess I’ll have to go through the website?!",MissyB90,1,2020-12-23 04:38:52,Can’t get in,False,,,
"I was tested for covid on 11/16/2020 and still I don’t have my results back. I was given this website so I could check my results, by my physician but this website has my medical info from my visit to the ER but tells me nothing about my covid results when I was told that it would only take no more than 3 days. Where are my covid results?",waiting for my results !,1,2020-11-21 06:40:39,Results,False,"Hi, I'm sorry to hear you're not seeing your expected results. While our Portal Support Team cannot deliver results over the phone, they are available to help you navigate the portal and locate any results that are available. Please contact us at (855) 422-6625 and we'll be happy to assist. Thank you.",19350276.0,2020-11-25T16:16:43Z
No info after 3/2020,bmarc59,1,2020-09-30 14:10:10,No updates.,False,"Hi, I'm sorry to hear you're having trouble accessing your health information. We'll need a few more details in order to best support you. At your convenience, please give us a call at (855) 422 - 6625 and our Portal Support Team will be happy to assist. Thank you. ",18671549.0,2020-10-23T20:23:27Z
App isn’t working properly and will not link my medical records to.my account.,TracyCarlin,1,2020-09-07 06:23:11,Trouble linking records,False,"Hi, Tracy. Thank you for your feedback. We'd love the opportunity to better assist you and assist with linking your medical records. Please feel free to call our Portal Support Team at 855-422-6625.",17760017.0,2020-09-08T13:59:42Z
