"post_id"	"conversation_id"	"disease_id"	"author"	"num_stars"	"timestamp"	"in_reply_to"	"is_primary_question"	"num_replies"
"HIF2016_DIS01_CONV17_POST305"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"nace1"	"0"	"1313100000000"	"All sufferers"	"false"	"0"
"HIF2016_DIS01_CONV17_POST306"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"trina99"	"0"	"1313618400000"	"Everyone"	"false"	"0"
"HIF2016_DIS01_CONV17_POST307"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"MissDana"	"0"	"1321225200000"	"holyleo"	"false"	"0"
"HIF2016_DIS01_CONV17_POST308"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"kerry180"	"0"	"1321657200000"	"kerry180"	"false"	"0"
"HIF2016_DIS01_CONV17_POST309"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"Nitemare1"	"0"	"1322348400000"	"Everyone"	"false"	"0"
"HIF2016_DIS01_CONV17_POST310"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"Nitemare1"	"0"	"1322348400000"	"trina99"	"false"	"0"
"HIF2016_DIS01_CONV17_POST311"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"Portia0812"	"0"	"1360018800000"	"nace1"	"false"	"0"
"HIF2016_DIS01_CONV17_POST312"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"flyingv8"	"0"	"1360796400000"	""	"false"	"0"
"HIF2016_DIS01_CONV17_POST313"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"rogergruv"	"0"	"1362956400000"	""	"false"	"0"
"HIF2016_DIS01_CONV17_POST314"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"CAFERDIG"	"0"	"1386630000000"	"nace1"	"false"	"0"
"HIF2016_DIS01_CONV17_POST315"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"Mtbing"	"0"	"1407189600000"	""	"false"	"0"
"HIF2016_DIS01_CONV17_POST316"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"Mtbing"	"0"	"1407189600000"	""	"false"	"0"
"HIF2016_DIS01_CONV17_POST317"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"Mtbing"	"0"	"1407189600000"	"nace1"	"false"	"0"
"HIF2016_DIS01_CONV17_POST318"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"Mtbing"	"0"	"1407189600000"	"kerry180"	"false"	"0"
"HIF2016_DIS01_CONV18_POST319"	"HIF2016_DIS01_CONV18"	"HIF2016_DIS01"	"Azzub"	"0"	"1167778800000"	""	"true"	"18"
"HIF2016_DIS01_CONV18_POST320"	"HIF2016_DIS01_CONV18"	"HIF2016_DIS01"	"Shebah"	"0"	"1168038000000"	""	"false"	"0"
"HIF2016_DIS01_CONV18_POST321"	"HIF2016_DIS01_CONV18"	"HIF2016_DIS01"	"Tworm"	"0"	"1168383600000"	""	"false"	"0"
"HIF2016_DIS01_CONV18_POST322"	"HIF2016_DIS01_CONV18"	"HIF2016_DIS01"	"Mint67"	"0"	"1206745200000"	"Azzub"	"false"	"0"
"HIF2016_DIS01_CONV18_POST323"	"HIF2016_DIS01_CONV18"	"HIF2016_DIS01"	"MsLA2003"	"0"	"1211407200000"	"ulcerative colitis & hair loss"	"false"	"0"
"HIF2016_DIS01_CONV18_POST324"	"HIF2016_DIS01_CONV18"	"HIF2016_DIS01"	"sirithturwen"	"0"	"1224280800000"	""	"false"	"0"
"HIF2016_DIS01_CONV18_POST325"	"HIF2016_DIS01_CONV18"	"HIF2016_DIS01"	"VANESSA09"	"0"	"1224799200000"	""	"false"	"0"
"HIF2016_DIS01_CONV18_POST326"	"HIF2016_DIS01_CONV18"	"HIF2016_DIS01"	"batman858"	"0"	"1224885600000"	"sirithurwen"	"false"	"0"
"HIF2016_DIS01_CONV18_POST327"	"HIF2016_DIS01_CONV18"	"HIF2016_DIS01"	"joyeta"	"0"	"1257289200000"	"ulcerative colities and excessive hair loss"	"false"	"0"
"HIF2016_DIS01_CONV18_POST328"	"HIF2016_DIS01_CONV18"	"HIF2016_DIS01"	"sasha209"	"0"	"1258844400000"	"UC and Hair Loss"	"false"	"0"
"HIF2016_DIS01_CONV18_POST329"	"HIF2016_DIS01_CONV18"	"HIF2016_DIS01"	"thisisme149"	"0"	"1280959200000"	"All"	"false"	"0"
"HIF2016_DIS01_CONV18_POST330"	"HIF2016_DIS01_CONV18"	"HIF2016_DIS01"	"fricklefrack"	"0"	"1300662000000"	"Ulcerative Colitis and Hair Loss in Women"	"false"	"0"
"HIF2016_DIS01_CONV18_POST331"	"HIF2016_DIS01_CONV18"	"HIF2016_DIS01"	"bethfrdh1"	"0"	"1328742000000"	"thisisme149"	"false"	"0"
"HIF2016_DIS01_CONV18_POST332"	"HIF2016_DIS01_CONV18"	"HIF2016_DIS01"	"Caryopteris"	"4"	"1329001200000"	"bethfrdh1"	"false"	"0"
"HIF2016_DIS01_CONV18_POST333"	"HIF2016_DIS01_CONV18"	"HIF2016_DIS01"	"deisel2750"	"0"	"1345327200000"	"Mint67"	"false"	"0"
"HIF2016_DIS01_CONV18_POST334"	"HIF2016_DIS01_CONV18"	"HIF2016_DIS01"	"deisel2750"	"0"	"1345327200000"	"Shebah"	"false"	"0"
"HIF2016_DIS01_CONV18_POST335"	"HIF2016_DIS01_CONV18"	"HIF2016_DIS01"	"deisel2750"	"0"	"1345327200000"	"joyeta"	"false"	"0"
"HIF2016_DIS01_CONV18_POST336"	"HIF2016_DIS01_CONV18"	"HIF2016_DIS01"	"deisel2750"	"0"	"1345327200000"	"VANESSA09"	"false"	"0"
"HIF2016_DIS01_CONV18_POST337"	"HIF2016_DIS01_CONV18"	"HIF2016_DIS01"	"mickeymouse600"	"0"	"1353970800000"	""	"false"	"0"
