,title,isEdited,rating,userName,content,date
235,Kixx,False,5,spookey tooth,kixx. this has worked for me in a good way it gets me to two doctors that i have listed saves me so much time and keeps my medications and visits so lots of times i need a refill i would call and get a recording but this better they answer when they get time so great a great app. five stars from me.,2019-03-11 14:32:12
236,Messages are awful and notifications don’t work,False,2,UltramaticXY,messages are awful and notifications don’t work. using this app to communicate with your provider is an exercise in frustration. messages aren’t threaded and the message composition will not allow special characters like apostrophes. also there is something wrong with message notifications. i have notifications turned on but i’ve missed several messages from my doctor since you don’t get notified.,2018-11-30 01:30:25
237,Used to work - Update,False,5,kwb77,used to work - update. amen for the fix!!!! thank you! worked great until last update. i can no longer log in or do a search to find my provider. no response from customer service yet.,2020-05-15 20:43:38
238,failed,False,1,failure1234,"failed. tried several times to register. would not allow me to do so. told passwd was weak. it was not. wanted a backup security question. none applied so created my own, an option, but would not let me confirm answer which was required, so there we set. this is one of the worse apps i have ever had to deal with. cannot believe anybody would float this thing in this condition. you would think you were registering for entering ft. knox (review from a ex software engineer).",2021-06-23 12:41:10
239,Waste for health tracking,False,1,jplaya5174,waste for health tracking. this app gives you the ability to track data by linking accounts but it hasn’t worked yet with pulling data from withings/nokia heathmate for the last 5 years. it would be good to be able to show your doctor your health habits without a face to face meeting but i guess they don’t care about that. i have linked and unlinked this multiple times and have never seen any results. trash app. only thing it’s good for is receiving information from you doctor.,2019-01-11 21:01:52
240,Glitches?,False,3,stevecapa1,"glitches? not sure if there's problems with the app or my doctors office, the first problem is i can't reorder my meds, i added them so there is a list but when i tap refill there's no listed meds. the second problem is my doctor isn't listed to send an email to refill said meds, although he is for upcoming appointments.",2021-08-23 01:31:07
241,Review of App,False,2,watermelon60#,"review of app. i’m very disappointed that this app is not more user friendly.  when corresponding with physicians, you can not see previous correspondence and the running dialogue to address medical needs. other patient portals are easy to navigate, show all correspondence and does not require bouncing back and forth between different screens. this app causes more frustration than necessary. i’d rather leave a message at the doctors office and wait for a response.",2018-07-25 17:58:31
242,Shills non-Apple tracking devices,False,1,SF Redbeard,"shills non-apple tracking devices. shills for biometric tracking devices (i.e., fitbit, nokia, jawbone, etc.). they actually sell these devices in-app. the appraisal does not work with iwatch or iphone?! basic data availabe in web browser is not available in the app--medications, for example.  the one other review posted (with 5 stars no less) has nothing do do with evaluating the app. it should be taken down. the misleading ""review"" is nothing more then a page from ""whisky wendy's"" diary idealizing her medical provider and his or her ancillary staff.  laughably disingenuous.",2018-03-01 08:04:32
243,easy to use app!,False,5,Ocean99919,easy to use app! i love this app because it is so easy to get information and it is so clear and easy. the other family practice at is very difficult and i can never get it to work but this one works beautifully on my phone. very happy with it,2017-07-12 01:42:24
244,Missing facts,False,1,Disappointed Dolphin,missing facts. i just read the developers remarks about the app. the remarks failed to mention that in order to use this app you must set up a passcode to enslave your phone. now another problem has been introduced. for the people who already have a phone passcode; no problem. for those who have to set up a passcode that now controls your phone; it seems like a lot of over kill. so not using this app till this problem is gone,2022-02-26 15:46:44
245,Decent app,False,3,rozell78,decent app. the app is decent.  two issues i’m experiencing.  1.  the visit summaries won’t load in the app.  it says “an error occurred”.  the visit summaries do load via the website.  2.  lab result notifications are sporadic at best.  sometimes i get an email a few days after they’ve been released.  why not a push notification or immediate email when the doctor releases the results?,2019-09-16 02:00:10
246,AppleCare Medical Group,False,5,SmallnHappy patient,applecare medical group. this app has made my appointments go by much smoother with the simple check in process. no waiting in lines or repeating my personal info in front of others at the front desk. thank you dr. ganguly and the amazing team in downey for updating your available services to patients like me!,2019-11-23 16:41:16
247,App needs work,False,2,revelriter,"app needs work. the app has a lot of promising functionality, but it does not yet work well for basic functions like sending and replying to messages from your physician. for example, there is no “reply to message” function. you have to start a new message off of the thread. also, for some odd reason the system won’t allow you to send messages with quotation marks or apostrophes, so contractions result in an error message.",2018-06-18 16:13:17
248,Frustrating at best,False,2,Flm_grl,"frustrating at best. this app is frustrating at best. you have a new sign-in for every doctor’s office. trying to merge your doctors/appointments/accounts into one is excruciating. it might be nice once you have access to everything in one place, but getting access to everything in one place is a near impossibility. i’m having great difficulty. i will say, though, it may be due in part to ios 14.",2020-09-30 21:53:09
249,Terrible app,False,1,~TimMe~87,"terrible app. never finds my doctors even when all the information is correct, won’t let you view messages, and constantly throws errors forcing you to log out. once you log out of the app you realize it didn’t save any of your information or doctors. now you must go thru the pain in the aaa struggle to find the doctors it never seems to be able to find! fix this app so we can get our medical information done, please!",2020-05-15 23:03:21
250,needs a reply feature,False,3,onepatient,"needs a reply feature. the app functions okay but it needs a “reply” option for messages. when i need to reply to a message, i have to start a new message. my provider doesn’t like this either. she said it makes it difficult to find info on a patient in the messages list.",2022-04-06 13:51:37
251,The app’s limits are frustrating,False,2,Bearealman1959,"the app’s limits are frustrating. for one, the default text font size is tiny. i don’t wear glasses all the time and i can’t imagine what people with lesser eyesight must have to deal with.   a list of one’s medications on record is nice, but not being able to make a direct prescription refill or renewal is weird.   a list of messages from my primary doctors’ office is fine, but not being able to delete them is odd.  best as i can tell, the way to use the app to contact my primary is to use their messages function. but i can’t address the message to my primary doctor by name. (just mention it in the message body). and one would think there’d be functionality such as for prescriptions to make specific common requests.",2018-08-27 17:42:05
252,Still waiting for the dr’s office to get the machine,False,2,msblaque,"still waiting for the dr’s office to get the machine. i’m sure it would work correctly if 1. my doctor’s office had the check in station for me to check in. 2. if all my vitals would be on the app like it’s supposed to.  sometimes it works, sometimes it doesn’t 3. if you were able to make appointments with the app. 4. if the results were there to see.  i’ve had this app on my phone for 2 years. the only thing it does is remind me of my appointment.",2017-12-11 19:15:59
253,Hate. Hate. Hate.,False,2,A&E.,"hate. hate. hate. it has its own passcode to enter, but i despise that it requires my phone to also have a passcode in order for me to use it. infuriating.  the messaging isn’t easy. there’s no reply feature - you have to start a new message every time. plus, there’s no way to attach files/photos.   i have used many patient portal apps between my kids and myself.  this is the worst so far.",2022-04-18 19:03:34
254,Healow App,False,3,Confused Granna,"healow app. it is ok.  i have had a hard time trying to get some of the information, like, “profile”, change phone numbers, and insurance to change to the correct information.  i called the dr.s office to see if they could help with the changes, and i talked to someone to help change some information, and i was told to call the dr’s office...being past around!  confused!",2019-01-06 15:16:33
255,Completely useless,False,1,Hyhrhdhjhhhddyuifgfgftg,"completely useless. what is the point of this app if i can’t even email my doctor? that was literally the whole reason i downloaded it. when i try to compose an email, you have to select a provider first. no matter what you search for in the provider search bar the result is the same, “no results found”... because no results are found i am unable to move forward with sending an email. useless.",2020-10-01 21:34:00
256,Microphone and Camera Required,False,1,Mama33bobs,"microphone and camera required. there is no reason this app should require camera and video access to use. yes, there may be situations (like a telehealth visit) where it is needed, and i would allow it then, but a requirement to use is bordering on privacy concerns. it greatly makes me question the company’s hippa compliance.   if my clinic hadn’t switched to this company after two other bad ones i would strongly recommend they switch again.  i will not be using this app.",2020-06-16 02:53:58
257,Print is too small and light!!! Difficult to read,False,2,Pitbull928,print is too small and light!!! difficult to read. i am not happy with this new update. what i don’t like about this new update which i was forced to download is that the letters are smaller and lighter than before so it makes it very difficult to read. i have to now struggle to read my results. i get that these developers want it to look aesthetically pleasing but they forgot about their audience and missed the mark on functionality!!!,2019-07-04 13:40:13
258,Super convenient app,False,4,danpo77,"super convenient app. love that i can see/set my appointments, see lab results, and even message my doctor. i love the app and i only have one tiny complaint, i wish the app was more optimized for the iphone x to really use up the whole screen and not have the awkward empty space on the top and bottom. everything else is perfect.",2018-10-13 13:30:27
259,What’s the point?,False,1,Countryboybillyum,"what’s the point? this app is absolutely useless. you can sign in, sure. need to access your results that have been posted? oh well, better luck next time? it will alert you that it has been updated with results but you can not access them… try signing in on to the web browser… that’s also a fun game… literally the absolute worst app and sign in experience you’ll have. i have never used such a mess of an app.",2022-04-08 22:34:42
260,Cannot Share info to Apple Health app,False,3,mal626,cannot share info to apple health app. the app is great but we should really have the option to share all of our test results/vitals with apple health app. some of us would like to have all of our data in one central app since other workout apps sync to apple health as well. please have. away to sync data from the healow app to the apple health app. thank you !,2020-08-19 12:43:41
261,Need phone passcode to use at all,False,2,Giraffegurl123,"need phone passcode to use at all. i tried to download and use this app but it won’t let you even create an account unless you’ve set up some sort of passcode for your smartphone. i guess most people already have a passcode, but i don’t and i don’t want one. i see no reason why they can’t implement their own passcode system if privacy is so important to them. anyway im deleting the app now.",2022-03-13 20:28:28
262,"Use your phone’s browser, it works better",False,2,angry kitten,"use your phone’s browser, it works better. i am never “found in the system” even when sitting in an exam room at my doctor’s office with the log-in credentials in front of me, and i’m done trying. i’m probably doing something wrong, but i can log in from a browser by entering my phone number (most of the time) so screw an app that just takes up space on my phone.",2022-02-07 16:08:05
263,Not bad but has a ways to go,False,3,W|ldb0y,"not bad but has a ways to go. i've been using the app for a few days and most of it is pretty good but i have a few suggestions  1) lets users manage their medication list i.e. mark when they're done taking a medication 2) when searching for a doctor, results list are blank on available times when your website clearly shows available time slots for my preferred provider.  3) user preferences could simplify searches by pre-populating fields with previous providers  in general appointments and medical records should be beefed up in functionality as these are the primary purpose people use the app  good try but needs some work.",2017-06-21 08:54:57
264,Test before releasing?,False,1,garskoci,"test before releasing? this app is really poorly written. there are a number of issues with it  such as, i have messages from the nurse and it won't pull them up. it shows 9 medications and when i look at them, there none. it keeps telling me that i need to link my provider, then when i try and link my doc, it says that she's already there. it's a waste of time. just like when the developers considered testing before releasing. the early version worked. this one? removed.",2017-07-26 11:37:38
265,Awesome,False,5,yomhtac,"awesome. can't complain but, one suggestion that your notes that we add show up for our dr's to be able too see or print out for them so we can discuss with them. the notes disappear on your appointment date but other than that it's an awesome app",2017-07-20 15:00:45
266,Worthless app,False,1,Juanmotime33,"worthless app. i’m a physician and i would be embarrassed to have my patients try to use this extremely poorly designed app.  undoubtedly, like most electronic record systems in medicine, this app was not designed for users and healthcare providers, but for accountants and office managers.  i would wonder if the app is as bad on that end as it is on my end.  and i’m sure this “service” is provided at an incredibly high cost, despite its poor functionality.",2022-01-05 17:34:02
267,App won’t load,False,1,Chrisd56,app won’t load. i’m giving a one for the current issue. generally it’s kind of clunky and you can’t reply directly to emails here you have to create a new email every. time. beyond annoying.   currently the app loads and then gives an error message as soon as you try to click a message. wish it worked better or the developers would fix the issues. might try to uninstall and reinstall and see if that works.,2021-09-24 01:49:21
268,FRUSTRATING,False,1,Telanda,"frustrating. app and website are different.  can log into website but not the app.  all removed my other two children, now i can’t add them!!  trying to make an appt online - wants me to again find out ped dr that’s already listed in the file and yet states in the search he doesn’t exist!!  i have so many better things to do than deal with inefficient madness!!  going to be easier to just call the office when it opens!!!!!!!",2021-04-23 11:53:53
269,Useless,False,1,MostAppsFail,"useless. started setting up a week before appointment. app wouldn’t accept password for provider portal, so i had to change password.  then it said my i mac wouldn’t support televisit even though it met all operating requirements. so i put it on both iphone and ipad. morning of appointment went through all set up again to make sure it worked. then i sat 45 minutes in front of a screen saying dr “x” would join shortly. his office then called and said we would do a telephone call instead.",2020-04-30 16:30:52
270,Very helpful in my medical care,False,5,saulbro,very helpful in my medical care. the practice and hospital i use for my medical needs are very responsive to my messages and in getting results of various tests.  i love this app because i know my physician will be reading my words directly and not from a message left with receptionist or nurse.,2017-09-15 19:40:11
271,Forced to follow,False,2,Cafasr,"forced to follow. i have been a long time user of this app, and loved it!!   until, i was forced to have to set up a passcode for my phone to be able to use the app.  i have never used a passcode on my phone and i don’t want to now.  my phone is never left out and is always with me.  so, please change the app, so that you can use it without having to passcode your phone.",2022-02-09 12:10:23
272,Forcing passcode,False,2,KayNein,"forcing passcode. i was finally getting the hang of this app but now it’s requiring me to put a passcode on my phone in order to use it, which is ridiculous. what do i have a pin for then? make a better password system instead of a 4  digit pin if you’re worried about security. don’t make someone passcode their whole phone. wont be using this until that feature is removed.",2021-11-02 18:00:35
273,You agree to have adverts served to you in your doctors portal,False,1,GotNate,"you agree to have adverts served to you in your doctors portal. the second time i used this app, it started me over with a new onboarding process, as if i had never used it. this onboarding made me agree to the t&c before i could read messages from my doctor. as is typical, they reserve the right to alter the deal whenever they like, without notice. they all require you to agree to be served adverts. i deleted the app and used my doctors website instead.",2021-12-29 18:09:59
274,Needs improvement,False,2,Sunflowaah,"needs improvement. i sent a message to my doctor on thursday during the day and the sent messages show it sent at 2:30am today, a wednesday. i went to the support tab, it won’t load & neither will the report a problem tab. my wifi is full bars, it’s not my end. the app is alright and useful to see rx but if the messages aren’t correctly sent out how can you document correspondence precisely through it?",2019-09-25 15:45:06
275,Absolute nightmare,False,1,kmichaelaye,"absolute nightmare. the whole login and password interface is completely unusable on the iphone. the text entry fields continuously go out of focus, so that it’s very hard to copy secure passwords from your password manager in. on top of that the password quality verification is so broken that it claims that a 31 character password with special characters is a weak password. i’m an iphone user since model 3 and rarely have i seen such a useless iphone app.",2020-12-06 19:09:27
276,"Once incorrect DOB recorded, cannot add new providers",False,1,QuantumBiker,"once incorrect dob recorded, cannot add new providers. my 1st provider input wrong dob. once i discovered it, provider fixed it but this app does not sync so now i cannot add any more new providers because of dob mismatch. broken since mid 2019  “.... information won't sync to the healow app automatically as this has been reported as a known technical bug and our technical teams are already working on this issue. “  also, only works in portrait mode, really not intended for ipad. very bad implementation and deserves 0 stars!",2020-02-12 18:51:47
277,Frustrating Bugs,False,1,Chico Kids,frustrating bugs. this site has a few bugs that need to be worked out. the doctor’s office phone number was entered 4 times before accepting it.  the state where i live is not alabama - but i don’t care how many times i scrolled down to my state and made my selection then pressed “done” i could not change the state location from alabama to the correct state.  you think that maybe why the system can’t locate my doctor? he is not in alabama!  🥴 frustrating system!,2019-05-01 13:02:36
278,Useless,False,1,Ms.Flutey,"useless. this app takes forever to retrieve data. it takes ok 2 minutes to switch from my appointment list to the notes on one of those appointments. the text is so small and light gray that the only way to read it is to take a screen shot, increase the contrast, and then zoom in to the part i want to read. what a complete waste of my time. i will share this info with my doctor’s office and ask them to find an app that will be helpful to their patients.",2019-01-27 12:30:06
279,Really not a good app,False,1,Dobie McArthur,really not a good app. i use this only because my doctor’s office uses it. does not work well. not intuitive and generally difficult to get anything done. hard to believe my doctor couldn’t find a better app.   specifics-very difficult to order a new prescription. impossible to turn off the reminder to take my pills. been trying to turn it off for a while and there just isn’t a way to do it.,2022-04-17 17:42:27
280,Issues connecting FitBit,False,3,beckly_freckly,issues connecting fitbit. the app takes me through the process without a problem until it comes to actually allowing access to data. when i tried to report the problem through the app it said i had made an invalid request.,2020-11-30 21:12:15
281,User friendly?,False,2,94jag,user friendly? this app is not very user friendly.  when trying to find my provider the app had a hard time locating my doctor by name.  i finally searched by clinic but i still couldn’t select my doctor from the list.  really clunky but then it has two party authentication (probably required by some hippa law) so kudos for having the two party authentication.,2021-04-30 12:03:36
282,Not user friendly,False,2,needsworkthisisannoying,"not user friendly. i love the theory, but this app is not the least bit user friendly. if the point is to link all your providers together for easier communication, why is everything so separate and difficult to navigate? trying to set up a new account with a dr office is a nightmare. since that’s done it’s not so bad but there are definitely improvements to be made to the user platform.",2019-10-15 21:26:29
283,Clumsy and Useless,False,1,jfthomas,"clumsy and useless. one would think that an app such as this is meant to make things more convenient, but this app fails miserably.  it really serves no useful purpose.  for example:  an obvious function (to me, at least) of the app would be the ability to export an appointment to the ios calendar.  with this app, it’s not even possible to copy text for the purpose of pasting into the calendar. furthermore, if you go to the calendar (or anything else) you have to log back onto this app. n",2018-03-28 18:54:06
284,Dismal onboarding experience,False,1,Pcendeavorsny,dismal onboarding experience. wants everything. required everything. forced you to engage or not have access to labs. twisted twisted or just badly designed. this app is an example of why there are trust issues between people and service providers. i just want my bleeping results. i don’t want to authorize a million things and as soon as i get my results i intend to record and delete the app and all such permission.  you made it weird and creepy.,2021-10-21 14:04:32
285,Glitches,False,2,Shanifurs,glitches. was working great and had all my info and my doctor’s and my spouses. i asked them to find a doctor for me because i could not and boom all my info erased completely and won’t let me sign in or start over as it can’t find my doctor’s all of a sudden. do not follow the prompts to find one of your doctor’s. they will lose all that you have in there. what a giant headache!,2021-09-23 23:08:31
286,Statements & Paying Bills,False,4,bocaciega,statements & paying bills. i haven’t had to use the app for anything yet except for looking at my statement. my doctors office said they uploaded my statement to the portal. but i cannot find it anywhere. there does not seem to be a billing or statements feature on the mobile app.,2021-04-21 16:43:17
287,Cannot change or correct email address,False,3,Mick from Syracuse,"cannot change or correct email address. attempted to fix an issue with current email address there is no link to change or correct, you cannot email to correct......limited help available for non doctor related questions",2020-10-16 17:22:34
288,Cant sync with Apple Health or schedule appts,False,2,joshspicer_,"cant sync with apple health or schedule appts. compared to a lot of over health provider app, this app doesn’t do much.   i’d like to be able to sync the data here with apple health so i wouldn’t have to try to navigate this app’s difficult ui.   my provider doesn’t seem to receive any messages i send through the app, and also doesn’t respond to any appointments  requests",2020-11-22 13:05:26
289,Could use some improvements,False,3,DarlynGabby,could use some improvements. i like being able to communicate with my doctor and see my meds. would be great if we could communicate back and forth with the same thread. it’s frustrating hack g to start a new one with every reply. please fix this. it should function much like epic/mychart,2022-03-03 18:03:16
290,Terrible,False,1,Dearlyb,"terrible. if i could give it a zero i would. worst patient portal ever. i’ve decided based on current experience with two practices using it to switch out of both practices to ones which use a portal more user friendly. they do exist-both u of m and henry ford have better ones that do not send you a blizzard of contradictory messages or notify you of appointments a week after they happened, are more compatible with chrome.",2020-10-01 19:58:10
291,Please improve the interface!,False,2,christidestrom,"please improve the interface! to for example, request a prescription from my doctor's office, i have to take multiple screenshots and zoom in, just to be able to see what's on the screen! please update the app with better contrast and a bit larger buttons and icons! the app itself is pretty good, but the interface is just way too hard to read for even slightly visually impaired people. like me.",2020-02-01 14:05:07
292,Mr,False,5,Warrior907,"mr. i have been using the older version of the app since my doctor suggested me, after upgrade to this latest version i am totally amazed with the enhancements they have did.  the best part of this app is you can be aware about the upcoming appointments.",2017-06-06 09:08:06
293,Instant Accessibility,False,5,J1M999,instant accessibility. i really enjoy being able to communicate with my doctor’s office and getting my questions answered through the app and even refill my prescriptions.,2022-03-14 11:32:33
294,Why the changes on….,False,3,Subra333,"why the changes on…. i have used this healow app for a long time. recently, i noticed that i have been receiving a message, stating that i need to go into my settings & make a passcode before i can use this app or even get into my phone! i think i should have the option! not be ordered to do it. thank you, subra 333",2021-11-09 20:31:24
295,"Great idea, not quite there",False,3,JJ Da GymRat,"great idea, not quite there. great idea and it serves it purpose and then some. unfortunately it does not offer the more popular devices to sync up with(a section you are able to share with your health providers). hopefully that will change, especially with the way healthcare is now.",2020-11-14 17:54:34
296,Can’t enroll multiple family member and no help,False,1,Cuneo777,can’t enroll multiple family member and no help. i tried to figure out how to enroll three children. i can only enroll one. i tried to access support but there’s none available unless you have a problem with your login id or your password. there is no online chat and there’s no way to email this app admin. unfortunately i had to delete it from my phone and tell my doctor that we won’t be using it.,2021-02-23 19:05:14
297,Notifications,False,2,KC1974,"notifications. by any chance can notifications work? if i get a test result or a message from my provider, i have to manually go in and check if anything is there. i have notifications enabled in ios settings but there are no notifications from the app, and no settings to manage notifications in the app either.",2021-02-19 19:12:48
298,Too nosy,False,1,De-Tetris,"too nosy. this app requires microphone access, camera access, and notifications to be enabled. unless you’re doing a telehealth appointment, there’s no reason to need the microphone and camera. this is a privacy issue, which a medical app should be aware of. and it should be up to the user to decide if notifications should be enabled. i will not be using the app until these issues are fixed. i’ll have to resort to calling the office.",2021-02-08 13:44:54
299,Ignores,False,1,Radish Italia,"ignores. i have had the app for many years. when i want to add two new providers - it does not find them even with their respective codes. o,d app is same...but has a 4 number pin. it should not be difficult! it app mentions “your credentials provided ....by physician...” yeah right! when i use my user name and password - it works for one provider but comes up invalid on the other..and yes i used the proper codes etc. one sign in should work for all!!",2020-09-29 17:50:56
300,App is really slow,False,3,Andreea Powell,"app is really slow. the app is taking very long to load the data . sometimes after waiting a while, an error message appears and needs to be restarted the idea of the app itself is very good and i find it very useful but needs improvements. also the vitals should be kept in the historic . much more useful for me as a patient",2019-04-05 03:27:44
301,Fine when it works,False,2,LawHog,"fine when it works. my clinic switched to this app a few months ago. when it works it does what i need. however, today i needed to request a medication refill and send a message to my doctor. the app is running so slow it felt like being back on a dial-up connection. additionally, i kept receiving errors when i tried to send a message to my doc. just doesn’t seem very reliable.",2019-02-25 20:20:36
302,Worse health app ever used,False,1,GitanaB,"worse health app ever used. this app is full of glitches and its so difficult to make it do somethin right. i have being tryin to connect my provider to the app and i just cant because the app just stay in the same page even after me clicking next, try with name and address and its the same. the only way to access my stuff is thru the browser link the doctor sent me! the app is really bad!",2021-11-24 15:03:20
303,Not Impressed,False,2,LizzyOM,"not impressed. when asked to log in, it always says my info is incorrect even when i know it’s not. why ask for a pin and a password when you don’t remember either?  finally, it can’t seem to locate my doctor or the practice. very annoying and frustrating app to use. more like, can’t use because it doesn’t work.",2021-07-09 13:31:24
304,Worst medical practitioner APP,False,1,Your nameistaken,"worst medical practitioner app. this app may please the medical practitioners, but it is user unfriendly and 99% of the time the practitioner cannot be located.  it fails on several fronts:  practicality, time, and justification of it's difficulty to use.  hello!  not all patients are computer whizzes.  i have a good grasp of how to operate most other apps in this field, but i’m not going to spend  time trying to communicate in this manner when there are many great, safe apps available.",2021-02-23 01:15:00
305,Medical records,False,5,Wade.Susan,"medical records. my doctor is with optima and i am seen in prescott, az.  they are so great about updating my records! this ap is great! i always forget my appts and i can look on this ap very quickly to see when my appointments are! it’s so fast too! thanks",2020-10-28 00:19:02
306,Hideous login experience,False,1,silverspace,"hideous login experience. the mobile app uses a pin to log in, not the credentials from the web site. it should allow me to use the web site credentials and my password keychain to store the credentials.  also, it seems that if i don’t log in often enough, the credentials expire. i do not see my doctor that often, so the net result is that every time i try to login, i have to phone my provider and reset the password.",2020-10-15 22:01:07
307,"Not so great, but could be.",False,2,Ritgo,"not so great, but could be. glad we have this connection to our doctor. when composing messages, the search feature does not always find my doctor, and there are too many steps to go through to compose a message. can i isolate or save my doctor’s name so i can just automatically send a message to him?  right now i don’t see a way to do that.",2020-08-13 14:10:14
308,Useless App,False,1,bicwood,"useless app. i do not know if it is a problem with the app or a problem with hca/st. david’s  practice administration, but the result is that this app is useless.  there are always issues with logging in and today (june, 2020) the latest data i could see was from april 2019.  this type of thing has been an ongoing problem.  if you try to talk to the clinic people about it, they just complain about all of their issues with the software.",2020-06-29 14:29:00
309,Worst Health App Ever,False,1,peooelel,"worst health app ever. my physician has wasted money on this application.  even after the support desk helped the office with the appointment section of the app, the only thing i can see is past appointments.  on top of that, i can’t see anything in most other sections of the app.  this app doesn’t even work on my desktop.  if it were up to me, i’d fire this company because there are better apps out there.  i know this because my other physicians have apps that work very well.",2020-02-06 15:17:28
310,No Apple Health Connection?!?,False,3,Wafflechipbball,"no apple health connection?!? i like this app, it keeps all my doctor i for in one place, but i'm extremely disappointed that i can't connect my apple health app or my apple watch! if this app is available on the apple store, why can't i connect anything apple related to the app?! it's the best way to track health on iphones, what sense does it make that we can't connect it?!?! please add support for this...",2017-07-27 17:00:02
311,No special characters allowed?,False,2,KellyMakesThings,"no special characters allowed? every time i try and send a message to my doctor, i have to go back in and remove any ‘special characters’ before the message will send. apparently an apostrophe counts as ‘special’??  please repair it so that shortcuts like the use of conjunctions, ampersands, etc are allowed. having to comb through my message and pull out characters in order to get my message to send is driving me bananas!",2018-11-02 13:44:24
312,Love the convenience,False,3,Vango1972,love the convenience. the platform for this app is awesome. i think the only thing i dislike about it is it does not send you notifications. i have to manually go in and look for a response even though the settings i have are sent to allow for notifications.,2021-02-22 20:14:21
313,Horrible experiences,False,1,bhumda,horrible experiences. i absolutely hate this app. it’s very difficult to navigate. i received emails telling me that i have appointment visit notes available and then i get to the app and i can’t find the notes i’ve looked everywhere and nothing exists. sometimes i receive an email saying that i had an appointment on such and such a date and that appointment never existed. again i absolutely hate this application,2022-04-16 06:15:14
314,Pay Bill,False,1,Gary.B,"pay bill. i’ve with acton medical in ma and the simple thing i’m trying to do is pay my bill. i cannot pay it through the app, and the payment section of the portal website won’t show all the fields on my iphone 12 pro max to be able to see all the fields to enter the data to make my payment.  aweful app and service, and way worse than followmyhealth the previous service which worked.",2022-04-14 20:02:24
315,Review,False,5,patient happy,review. i really like this app. easy to used and i got a response from my doctor in less than 24 hours without having to wait on the phone. 👍,2022-04-03 18:29:39
316,Can’t use the app,False,1,Mama MelE,"can’t use the app. in the past, i have loved this app because i could access all my records with my doctor. however, a recent update is now trying to require me to set a passcode on my iphone to use the app!!  i have always had a passcode for the app, but i am not going to be controlled by an app to lock my entire phone with a passcode just to be able to use this app!  one app is not going to dictate how i use my phone!!",2021-11-28 08:36:44
317,Needs improvement,False,2,Jerwan30,"needs improvement. with all the new technologies that are out the  app could use a major overhaul.  it would be extremely helpful to be able to link the app to apple health and to be used on the apple watch.  especially since the watch can measure heart rates, oxygen, exercise etc and report it to your physicians.  gives a whole new meaning to healthcare.",2021-10-29 11:11:41
318,Poor in most aspects,False,1,msheltra,poor in most aspects. prepare to write text in a very limited fashion’s like no punctuation marks etc. and prepare to get logged out and then locked out or unable to login on a regular basis. many doctors want you to sign in through portals and you have to use their application unfortunately instead of all of them getting together and using a universal portal you get this - a really poor choice of a software package for a doctors portal,2020-09-26 17:48:08
319,Can not login,False,1,Hanyusa2010,can not login. i just downloaded the app and every time i try to search my doctor with the three options available the search comes out blank page and even if i try the option that can’t find my doctor it also comes out blank so i can’t find my doctor to login even though i can login using google browser but the app doesn’t work at all. please fix it asap,2020-05-15 10:39:31
320,"Ok, needs help",False,3,Hezmana ,"ok, needs help. initial login is very clunky, could be much more streamlined.  the app is very slow in accessing the data compared to logging in to a patient portal on a web browser.  in addition you really can’t do anything with the app but view data.  no ability to fill in forms/questionnaires.",2021-02-17 16:32:52
321,Developers could do better with this app,False,2,TimeWolf,developers could do better with this app. i love the idea of this app but functionally it does little to help manage my health.  if you want limited reporting and communications with your health services healow is for you. so much potential but delivers almost nothing.  there are hundreds of medical provider apps that will read data from an apple watch but not healow.  i think this app has cut lots of corners and sold health care groups vaporware.,2019-10-30 15:26:40
322,Bad software,False,1,xtdr1,"bad software. i used the app on my old ipad , no problem. just got a new ipad the app will not recognize my last name. went to the company website couldn’t send e-mail. tried to logon again , it said to verify me it will send me a text message, no text message ever sent requested again, no text. tried a different way it said we will send  me an e-mail , no e-mail ! finally got the e-mail , totally useless! not even going to go on with this story it’s ridiculous.",2019-04-25 13:48:48
323,Incredible App!,False,5,Hendewerk,"incredible app! i love the new app.  it is so easy to login, very intuitive to use.  easy access to all my records. my lab and test results show up quickly and are easy to find.  easy to email my doctor.  love everything about it.",2017-10-21 10:36:06
324,Easy to use,False,5,nismas blanket,"easy to use. love the app & having email access to my doctor is a great improvement over calling the office. records are right there, easy to find, test results too. love it!",2022-03-25 14:55:43
325,Good start but needs a lot of patches,False,3,AM2188Health,good start but needs a lot of patches. i can’t see previous messages or reply to old ones. they disappear after being opened. i couldn’t refill my meds; the option isn’t available even though it says i should be able to.,2022-04-12 13:27:30
326,Housewife,False,1,JLauver2109,"housewife. i was told i needed to update my app, the app i have will no longer work. this is what i was told when i went to open my previous app so that i could order my meds. now that i have downloaded the app i can not even open it, so now what i had on my previous app is lost. not happy with this app at all. with times being like they are i’m needing to refill my prescription, and can not do so.  not happy customer  jean",2020-05-19 22:09:58
327,Concerned user,False,4,horse gorilla,concerned user. tried to use app for another doctors office. could not find the section that lets me refer to the other practice. this makes it impossible to use for the new doctors office. this review section won’t even allow me to send comments.,2020-06-13 00:54:38
328,Increasingly helpful,False,4,Skanky 007,increasingly helpful. the more i use this the more i like it. what i like most is being able to share lab results with other doctors as opposed to having to rely on an office sending them along for me. kind of empowering. i am also able to track my results as needed.,2019-02-16 22:28:04
