,title,rating,isEdited,content,userName,date,developerBody,developerID,developerModified,sentenceNumber,sentence,reviewNumber
80,MAYO KNOWS APPS! THIS IS GREAT!,5,False,mayo knows apps! this is great! the best and most useful app of all! and if there’s a glitch they don’t waste time fixing it!!!! they continually surveil it and check for proper operation. it’s a dang good virtual tool for all health needs & keeping in touch with your care team. billing information and payment ability (even the option to set up payment plans) is right there too! this is the best and well-maintained app in the store!!!!!  ps... you can also contact their tech team directly via phone! that is sure different and comforting. they truly care!!!! all apps should be so wonderful! apple should mandate this type service with all its apps allowed on their app store!!!!! unfortunately they don’t seem to care except to collect their share…we all know how impossible it is to get any tech support with most every app that apple allows to be available on their store!!!,TITANIUMPATRIOT,2022-01-20 07:08:42,nan,nan,nan,7,billing information and payment ability (even the option to set up payment plans) is right there too!,8
81,MAYO KNOWS APPS! THIS IS GREAT!,5,False,mayo knows apps! this is great! the best and most useful app of all! and if there’s a glitch they don’t waste time fixing it!!!! they continually surveil it and check for proper operation. it’s a dang good virtual tool for all health needs & keeping in touch with your care team. billing information and payment ability (even the option to set up payment plans) is right there too! this is the best and well-maintained app in the store!!!!!  ps... you can also contact their tech team directly via phone! that is sure different and comforting. they truly care!!!! all apps should be so wonderful! apple should mandate this type service with all its apps allowed on their app store!!!!! unfortunately they don’t seem to care except to collect their share…we all know how impossible it is to get any tech support with most every app that apple allows to be available on their store!!!,TITANIUMPATRIOT,2022-01-20 07:08:42,nan,nan,nan,8,this is the best and well - maintained app in the store!!!!!,8
82,MAYO KNOWS APPS! THIS IS GREAT!,5,False,mayo knows apps! this is great! the best and most useful app of all! and if there’s a glitch they don’t waste time fixing it!!!! they continually surveil it and check for proper operation. it’s a dang good virtual tool for all health needs & keeping in touch with your care team. billing information and payment ability (even the option to set up payment plans) is right there too! this is the best and well-maintained app in the store!!!!!  ps... you can also contact their tech team directly via phone! that is sure different and comforting. they truly care!!!! all apps should be so wonderful! apple should mandate this type service with all its apps allowed on their app store!!!!! unfortunately they don’t seem to care except to collect their share…we all know how impossible it is to get any tech support with most every app that apple allows to be available on their store!!!,TITANIUMPATRIOT,2022-01-20 07:08:42,nan,nan,nan,9,postscript...,8
83,MAYO KNOWS APPS! THIS IS GREAT!,5,False,mayo knows apps! this is great! the best and most useful app of all! and if there’s a glitch they don’t waste time fixing it!!!! they continually surveil it and check for proper operation. it’s a dang good virtual tool for all health needs & keeping in touch with your care team. billing information and payment ability (even the option to set up payment plans) is right there too! this is the best and well-maintained app in the store!!!!!  ps... you can also contact their tech team directly via phone! that is sure different and comforting. they truly care!!!! all apps should be so wonderful! apple should mandate this type service with all its apps allowed on their app store!!!!! unfortunately they don’t seem to care except to collect their share…we all know how impossible it is to get any tech support with most every app that apple allows to be available on their store!!!,TITANIUMPATRIOT,2022-01-20 07:08:42,nan,nan,nan,10,you can also contact their tech team directly via phone!,8
84,MAYO KNOWS APPS! THIS IS GREAT!,5,False,mayo knows apps! this is great! the best and most useful app of all! and if there’s a glitch they don’t waste time fixing it!!!! they continually surveil it and check for proper operation. it’s a dang good virtual tool for all health needs & keeping in touch with your care team. billing information and payment ability (even the option to set up payment plans) is right there too! this is the best and well-maintained app in the store!!!!!  ps... you can also contact their tech team directly via phone! that is sure different and comforting. they truly care!!!! all apps should be so wonderful! apple should mandate this type service with all its apps allowed on their app store!!!!! unfortunately they don’t seem to care except to collect their share…we all know how impossible it is to get any tech support with most every app that apple allows to be available on their store!!!,TITANIUMPATRIOT,2022-01-20 07:08:42,nan,nan,nan,11,that is sure different and comforting.,8
85,MAYO KNOWS APPS! THIS IS GREAT!,5,False,mayo knows apps! this is great! the best and most useful app of all! and if there’s a glitch they don’t waste time fixing it!!!! they continually surveil it and check for proper operation. it’s a dang good virtual tool for all health needs & keeping in touch with your care team. billing information and payment ability (even the option to set up payment plans) is right there too! this is the best and well-maintained app in the store!!!!!  ps... you can also contact their tech team directly via phone! that is sure different and comforting. they truly care!!!! all apps should be so wonderful! apple should mandate this type service with all its apps allowed on their app store!!!!! unfortunately they don’t seem to care except to collect their share…we all know how impossible it is to get any tech support with most every app that apple allows to be available on their store!!!,TITANIUMPATRIOT,2022-01-20 07:08:42,nan,nan,nan,12,they truly care!!!!,8
86,MAYO KNOWS APPS! THIS IS GREAT!,5,False,mayo knows apps! this is great! the best and most useful app of all! and if there’s a glitch they don’t waste time fixing it!!!! they continually surveil it and check for proper operation. it’s a dang good virtual tool for all health needs & keeping in touch with your care team. billing information and payment ability (even the option to set up payment plans) is right there too! this is the best and well-maintained app in the store!!!!!  ps... you can also contact their tech team directly via phone! that is sure different and comforting. they truly care!!!! all apps should be so wonderful! apple should mandate this type service with all its apps allowed on their app store!!!!! unfortunately they don’t seem to care except to collect their share…we all know how impossible it is to get any tech support with most every app that apple allows to be available on their store!!!,TITANIUMPATRIOT,2022-01-20 07:08:42,nan,nan,nan,13,all apps should be so wonderful!,8
87,MAYO KNOWS APPS! THIS IS GREAT!,5,False,mayo knows apps! this is great! the best and most useful app of all! and if there’s a glitch they don’t waste time fixing it!!!! they continually surveil it and check for proper operation. it’s a dang good virtual tool for all health needs & keeping in touch with your care team. billing information and payment ability (even the option to set up payment plans) is right there too! this is the best and well-maintained app in the store!!!!!  ps... you can also contact their tech team directly via phone! that is sure different and comforting. they truly care!!!! all apps should be so wonderful! apple should mandate this type service with all its apps allowed on their app store!!!!! unfortunately they don’t seem to care except to collect their share…we all know how impossible it is to get any tech support with most every app that apple allows to be available on their store!!!,TITANIUMPATRIOT,2022-01-20 07:08:42,nan,nan,nan,14,apple should mandate this type service with all its apps allowed on their app store!!!!!,8
88,MAYO KNOWS APPS! THIS IS GREAT!,5,False,mayo knows apps! this is great! the best and most useful app of all! and if there’s a glitch they don’t waste time fixing it!!!! they continually surveil it and check for proper operation. it’s a dang good virtual tool for all health needs & keeping in touch with your care team. billing information and payment ability (even the option to set up payment plans) is right there too! this is the best and well-maintained app in the store!!!!!  ps... you can also contact their tech team directly via phone! that is sure different and comforting. they truly care!!!! all apps should be so wonderful! apple should mandate this type service with all its apps allowed on their app store!!!!! unfortunately they don’t seem to care except to collect their share…we all know how impossible it is to get any tech support with most every app that apple allows to be available on their store!!!,TITANIUMPATRIOT,2022-01-20 07:08:42,nan,nan,nan,15,unfortunately they do not seem to care except to collect their share  we all know how impossible it is to get any tech support with most every app that apple allows to be available on their store!!!,8
89,Was a useful app,1,False,"was a useful app. getting past and reporting bugs is impossible. if a person is expected to use an app provided to access and report bugs and app issues, there should be an open line to it to report bugs and issues and not some roadblock. i have done all possible troubleshooting steps i can and still cannot access the app's reporting feature…thus forcing this change in rating. if they were simple issues i wouldn't bother complaining. however, when the app makes it impossible to take surveys, report dates and send bug reports there is a significant issue.  old review: i've recently started using the app. the set up wasn't easy at first (numbers! i hate punching numbers) but after i got logged in and working it has been a champ. a trip to the er with the app helped me keep abreast of my lab results and allowed me ask the physician good questions about my health and results. there is always room for improvement, like definitions, etc. however, after my initial hassle, this app has been very useful to me when i needed it...thankfully, not often.",books54751,2021-12-28 18:15:32,nan,nan,nan,1,was a useful app.,9
90,Was a useful app,1,False,"was a useful app. getting past and reporting bugs is impossible. if a person is expected to use an app provided to access and report bugs and app issues, there should be an open line to it to report bugs and issues and not some roadblock. i have done all possible troubleshooting steps i can and still cannot access the app's reporting feature…thus forcing this change in rating. if they were simple issues i wouldn't bother complaining. however, when the app makes it impossible to take surveys, report dates and send bug reports there is a significant issue.  old review: i've recently started using the app. the set up wasn't easy at first (numbers! i hate punching numbers) but after i got logged in and working it has been a champ. a trip to the er with the app helped me keep abreast of my lab results and allowed me ask the physician good questions about my health and results. there is always room for improvement, like definitions, etc. however, after my initial hassle, this app has been very useful to me when i needed it...thankfully, not often.",books54751,2021-12-28 18:15:32,nan,nan,nan,2,getting past and reporting bugs is impossible.,9
91,Was a useful app,1,False,"was a useful app. getting past and reporting bugs is impossible. if a person is expected to use an app provided to access and report bugs and app issues, there should be an open line to it to report bugs and issues and not some roadblock. i have done all possible troubleshooting steps i can and still cannot access the app's reporting feature…thus forcing this change in rating. if they were simple issues i wouldn't bother complaining. however, when the app makes it impossible to take surveys, report dates and send bug reports there is a significant issue.  old review: i've recently started using the app. the set up wasn't easy at first (numbers! i hate punching numbers) but after i got logged in and working it has been a champ. a trip to the er with the app helped me keep abreast of my lab results and allowed me ask the physician good questions about my health and results. there is always room for improvement, like definitions, etc. however, after my initial hassle, this app has been very useful to me when i needed it...thankfully, not often.",books54751,2021-12-28 18:15:32,nan,nan,nan,3,"if a person is expected to use an app provided to access and report bugs and app issues, there should be an open line to it to report bugs and issues and not some roadblock.",9
92,Was a useful app,1,False,"was a useful app. getting past and reporting bugs is impossible. if a person is expected to use an app provided to access and report bugs and app issues, there should be an open line to it to report bugs and issues and not some roadblock. i have done all possible troubleshooting steps i can and still cannot access the app's reporting feature…thus forcing this change in rating. if they were simple issues i wouldn't bother complaining. however, when the app makes it impossible to take surveys, report dates and send bug reports there is a significant issue.  old review: i've recently started using the app. the set up wasn't easy at first (numbers! i hate punching numbers) but after i got logged in and working it has been a champ. a trip to the er with the app helped me keep abreast of my lab results and allowed me ask the physician good questions about my health and results. there is always room for improvement, like definitions, etc. however, after my initial hassle, this app has been very useful to me when i needed it...thankfully, not often.",books54751,2021-12-28 18:15:32,nan,nan,nan,4,i have done all possible troubleshooting steps i can and still cannot access the app's reporting feature  thus forcing this change in rating.,9
93,Was a useful app,1,False,"was a useful app. getting past and reporting bugs is impossible. if a person is expected to use an app provided to access and report bugs and app issues, there should be an open line to it to report bugs and issues and not some roadblock. i have done all possible troubleshooting steps i can and still cannot access the app's reporting feature…thus forcing this change in rating. if they were simple issues i wouldn't bother complaining. however, when the app makes it impossible to take surveys, report dates and send bug reports there is a significant issue.  old review: i've recently started using the app. the set up wasn't easy at first (numbers! i hate punching numbers) but after i got logged in and working it has been a champ. a trip to the er with the app helped me keep abreast of my lab results and allowed me ask the physician good questions about my health and results. there is always room for improvement, like definitions, etc. however, after my initial hassle, this app has been very useful to me when i needed it...thankfully, not often.",books54751,2021-12-28 18:15:32,nan,nan,nan,5,if they were simple issues i would not bother complaining.,9
94,Was a useful app,1,False,"was a useful app. getting past and reporting bugs is impossible. if a person is expected to use an app provided to access and report bugs and app issues, there should be an open line to it to report bugs and issues and not some roadblock. i have done all possible troubleshooting steps i can and still cannot access the app's reporting feature…thus forcing this change in rating. if they were simple issues i wouldn't bother complaining. however, when the app makes it impossible to take surveys, report dates and send bug reports there is a significant issue.  old review: i've recently started using the app. the set up wasn't easy at first (numbers! i hate punching numbers) but after i got logged in and working it has been a champ. a trip to the er with the app helped me keep abreast of my lab results and allowed me ask the physician good questions about my health and results. there is always room for improvement, like definitions, etc. however, after my initial hassle, this app has been very useful to me when i needed it...thankfully, not often.",books54751,2021-12-28 18:15:32,nan,nan,nan,6,"however, when the app makes it impossible to take surveys, report dates and send bug reports there is a significant issue.",9
95,Was a useful app,1,False,"was a useful app. getting past and reporting bugs is impossible. if a person is expected to use an app provided to access and report bugs and app issues, there should be an open line to it to report bugs and issues and not some roadblock. i have done all possible troubleshooting steps i can and still cannot access the app's reporting feature…thus forcing this change in rating. if they were simple issues i wouldn't bother complaining. however, when the app makes it impossible to take surveys, report dates and send bug reports there is a significant issue.  old review: i've recently started using the app. the set up wasn't easy at first (numbers! i hate punching numbers) but after i got logged in and working it has been a champ. a trip to the er with the app helped me keep abreast of my lab results and allowed me ask the physician good questions about my health and results. there is always room for improvement, like definitions, etc. however, after my initial hassle, this app has been very useful to me when i needed it...thankfully, not often.",books54751,2021-12-28 18:15:32,nan,nan,nan,7,old review: it is recently started using the app.,9
96,Was a useful app,1,False,"was a useful app. getting past and reporting bugs is impossible. if a person is expected to use an app provided to access and report bugs and app issues, there should be an open line to it to report bugs and issues and not some roadblock. i have done all possible troubleshooting steps i can and still cannot access the app's reporting feature…thus forcing this change in rating. if they were simple issues i wouldn't bother complaining. however, when the app makes it impossible to take surveys, report dates and send bug reports there is a significant issue.  old review: i've recently started using the app. the set up wasn't easy at first (numbers! i hate punching numbers) but after i got logged in and working it has been a champ. a trip to the er with the app helped me keep abreast of my lab results and allowed me ask the physician good questions about my health and results. there is always room for improvement, like definitions, etc. however, after my initial hassle, this app has been very useful to me when i needed it...thankfully, not often.",books54751,2021-12-28 18:15:32,nan,nan,nan,8,the set up was not easy at first (numbers!,9
97,Was a useful app,1,False,"was a useful app. getting past and reporting bugs is impossible. if a person is expected to use an app provided to access and report bugs and app issues, there should be an open line to it to report bugs and issues and not some roadblock. i have done all possible troubleshooting steps i can and still cannot access the app's reporting feature…thus forcing this change in rating. if they were simple issues i wouldn't bother complaining. however, when the app makes it impossible to take surveys, report dates and send bug reports there is a significant issue.  old review: i've recently started using the app. the set up wasn't easy at first (numbers! i hate punching numbers) but after i got logged in and working it has been a champ. a trip to the er with the app helped me keep abreast of my lab results and allowed me ask the physician good questions about my health and results. there is always room for improvement, like definitions, etc. however, after my initial hassle, this app has been very useful to me when i needed it...thankfully, not often.",books54751,2021-12-28 18:15:32,nan,nan,nan,9,i hate punching numbers),9
98,Was a useful app,1,False,"was a useful app. getting past and reporting bugs is impossible. if a person is expected to use an app provided to access and report bugs and app issues, there should be an open line to it to report bugs and issues and not some roadblock. i have done all possible troubleshooting steps i can and still cannot access the app's reporting feature…thus forcing this change in rating. if they were simple issues i wouldn't bother complaining. however, when the app makes it impossible to take surveys, report dates and send bug reports there is a significant issue.  old review: i've recently started using the app. the set up wasn't easy at first (numbers! i hate punching numbers) but after i got logged in and working it has been a champ. a trip to the er with the app helped me keep abreast of my lab results and allowed me ask the physician good questions about my health and results. there is always room for improvement, like definitions, etc. however, after my initial hassle, this app has been very useful to me when i needed it...thankfully, not often.",books54751,2021-12-28 18:15:32,nan,nan,nan,10,but after i got logged in and working it has been a champ.,9
99,Was a useful app,1,False,"was a useful app. getting past and reporting bugs is impossible. if a person is expected to use an app provided to access and report bugs and app issues, there should be an open line to it to report bugs and issues and not some roadblock. i have done all possible troubleshooting steps i can and still cannot access the app's reporting feature…thus forcing this change in rating. if they were simple issues i wouldn't bother complaining. however, when the app makes it impossible to take surveys, report dates and send bug reports there is a significant issue.  old review: i've recently started using the app. the set up wasn't easy at first (numbers! i hate punching numbers) but after i got logged in and working it has been a champ. a trip to the er with the app helped me keep abreast of my lab results and allowed me ask the physician good questions about my health and results. there is always room for improvement, like definitions, etc. however, after my initial hassle, this app has been very useful to me when i needed it...thankfully, not often.",books54751,2021-12-28 18:15:32,nan,nan,nan,11,a trip to the er with the app helped me keep abreast of my lab results and allowed me ask the physician good questions about my health and results.,9
100,Was a useful app,1,False,"was a useful app. getting past and reporting bugs is impossible. if a person is expected to use an app provided to access and report bugs and app issues, there should be an open line to it to report bugs and issues and not some roadblock. i have done all possible troubleshooting steps i can and still cannot access the app's reporting feature…thus forcing this change in rating. if they were simple issues i wouldn't bother complaining. however, when the app makes it impossible to take surveys, report dates and send bug reports there is a significant issue.  old review: i've recently started using the app. the set up wasn't easy at first (numbers! i hate punching numbers) but after i got logged in and working it has been a champ. a trip to the er with the app helped me keep abreast of my lab results and allowed me ask the physician good questions about my health and results. there is always room for improvement, like definitions, etc. however, after my initial hassle, this app has been very useful to me when i needed it...thankfully, not often.",books54751,2021-12-28 18:15:32,nan,nan,nan,12,"there is always room for improvement, like definitions, etc.",9
101,Was a useful app,1,False,"was a useful app. getting past and reporting bugs is impossible. if a person is expected to use an app provided to access and report bugs and app issues, there should be an open line to it to report bugs and issues and not some roadblock. i have done all possible troubleshooting steps i can and still cannot access the app's reporting feature…thus forcing this change in rating. if they were simple issues i wouldn't bother complaining. however, when the app makes it impossible to take surveys, report dates and send bug reports there is a significant issue.  old review: i've recently started using the app. the set up wasn't easy at first (numbers! i hate punching numbers) but after i got logged in and working it has been a champ. a trip to the er with the app helped me keep abreast of my lab results and allowed me ask the physician good questions about my health and results. there is always room for improvement, like definitions, etc. however, after my initial hassle, this app has been very useful to me when i needed it...thankfully, not often.",books54751,2021-12-28 18:15:32,nan,nan,nan,13,"however, after my initial hassle, this app has been very useful to me when i needed it...",9
102,Was a useful app,1,False,"was a useful app. getting past and reporting bugs is impossible. if a person is expected to use an app provided to access and report bugs and app issues, there should be an open line to it to report bugs and issues and not some roadblock. i have done all possible troubleshooting steps i can and still cannot access the app's reporting feature…thus forcing this change in rating. if they were simple issues i wouldn't bother complaining. however, when the app makes it impossible to take surveys, report dates and send bug reports there is a significant issue.  old review: i've recently started using the app. the set up wasn't easy at first (numbers! i hate punching numbers) but after i got logged in and working it has been a champ. a trip to the er with the app helped me keep abreast of my lab results and allowed me ask the physician good questions about my health and results. there is always room for improvement, like definitions, etc. however, after my initial hassle, this app has been very useful to me when i needed it...thankfully, not often.",books54751,2021-12-28 18:15:32,nan,nan,nan,14,"thankfully, not often.",9
103,Autoimmune diseases,5,False,"autoimmune diseases. i am a physician . i am retired. due to severe  symptom’s of pain in my hands.  then it went into my feet.  i have always exercised.  i was a gold medal winner at age 6 in a national aau  swim meet, which was part of a five state division, montana, minnesota, nd and sd.  i graduated from the u minn in mpls.  i went on , as an adult to long distance running and 3x a week of weight lifting.  i then got into joseph pilates for 15 years until my instructor moved  back to seattle.  i also took vigorous and demanding yoga classes.  ashstanga, other yoga that extremely demanding.  i went through a year course to train to be a yoga instructor.  then i took an 18month course to learn accupuncture and chinese medicine.  yet, i am now at a point where walking is a challenge  due to inherited genetic problems.  does anything really work to treat autoimmune problems?  the side effects of autoimmune meds are worse than the diseases they are treating.",Take it as it is,2018-04-19 00:31:11,nan,nan,nan,1,autoimmune diseases.,10
104,Autoimmune diseases,5,False,"autoimmune diseases. i am a physician . i am retired. due to severe  symptom’s of pain in my hands.  then it went into my feet.  i have always exercised.  i was a gold medal winner at age 6 in a national aau  swim meet, which was part of a five state division, montana, minnesota, nd and sd.  i graduated from the u minn in mpls.  i went on , as an adult to long distance running and 3x a week of weight lifting.  i then got into joseph pilates for 15 years until my instructor moved  back to seattle.  i also took vigorous and demanding yoga classes.  ashstanga, other yoga that extremely demanding.  i went through a year course to train to be a yoga instructor.  then i took an 18month course to learn accupuncture and chinese medicine.  yet, i am now at a point where walking is a challenge  due to inherited genetic problems.  does anything really work to treat autoimmune problems?  the side effects of autoimmune meds are worse than the diseases they are treating.",Take it as it is,2018-04-19 00:31:11,nan,nan,nan,2,i am a physician.,10
105,Autoimmune diseases,5,False,"autoimmune diseases. i am a physician . i am retired. due to severe  symptom’s of pain in my hands.  then it went into my feet.  i have always exercised.  i was a gold medal winner at age 6 in a national aau  swim meet, which was part of a five state division, montana, minnesota, nd and sd.  i graduated from the u minn in mpls.  i went on , as an adult to long distance running and 3x a week of weight lifting.  i then got into joseph pilates for 15 years until my instructor moved  back to seattle.  i also took vigorous and demanding yoga classes.  ashstanga, other yoga that extremely demanding.  i went through a year course to train to be a yoga instructor.  then i took an 18month course to learn accupuncture and chinese medicine.  yet, i am now at a point where walking is a challenge  due to inherited genetic problems.  does anything really work to treat autoimmune problems?  the side effects of autoimmune meds are worse than the diseases they are treating.",Take it as it is,2018-04-19 00:31:11,nan,nan,nan,3,i am retired.,10
106,Autoimmune diseases,5,False,"autoimmune diseases. i am a physician . i am retired. due to severe  symptom’s of pain in my hands.  then it went into my feet.  i have always exercised.  i was a gold medal winner at age 6 in a national aau  swim meet, which was part of a five state division, montana, minnesota, nd and sd.  i graduated from the u minn in mpls.  i went on , as an adult to long distance running and 3x a week of weight lifting.  i then got into joseph pilates for 15 years until my instructor moved  back to seattle.  i also took vigorous and demanding yoga classes.  ashstanga, other yoga that extremely demanding.  i went through a year course to train to be a yoga instructor.  then i took an 18month course to learn accupuncture and chinese medicine.  yet, i am now at a point where walking is a challenge  due to inherited genetic problems.  does anything really work to treat autoimmune problems?  the side effects of autoimmune meds are worse than the diseases they are treating.",Take it as it is,2018-04-19 00:31:11,nan,nan,nan,4,due to severe symptom's of pain in my hands.,10
107,Autoimmune diseases,5,False,"autoimmune diseases. i am a physician . i am retired. due to severe  symptom’s of pain in my hands.  then it went into my feet.  i have always exercised.  i was a gold medal winner at age 6 in a national aau  swim meet, which was part of a five state division, montana, minnesota, nd and sd.  i graduated from the u minn in mpls.  i went on , as an adult to long distance running and 3x a week of weight lifting.  i then got into joseph pilates for 15 years until my instructor moved  back to seattle.  i also took vigorous and demanding yoga classes.  ashstanga, other yoga that extremely demanding.  i went through a year course to train to be a yoga instructor.  then i took an 18month course to learn accupuncture and chinese medicine.  yet, i am now at a point where walking is a challenge  due to inherited genetic problems.  does anything really work to treat autoimmune problems?  the side effects of autoimmune meds are worse than the diseases they are treating.",Take it as it is,2018-04-19 00:31:11,nan,nan,nan,5,then it went into my feet.,10
108,Autoimmune diseases,5,False,"autoimmune diseases. i am a physician . i am retired. due to severe  symptom’s of pain in my hands.  then it went into my feet.  i have always exercised.  i was a gold medal winner at age 6 in a national aau  swim meet, which was part of a five state division, montana, minnesota, nd and sd.  i graduated from the u minn in mpls.  i went on , as an adult to long distance running and 3x a week of weight lifting.  i then got into joseph pilates for 15 years until my instructor moved  back to seattle.  i also took vigorous and demanding yoga classes.  ashstanga, other yoga that extremely demanding.  i went through a year course to train to be a yoga instructor.  then i took an 18month course to learn accupuncture and chinese medicine.  yet, i am now at a point where walking is a challenge  due to inherited genetic problems.  does anything really work to treat autoimmune problems?  the side effects of autoimmune meds are worse than the diseases they are treating.",Take it as it is,2018-04-19 00:31:11,nan,nan,nan,6,i have always exercised.,10
109,Autoimmune diseases,5,False,"autoimmune diseases. i am a physician . i am retired. due to severe  symptom’s of pain in my hands.  then it went into my feet.  i have always exercised.  i was a gold medal winner at age 6 in a national aau  swim meet, which was part of a five state division, montana, minnesota, nd and sd.  i graduated from the u minn in mpls.  i went on , as an adult to long distance running and 3x a week of weight lifting.  i then got into joseph pilates for 15 years until my instructor moved  back to seattle.  i also took vigorous and demanding yoga classes.  ashstanga, other yoga that extremely demanding.  i went through a year course to train to be a yoga instructor.  then i took an 18month course to learn accupuncture and chinese medicine.  yet, i am now at a point where walking is a challenge  due to inherited genetic problems.  does anything really work to treat autoimmune problems?  the side effects of autoimmune meds are worse than the diseases they are treating.",Take it as it is,2018-04-19 00:31:11,nan,nan,nan,7,"i was a gold medal winner at age 6 in a national au swim meet, which was part of a five state division, montana, minnesota, and and secure digital.",10
110,Autoimmune diseases,5,False,"autoimmune diseases. i am a physician . i am retired. due to severe  symptom’s of pain in my hands.  then it went into my feet.  i have always exercised.  i was a gold medal winner at age 6 in a national aau  swim meet, which was part of a five state division, montana, minnesota, nd and sd.  i graduated from the u minn in mpls.  i went on , as an adult to long distance running and 3x a week of weight lifting.  i then got into joseph pilates for 15 years until my instructor moved  back to seattle.  i also took vigorous and demanding yoga classes.  ashstanga, other yoga that extremely demanding.  i went through a year course to train to be a yoga instructor.  then i took an 18month course to learn accupuncture and chinese medicine.  yet, i am now at a point where walking is a challenge  due to inherited genetic problems.  does anything really work to treat autoimmune problems?  the side effects of autoimmune meds are worse than the diseases they are treating.",Take it as it is,2018-04-19 00:31:11,nan,nan,nan,8,i graduated from the u mind in mils.,10
111,Autoimmune diseases,5,False,"autoimmune diseases. i am a physician . i am retired. due to severe  symptom’s of pain in my hands.  then it went into my feet.  i have always exercised.  i was a gold medal winner at age 6 in a national aau  swim meet, which was part of a five state division, montana, minnesota, nd and sd.  i graduated from the u minn in mpls.  i went on , as an adult to long distance running and 3x a week of weight lifting.  i then got into joseph pilates for 15 years until my instructor moved  back to seattle.  i also took vigorous and demanding yoga classes.  ashstanga, other yoga that extremely demanding.  i went through a year course to train to be a yoga instructor.  then i took an 18month course to learn accupuncture and chinese medicine.  yet, i am now at a point where walking is a challenge  due to inherited genetic problems.  does anything really work to treat autoimmune problems?  the side effects of autoimmune meds are worse than the diseases they are treating.",Take it as it is,2018-04-19 00:31:11,nan,nan,nan,9,"i went on, as an adult to long distance running and 3x a week of weight lifting.",10
112,Autoimmune diseases,5,False,"autoimmune diseases. i am a physician . i am retired. due to severe  symptom’s of pain in my hands.  then it went into my feet.  i have always exercised.  i was a gold medal winner at age 6 in a national aau  swim meet, which was part of a five state division, montana, minnesota, nd and sd.  i graduated from the u minn in mpls.  i went on , as an adult to long distance running and 3x a week of weight lifting.  i then got into joseph pilates for 15 years until my instructor moved  back to seattle.  i also took vigorous and demanding yoga classes.  ashstanga, other yoga that extremely demanding.  i went through a year course to train to be a yoga instructor.  then i took an 18month course to learn accupuncture and chinese medicine.  yet, i am now at a point where walking is a challenge  due to inherited genetic problems.  does anything really work to treat autoimmune problems?  the side effects of autoimmune meds are worse than the diseases they are treating.",Take it as it is,2018-04-19 00:31:11,nan,nan,nan,10,i then got into joseph pilates for 15 years until my instructor moved back to seattle.,10
113,Autoimmune diseases,5,False,"autoimmune diseases. i am a physician . i am retired. due to severe  symptom’s of pain in my hands.  then it went into my feet.  i have always exercised.  i was a gold medal winner at age 6 in a national aau  swim meet, which was part of a five state division, montana, minnesota, nd and sd.  i graduated from the u minn in mpls.  i went on , as an adult to long distance running and 3x a week of weight lifting.  i then got into joseph pilates for 15 years until my instructor moved  back to seattle.  i also took vigorous and demanding yoga classes.  ashstanga, other yoga that extremely demanding.  i went through a year course to train to be a yoga instructor.  then i took an 18month course to learn accupuncture and chinese medicine.  yet, i am now at a point where walking is a challenge  due to inherited genetic problems.  does anything really work to treat autoimmune problems?  the side effects of autoimmune meds are worse than the diseases they are treating.",Take it as it is,2018-04-19 00:31:11,nan,nan,nan,11,i also took vigorous and demanding yoga classes.,10
114,Autoimmune diseases,5,False,"autoimmune diseases. i am a physician . i am retired. due to severe  symptom’s of pain in my hands.  then it went into my feet.  i have always exercised.  i was a gold medal winner at age 6 in a national aau  swim meet, which was part of a five state division, montana, minnesota, nd and sd.  i graduated from the u minn in mpls.  i went on , as an adult to long distance running and 3x a week of weight lifting.  i then got into joseph pilates for 15 years until my instructor moved  back to seattle.  i also took vigorous and demanding yoga classes.  ashstanga, other yoga that extremely demanding.  i went through a year course to train to be a yoga instructor.  then i took an 18month course to learn accupuncture and chinese medicine.  yet, i am now at a point where walking is a challenge  due to inherited genetic problems.  does anything really work to treat autoimmune problems?  the side effects of autoimmune meds are worse than the diseases they are treating.",Take it as it is,2018-04-19 00:31:11,nan,nan,nan,12,"ashstanga, other yoga that extremely demanding.",10
115,Autoimmune diseases,5,False,"autoimmune diseases. i am a physician . i am retired. due to severe  symptom’s of pain in my hands.  then it went into my feet.  i have always exercised.  i was a gold medal winner at age 6 in a national aau  swim meet, which was part of a five state division, montana, minnesota, nd and sd.  i graduated from the u minn in mpls.  i went on , as an adult to long distance running and 3x a week of weight lifting.  i then got into joseph pilates for 15 years until my instructor moved  back to seattle.  i also took vigorous and demanding yoga classes.  ashstanga, other yoga that extremely demanding.  i went through a year course to train to be a yoga instructor.  then i took an 18month course to learn accupuncture and chinese medicine.  yet, i am now at a point where walking is a challenge  due to inherited genetic problems.  does anything really work to treat autoimmune problems?  the side effects of autoimmune meds are worse than the diseases they are treating.",Take it as it is,2018-04-19 00:31:11,nan,nan,nan,13,i went through a year course to train to be a yoga instructor.,10
