text	factuality
:) hope you'll feel better soon!	NOT_LABELED
Hi there, Thanks for the response.	NOT_LABELED
I eat tomato with most meals and have never had issues.	EXPERIENCE
About 5 years ago, I had an operation and was covered with the anti-bacterial stuff (think Betadine?) and the next day I had a huge rash all over the area!	EXPERIENCE
I was then told that I am allergic to Iodine and that I should avoid fish as it is high in Iodine - especially Salmon.	EXPERIENCE
My diet is rich in fish and until 2 weeks ago, I had no reaction from Oysters or salmon, etc.	EXPERIENCE
Could it be that my body is just acting out now and that I should avoid anything fishy?	OPINION
I still have the hives in my neck and it is driving me nuts!	EXPERIENCE
How long will it take to go away?	FACT
Hi, I am now on Prednisone for 5 days and some cream.	EXPERIENCE
Fish and Shellfish allergy and I am really bummed as I love fish!	OPINION
Sorry to hear that.	OPINION
Folks' allergies can change every five years, so, this is probably the case with you.	OPINION
Hopefully, one day, this will pass and you will be able to eat these foods again.	OPINION
I had a suspicion as I was reading your post that you had shellfish allergies due to your intolerance of the iodine bath they gave you before your surgery, this is a dead give-away normally.	OPINION
Thanks :)	NOT_LABELED
I am now staying away from all fish and shellfish and have my suspicion that it was the 2 oysters that I ate.	EXPERIENCE
I only took Prednisone for 2 days.	EXPERIENCE
Hate all the side effects from this medication and still use the cortisone-cream on my neck as I can still feel the hives in that area.	EXPERIENCE
I am going to give it about 2 months and then with Epi-pen handy, I'll try Oysters again.	FACT
Thanks for your help!	NOT_LABELED
Hi there, I avoided all seafood and shellfish and a few days later, a new rash and hives appeared!	EXPERIENCE
I am back on the Prednisone and very frustrated.	EXPERIENCE
I have a referral to see an Allergist end of May.	FACT
Now I'm just completely at a lost what is causing this.	OPINION
Sounds like the start to my 5 year long mystery experience.	OPINION
I think others have mentioned, and not too sure if you have done so but I highly recommend the allergen blood panel testing.	OPINION
I have recently discovered that not only am I allergic to nightshade veggies (tomatoes and peppers were a lifelong part of my daily diet).	FACT
This is on top of my damming intolerance to gluten.	EXPERIENCE
All of this came on suddenly with me and won't show up on a basic overall basic heath blood test.	EXPERIENCE
As for the prednisone .....I would highly recommend an alternative.	OPINION
Recent studies link prednisone to hip degeneration, osteoporosis, to name a few.	FACT
Supposedly it does more harm than good.	OPINION
well, sounds like a fish or shellfish allergy, you may ask a specialist, sorry about that! :/	OPINION
I Just had for allergy scratch skin test and it came up with several diffident allergies one of them is eggs but yet I eat my chicken noodle soup that has egg ingredients in it and nothing has happened to me.	EXPERIENCE
I deathly afraid of having an severe allergic reaction that could be life threatening	OPINION
The other quesiton is i have it seems that i am allergic to oranges can i continue to take a vitamin c supplement without becoming paranoid of having a severe allergic reaction?	EXPERIENCE
Please help I need peace of mind.	NOT_LABELED
Thank you :)	NOT_LABELED
Hello lpjay.	NOT_LABELED
Just finished reading your comments.	NOT_LABELED
Who gave you these allergy tests.	FACT
Did your regular doctor give your the allergy test or did he or she refer you to an allergist ?	FACT
I had an allergy test many year ago now.	EXPERIENCE
I would go to the doctor who administered the allergy test and ask him or her the questions you have asked here.	OPINION
Knowledge is power.	FACT
Hi Eve, It was allergist, I have not gotten a word from him yet, and I was hoping to use to this medium to get some answers :)	EXPERIENCE
Hi lpjay, When I had my allergy test many years ago now, the allergist told me there was a scale to refer to.	EXPERIENCE
The scale went from 1-4.	FACT
One being the lowest and four being the highest.	FACT
I don't know if the scale is still the same , but I suspect it is.	OPINION
When you do hear from your allergist, I would request a follow up appointment to discuss the results of your allergy test.	OPINION
If you have a 4 to a specific food, I would eliminate that food from your diet .	OPINION
I myself had a 4 to eggs, but I still eat eggs and have done for many years.	EXPERIENCE
Everyone is different though.	FACT
As for your allergy to oranges, I would discuss this with your allergist as well as your allergy to eggs.	OPINION
I have a nephew with a severe allergy to peanuts.	FACT
He carries an epi pen with him and has done for many years now.	FACT
You can't be too careful with allergies.	OPINION
Good luck to you.	NOT_LABELED
HI Eve, thank you for the head ups I spoke to my doctor and he said the coconut milk, is fine and the vitamin c is fine.	FACT
But to second opinion from a different allergist, I mean this want to vaccinate me for like three months for his finding in terms of tree pollen, etc, food allergies, are tomatoes, pork, milk, and milk products, almonds, chocolate and oranges.	FACT
Hi Ipjay, you are welcome.	NOT_LABELED
I tried having allergy shots for less than a year, but did not find them helpful.	EXPERIENCE
In my case, I had to pay for my allergy shots out of pocket as my insurance at work didn't cover the allergy shots.	EXPERIENCE
If you allergy shots are just for tree pollen and other pollons, it's probably cheaper for you to take an antihistamine like Claritin and more effective.	OPINION
As for your food allergies, If you are allergic to tomatoes, pork, milk, milk products, almonds , chocolate and oranges, I think it's a good idea to just eliminate these foods from your diet.	OPINION
Did you know that milk is a common food allergy ?	FACT
I wish you well.	NOT_LABELED
Hi Ipjay, you are welcome.	NOT_LABELED
I tried having allergy shots for less than a year, but did not find them helpful.	EXPERIENCE
In my case, I had to pay for my allergy shots out of pocket as my insurance at work didn't cover the allergy shots.	EXPERIENCE
If you allergy shots are just for tree pollen and other pollons, it's probably cheaper for you to take an antihistamine like Claritin and more effective.	OPINION
As for your food allergies, If you are allergic to tomatoes, pork, milk, milk products, almonds , chocolate and oranges, I think it's a good idea to just eliminate these foods from your diet.	OPINION
Did you know that milk is a common food allergy ?	FACT
I wish you well.	NOT_LABELED
Hi there, My comment to you got printed twice.	FACT
I decided I wanted to join this forum as I have allergies and asthma too.	FACT
There was an opportunity to join this community so I took it , but to do this, my comments were printed a second time.	FACT
I hope this comment makes sense.	OPINION
Thanks for wishing me luck.	NOT_LABELED
Eve take good care :)	NOT_LABELED
Food allergy.	FACT
So far allergic to eggs, walnuts, potatoes, peppers (all), paprika.	FACT
Possibly shrimp, light soy sauce.	OPINION
Going crazy.	OPINION
When eating eggs I cough.	EXPERIENCE
Tonight I coughed while eating steak with soy on it.	EXPERIENCE
Does anyone else do that.	NOT_LABELED
Is soy and soy sauce the same?	FACT
In addition have itching, rashes, bumps on head that are crusty and can itch.	EXPERIENCE
Heat also a trigger, pollen, grass, dust.	EXPERIENCE
Help...	NOT_LABELED
Hello there, I just finished reading your comments.	FACT
Have you been to see an allergist to get an allergy test ?	FACT
You say when you eat eggs , you cough.	FACT
Do you put anything on the eggs?	FACT
Are these eggs boiled, poached, scambled, fried ?	FACT
You said heat can also be a trigger.	FACT
There is such a thing as a heat rash caused by heat.	FACT
A heat rash can appear on ones chest, under your arms.	FACT
If you haven't been to an allergist for an allergy test, based on your comments, I would make an appointment with an allergist asap.	OPINION
Where I live, you need to get a referral from your family doctor to see an allergist.	FACT
Till you know what you're allergic to, I would stay away from soy sauce and any other soy products, walnuts, eggs, all peppers and paprika, maybe shrimp too until you've had your allergy test.	OPINION
I wish you well.	NOT_LABELED
I've been to an allergist, testing done, prednisone given.	EXPERIENCE
No real effects except outside.	FACT
He also mentioned keeping tract for couldn't test everything.	FACT
Also went to dermatologist who didnt agree with prednisone.	EXPERIENCE
It was quite an expense for they want you to keep coming.	OPINION
Burning comes on from paprika, I can't yet figure out all of what I'm allergic to.	EXPERIENCE
Rashes and itching drive me crazy.	EXPERIENCE
Eggs cause coughing, even whenvin rolls, alone.	FACT
Potatoes are the worst, I get sick, can't swallow well.	EXPERIENCE
My face burns, husband put soy on my steak last night.	EXPERIENCE
Thanks, Debby.	NOT_LABELED
Hello Debby, I'm wondering could you be allergic to the prednisone?	OPINION
You can read about the side effects of Prednisone on a website called www.drugs.com.	FACT
I just read up on some of the side effects of Prednisone about 5 minutes ago.	FACT
There are a lot of possible side effects from this medication one of which was a skin rash.	FACT
Hope this helps.	NOT_LABELED
For the last year or so, I have been having horrible sharp pains in my stomach and right abdomen after eating meat-	EXPERIENCE
Usually I only get it with pork and beef- I have not noticed any problems with whole fish(I only eat the whole imported mackerel we have at work)  and some chicken.	EXPERIENCE
The pains usually give me severe stomach cramps for the next few days- even after I have passed it out.	EXPERIENCE
At first I tried to rule it out as me eating too much meat and making myself constipated, but I limited it to one day a week eating meat and switching the meats to see if it was possible an allergic reaction to a certain kind of meat.	EXPERIENCE
Last night I was eating a small amount of beef and started getting these pains, I didn't finish eating because I felt like I was going to throw up and I had hives and my lymph nodes were swollen (I had my boyfriend double check to make sure I wasn't just imagining it) and he told me my whole torso and only my torso was extremely hot to the touch.	EXPERIENCE
I was reluctant to go to the ER because I cannot afford it, so I took some bennadryl and stuck my head in the window to get fresh air so I could breathe- it worked after about half an hour of tunnel vision.	EXPERIENCE
The abdomen pains are still there today though.	EXPERIENCE
Has anyone else had this problem?	FACT
Dose anyone know if this is an allergic reaction to what I am eating or could it possible be something wrong with my GI track?	OPINION
Any suggestions on what this might be or any known treatments would be greatly appreciated.	OPINION
Last night after eating a small amount of eggs my tongue started to go numb and tingle- then it felt huge and heavy and i could not keep it in my mouth.	EXPERIENCE
I looked in the mirror and saw a red dot on the tip of my tongue that was not normally there and my tongue kind of hurt and looked swollen.	EXPERIENCE
I could breathe ok, but it took almost three hours for my tongue to fit back into my mouth and half that time the numbness had faded to the front of the tongue.	EXPERIENCE
Today I still cannot feel the very tip of my tongue and the red dot is gone, but I have a lisp that I cannot get rid of that I did not have before- it's very alarming.	EXPERIENCE
I heard that it could have been an allergy to the meat, a protein intolerance, vitamin b12 deficiency or it could be something like MS.	FACT
I am planning on going to a doctor but do not know what kind of doctor to go to for this predicament?	OPINION
A neuro?	FACT
A general practitioner?	FACT
Or another kind of specialist?	FACT
I actually have a similar issue which is why I normally switch to a vegetarian diet.	EXPERIENCE
Fish does not bother me neither does shrimp.	EXPERIENCE
But red meats and sometimes even chicken seems to cause cramps in my stomach and also constipates me.	EXPERIENCE
Other people in my household do not have this problem.	FACT
I have always had a sensitive stomach though so I just attributed it to this.	EXPERIENCE
I do eat meat when I am pregnant as that is what my body craves but yes it's hard on my digestive system and I still have to take breaks from it.	EXPERIENCE
Keep us updated on this, I'm certainly curious what you find out or discover.	OPINION
Hi, I'd probably see an allergist because although I'm not a doctor, my children have anaphylaxis to different foods and what you describe may have been a life-threatening situation.	OPINION
The hot to the touch, swelling of the tongue are all immediate reactions and the subsequent ones are probably delayed ..	FACT
the immediate ones can progress and without an epi-pen one may not be able to reverse the process with Benadryl alone.	FACT
Also, after taking Benadryl in situation as you describe, our allergist has told us to be very careful 4-6hrs later when the Benadryl wears off -- to be wary of a rebound effect that can be worse than the initial allergic reaction.	FACT
Meat and eggs are two real items to be careful about ....	FACT
I hope you feel better soon ...	NOT_LABELED
Thank you both for your responses-	NOT_LABELED
I didn't know the allergies could get that bad.	OPINION
Since I had the reactions to the meat- I'm eating a whole vegetarian diet.	EXPERIENCE
I'm scared to eat meat now.	OPINION
My tongue is still swollen slightly so I lisp my words trying to say them clear, so I will defiantly take the advice of going to an allergist because its been almost a week.	EXPERIENCE
Also- thank you for the tip about the epi-pen- my boyfriend said something about me carrying one too, I think that is defiantly something I will have to get	OPINION
- I defiantly don't want to have to go to the ER with a relapse symptom.	OPINION
I will post after I see an allergist.	FACT
Hi, My daughter carries an epi pen because bee stings cause her tongue to swell!	EXPERIENCE
When you get oral swelling, it can be very serious.	OPINION
Good Luck -- glad you were able to stop back to get some info here.	OPINION
I don't know if this will help at all either, but my mother-in-law has an allergy to sesame that causes this.	EXPERIENCE
She eats meat, but there are a lot of things that include cooking with sesame that give her an allergic reaction right away.	EXPERIENCE
So maybe check some of the things that you ate or see if this is something that has been an ingredient that bothers you.	OPINION
I know you mentioned you didn't have health insurance, so I thought I would share with you that she also carries around liquid Benadryl in case she accidentally eats something with sesame in it.	EXPERIENCE
It seems to help her quicker than the tablets.	OPINION
She developed this when she was about 40.	FACT
Oh --- mention to your Grandmother that Benadryl now makes the liquid in take-along spoons (for kids actually) that she can adjust the dosing accordingly.	FACT
I wish they had this when my kids were small -- I used to use a syringe med dropper and carry one ready-to-go in a plastic ziploc bag and needless to say, it did get messy at times!	EXPERIENCE
I did not know that Benadryl could help with food allergies, that is great to know.	OPINION
I get a stomach ache alot after eating chicken or beef (two more allergies of mine) I mean, I can take just two bites, and wham-o, the tummy pain begins.	EXPERIENCE
Other times, however, I do not get the pain, it is so weird.	EXPERIENCE
You know, I think a lot of times, for me at least, it is all the ""additives"" they are putting into our food.	OPINION
There are so many ""chemicals"" now, and no one really knows if they are allergic to them until it is too late.	OPINION
Oh, yes, Benadryl really will help.	OPINION
Sometimes a bit of breakthrough burning with the GERD will occur because of the food sensitvities, even though I'm pretty careful.	FACT
Benadryl really helps with this, too.	OPINION
It also helps when I get that slight feeling like I'm trying to swallow a hard rubber ball I get from all these allergies.	EXPERIENCE
I hadn't thought of buying the liquid, but even the adult pills will work for me.	OPINION
It just takes longer, as was mentioned.	FACT
I have to stick with what I can afford, but I do understand the reasoning for the liquid.	OPINION
Benadryl works much better than Zyrtec and Clariten which are better suited, as I understand and told to me by my kids, for seasonal and indoor allergies v food.	OPINION
Here's a link to Benadryl - they have coupon offers - https://www.benadryl.com/coupons.	FACT
Thanks.	NOT_LABELED
My husband had very similar symptoms and was recently diagnosed with a fairly newly discovered cause of beef pork and lamb allergy from a tick bite.	EXPERIENCE
If you google red meat allergies it will come up.	FACT
Hope this helps.	NOT_LABELED
I am a female (31) and was diagnosed with severe adrenal exhaustion and hypothyroidism about 1 1/2 yrs. ago.	EXPERIENCE
I was on oxygen for 4 mos. just prior to being diagnosed.	EXPERIENCE
I was also on physiological doses of hydrocortisone and florinef for about 9 mo.	EXPERIENCE
I have been slowly improving but for almost 1 yr. now, if I touch certain foods, supplements, drinks or medications, my body starts to tremor.	EXPERIENCE
This will go away by removing my hands from that product.	EXPERIENCE
However, I have had some severe reactions (neck jerks, rash, lightheadedness, difficulty breathing, etc.) by ingesting food or a supplement that my body did not initially react to.	EXPERIENCE
If touching after a reaction, I will get severe tremors.	EXPERIENCE
The list of items is ever increasing making it hard to find food to eat.	FACT
One certain manufacturer of precription drugs works all the time, but others of the exact same prescription create tremors and severe reactions.	EXPERIENCE
I have researched the internet countless hours and have not found any doctor, medical professional or nutrionist who have ever heard of this.	EXPERIENCE
I believe solving this problem is key to restoring my health.	OPINION
Any help or direction would be greatly appreciated.	OPINION
Hi, From your long history it seems that due to long suffering of the disease you have got Anxiety neurosis causing all problems.	OPINION
In hypothyroid this type of symptoms is common so see that your thyroid is under control.	FACT
Go for routine check up for thyroid and adjust the dose of medicine accordingly.	OPINION
Once thyroid is all right your most of the symptoms will go.	OPINION
If you have still problem you consult psychiatrist for anxiety neurosis.	OPINION
Wish you speedy recovery.	NOT_LABELED
Thanks so much for your comments.	NOT_LABELED
My daughter has already seen a prominent neuropsychologist who did very extensive testing and ruled out psychological reasons.	EXPERIENCE
She has not been able to handle thyroid as the adrenals are too still too weak.	EXPERIENCE
If she takes thyroid meds, then she has heart palpitations.	EXPERIENCE
Just touching it brings on hand and arm tremors.	EXPERIENCE
Any other suggestions would be greatly appreciated.	OPINION
Hello, Understand your predicament.	NOT_LABELED
However, the diagnosis of allergy is difficult to prove or refute.	FACT
Clinical suspicion and trial of elimination diets are used.	FACT
An allergy specialist might be able to help you.	OPINION
You can start by maintaining a food dairy and record those specific items that are inducing your symptoms.	OPINION
This will help to narrow down the search.	OPINION
He may identify the allergen by skin testing and help to desensitize you.	OPINION
Hope This Helped and Do Keep Us Posted!!	NOT_LABELED
Thank you for your advice and I appreciate your interest in helping to identify this mystery.	OPINION
About 1 year ago, my daughter's NMD administered a blood test for food allergy (FoodStats Antibody Assessment) by US BioTek using ""Standard Food Panel IgG"".	EXPERIENCE
The test results indicated a number of sensitivities and those foods have been avoided since then.	EXPERIENCE
There are a few that are rotational and those are closely monitored using a calendar.	FACT
She has a growing number of sensitivities since this test and her doctor asked her to do an experiment at our local health food store where we purchase many of our produce.	EXPERIENCE
As an example, there is one type of apple that was grown by the same company but in a different location.	EXPERIENCE
She could touch one and not have any tremors but when touching the other, she experienced tremors.	EXPERIENCE
This remained consistent even 1 week later.	EXPERIENCE
This also happens on other produce.	FACT
Lastly, she was in the hospital for pneumonia in April 2011.	EXPERIENCE
The doctor ordered IV antibiotics to be administered.	EXPERIENCE
There were two different antibiotic IV bags to be given, but when she touched one bag, she had violent muscle spasms over the whole body which tripped the heart monitor and read greater than 140 bpm.	EXPERIENCE
The nurses had never seen this and didn't know what to do until we instructed them to take the bag away quickly.	EXPERIENCE
The tremors or muscle spasms subsided, heart rate went back to normal, and muscle spasms stopped.	EXPERIENCE
The other antibiotic bag did not produce any tremors and was administered without any problems.	EXPERIENCE
Thanks, Rick & Jenny.	NOT_LABELED
I wanted to check in on this to see if there was any updates on your daughter?	FACT
Hope everything is ok.	NOT_LABELED
As of August 23, there has been little change.	FACT
The tremors still exist when certain foods, drinks or supplements that her body does not agree with.	EXPERIENCE
If we could only get some clue as to what the cause may be.	NOT_LABELED
Last week, she did the top of the line parasite test and sent it off to the lab (Genova Diagnostics).	EXPERIENCE
Dr. thinks maybe parasites are robbing her of nutrients.	OPINION
We should have results back in a couple of weeks.	OPINION
Cold laser by her chiropractor has been the most effective help.	EXPERIENCE
I'll keep updating as we learn more.	NOT_LABELED
Thanks for your interest.	NOT_LABELED
My daughter has to be very careful with fruits, too.	EXPERIENCE
One brand of a fruit is ok but another one will cause severe allergic reactions.	EXPERIENCE
Organic apples usually are okay, and all others are not which makes us really wonder about pesticides in her case.	OPINION
When you mention the bag of antibiotics, this is a long shot -- but, can you find the manufacturer of the two bags and see if one contained latex and the other did not?	OPINION
If she happens to be severely latex allergic, that type of allergy can cross-react into dozens of foods and be hidden in products.	OPINION
Latex continues to get worse and not better with repeated exposure.	FACT
Just a thought if they didn't do a RAST test for Latex.	OPINION
My daughter, when she was 8, did a total food elimination diet as Dr. Paderla Anitha, DNB has suggested ..	EXPERIENCE
we found out her culprit was the tyramine in chocolate causing migraine headaches and severe joint pain and inflammation along with cognitive issues.	EXPERIENCE
She, also was severe intolerant to almost 20 foods.	EXPERIENCE
Today she has issues with the chocolate still, but has outgrown most her food issues only to be replaced with serious bee sting allergy.	EXPERIENCE
Keep us posted .... we are here for you.	NOT_LABELED
Argh, yes definitely let us know the parasite results.	FACT
It's very frustrating when it is trial and error like this I am sure.	OPINION
Keep us posted.	NOT_LABELED
Thanks for all the responses from everyone.	NOT_LABELED
Jenny recently had a very complex and expensive parasite test from a specialty lab and they found not one single trace of parasite or parasite eggs.	EXPERIENCE
They did note she has a ""malabsorption"" problem as she can't seem to absorb nutrients.	EXPERIENCE
She also has NO probiotics in her system and a plant derived probiotic that her doctor gave her yesterday was OK for about 1 hr.	EXPERIENCE
Then, her body temperature dropped about 1 degree and she now has severe tremors just touching the bottle.	EXPERIENCE
We remove the contents from the capsule and she was able to touch the capsule with no problem.	EXPERIENCE
However, when she touched the probiotics, she had tremors and they would not go away until she washed her hands.	EXPERIENCE
We'll keep doing a nightly research and hope to find an answer.	OPINION
We certainly appreciate your comments and suggestions.	OPINION
Rick & Jenny.	NOT_LABELED
Thanks so much for keeping us posted on this.	NOT_LABELED
I am certainly at a loss for a solution so I do hope you find out something more soon.	OPINION
Can Latex cause tremors??	NOT_LABELED
I recently was seen in the ER for a unrelated issue and after an IV was flushed with normal saline I began to have a severe tremor.	EXPERIENCE
A rash formed on my chest and my heart rate shot up over 200.	EXPERIENCE
It was the worst thing ever.	EXPERIENCE
They kept telling me I couldn't be allergic to the saline, but every time they gave me meds threw the IV with in minutes it would all come back!	EXPERIENCE
It took two weeks of a round the clock benadryl when I got home before the tremor went away.	EXPERIENCE
Could this be the cause?	FACT
Maybe latex in the iv tubing???	FACT
How can I find out what brand tubing was used to even look it up?	FACT
So sorry to hear this happened...	NOT_LABELED
I'm not sure, but I would definitely begin with asking your doctor if the tubing is latex or latex free ..	OPINION
so much more is now routinely latex-free so it's hard to say for sure.	FACT
Another area to look into is that some meds in vials have latex in the stopper.	FACT
Please keep us posted .....	NOT_LABELED
This past year or so we have noticed an increase in heartburn when my husband eats wheat.	EXPERIENCE
For example Co-Co wheaties which is just warmed up wheat gives him excruciating heartburn.	EXPERIENCE
Is this because of the wheat or the food just irritating the heartburn?	FACT
This is without butter and without milk, just water, and a teaspoon of sugar.	FACT
Interested to hear others experiences with this.	FACT
It may be allergies.	OPINION
I get mild to severe heartburn when I ingest somethings that I am not aware that I am allergic to...	EXPERIENCE
We always passed it off as heartburn and not something more, but yes now I am wondering if its actually an allergy.	OPINION
When I think allergy I think swollen face or throat or watery eyes and sneezing.	OPINION
I don't always think of heartburn lol I'm glad to hear someone else has experienced this too.	OPINION
Do you notice any food triggers for you that cause this?	NOT_LABELED
Oh my, yes, food allergies are not just the ""anaphylatic shock"" They can show themselves in so many forms, it is unbelievable.	OPINION
Mine show up as anxiety attacks and weight gain, some cause an occasional irregular heart beat as well.	EXPERIENCE
This is one reason they are so difficult to diagnose.	OPINION
Heartburn and GI disturbances are definite ramifications of food allergies by the way.	FACT
Some of the foods that trigger my reactions are wheat, whey, eggs, the list is long, but these are the more common ones.	EXPERIENCE
I have never had an anaphylatic shock from any, the the good Lord, but, sure have had other symptoms that make a person miserable.	EXPERIENCE
I notice I can stiil eat these foods once in a while, but, if I eat them all the time, then the ""fun"" begins.	EXPERIENCE
Thanks so much for posting that--- and you are so right when I think food allergy I commonly think throat swelling up or rash.	OPINION
And now I am definitely looking more into this as a solution for my husband.	FACT
It's one thing when you eat something spicy or greasy and you get heartburn, but another thing when you eat something just wheat based and it causes severe heartburn.	EXPERIENCE
I'm going to have to start keeping a food journal of trigger foods.	OPINION
I am curious do you notice that eating too much meat adds to the Heartburn or GI issue along with your allergies?	OPINION
My kids get bad reflux/heartburn from foods that they are intolerant to ..	EXPERIENCE
they call it an intolerance for them because all tests are negative but they get this reflux and/or GI symptoms, too.	EXPERIENCE
Milk, for them, is a huge trigger.	FACT
Here is an interesting point to, we used to live by a Morning Fresh Dairy farm where they delivered fresh milk to our doorstep.	EXPERIENCE
It was the best thing ever, our family loved it.	OPINION
We even had cream top milk where they let the cream stay natural and be at the top of the bottles.	EXPERIENCE
My husband was not affected by this milk at all.	EXPERIENCE
Once he has commercial milk, the kind sold in grocery stores, he gets heartburn.	EXPERIENCE
I have never liked milk even when I was little it was always just something that made me cringe, so definitely had to find an alternative.	OPINION
I do say that I have stopped giving my boys soy milk and including myself because of the phytoestrogens.	EXPERIENCE
I just bought some Flaxseed milk for the first time, so I am going to try that and see what I think.	FACT
I will be sure to let everyone know how it is.	FACT
I have found this as well with Wheat, and eggs.	EXPERIENCE
The heartburn does not seem to last very long though.	EXPERIENCE
But I agree with others, it seems to be when I am eating foods that I am intolerant too.	OPINION
And what is interesting is this can go beyond normal foods--- I got heartburn the other day from chewing a gum that had aspartame in it, that was awful!	OPINION
I usually never chew gum with the aspartame in it or phenyltronics ( not sure of spelling) and I did because I was desperate and it was horrible.	EXPERIENCE
Also had this happen several times with toothpaste.	EXPERIENCE
I can't help but wonder if it is the preservatives in foods and or products that react to the body in such a way.	OPINION
Speaking of gum did you know that Chiclets used to use latex?!	FACT
The original one had latex in it as an aid for it to be ""gum"" !	FACT
It doesn't surprise me at all that Aspartame gives you heartburn.	OPINION
It does the same thing to me.	EXPERIENCE
Stevia is the only artificial sweetener that Mercola considers to be ""safe"", but it makes my stomach burn, too.	EXPERIENCE
So does anything with soy in it.	FACT
There are quite a few articles on Mercola's site about artficial sweeteners, too.	FACT
Consider yourself fortunate in a way about the Aspartame allergy, because it will discourage you from using something that is harmful to your health.	OPINION
I had to take prescription strength Benadryl this morning because of some delayed reaction to something that was making it impossible to sleep because of the reflux.	EXPERIENCE
Conventional medicine would write this off and say that GERD is simply the over production of stomach acid.	OPINION
Well, actually, that's over-simplifying GERD.	OPINION
I took the Benadryl, because it's better than reaching for the PPI meds that shut off the stomach acid and are so bad for a person's health when used long-term.	OPINION
They actually cause the stomach to start churning out even more acid in the long run, too, because the stomach will notice the missing acid and over compensate.	FACT
I actually have quite a long list of foods that do this to me.	EXPERIENCE
The majority of my food sensitivities cause this reaction.	FACT
Avoiding the worst offenders is the only way I have any real control over the symptoms.	EXPERIENCE
If you're close enough to get to Trader Joe's, they have the most affordable rice pasta you can find.	OPINION
It costs about half the price that the same kind of pasta costs in the other chain stores.	FACT
I find the rice pasta to be better than the rice tortillas or the rice breads, because the rice tortillas and the rice bread tend to crumble apart.	OPINION
They don't taste bad, but they do fall apart.	OPINION
It's the gluten in traditional breads that keeps this from happening.	FACT
Actually, I knew that all chewing gum used to be made with latex.	FACT
Actually, I did a bit of research on some modern day ingredients of these gums and found out that many do still use a form of latex.	FACT
It just isn't called ""latex"" after the alterations the scientists have done with it.	FACT
I used to chew gum as a kid, but now it all bothers me.	EXPERIENCE
I don't think it's just one ingredient that bothers me.	OPINION
But, I have TMJ issues any more, so I don't enjoy chewing gum any more anyway.	EXPERIENCE
Mercola explained something interesting about chewing gum that I had no idea about when I was a a kid.	FACT
He said that chewing gum can actually cause an acceleration of the decrease in digestive enzymes that all people get as we age.	FACT
So, this decrease happens at a much faster rate when people chew a lot of gum than if they don't.	FACT
None of us knew that back when I was a kid who chewed gum.	FACT
I had no idea about the latex :( I love Dr. Mercola site and the free newsletter that they send out, it's very helpful.	OPINION
I always cross reference his articles with Dr. Weil, he is another favorite of mine.	OPINION
Cracker Barrel Restaurant actually distributes a gum made out of cloves.	FACT
It has regular sugar in it, but I don't get heartburn from it.	FACT
Have no idea all the ingredients in there though lol.	FACT
Ate pineapple yesterday morning, noticed it was a bit tangy.	EXPERIENCE
By noon yesterday, my mouth was on fire, lips and mouth flesh swollen, bottom lip almost droopy.	EXPERIENCE
It's not better now, how long should it take to return to normal, if it is caused by pineapple?	EXPERIENCE
Have sore throat too, with some blistering on throat.	EXPERIENCE
Thanks.	NOT_LABELED
Hello there.	NOT_LABELED
It sounds to me like there was something very wrong with the pineapple you ate yesterday morning.	OPINION
I would call your family doctor , tell them what is going on and make an emergency appointment.	OPINION
I wish you well.	NOT_LABELED
Eve.	NOT_LABELED
Thanks for responding.	NOT_LABELED
Visit urgent care Sunday, he thought it might be reaction to pineapple, gave me steroid shot, no improvement yet, trying to follow up with PCP.	EXPERIENCE
Hello again, You are very welcome.	NOT_LABELED
Just wondering , what is PCP ?	FACT
Eve.	NOT_LABELED
Primary care physician.	FACT
Hi again, That's what I thought PCP stood for but wasn't sure.	OPINION
I think it is a good idea that you are going to see your family doctor about this.	OPINION
I hope you are starting to feel better.	NOT_LABELED
Oh! Bad pineapple.	OPINION
Hope you're okay by now.	NOT_LABELED
I'm not, doc thinks it may be thrush mouth due to antibiotics, been on Clotrimazole 10 mg Troche for fourth day, no change tho.	EXPERIENCE
Not sure what's happening.	OPINION
pls go and see an doctor for testing intolerances like fructose and histmaine.	OPINION
Both intolerances are nowadays common, but the reason why it's going to be more ""popular"" as itself is unkown.	FACT
Mostly its a ""cross-allergy"".	FACT
Anyway, I don't know a lot about fructose and this stuff.	FACT
But I'm sensitive to histamine and that's why I know that fruits are high in histamine.	EXPERIENCE
Maybe you will find your anwer with this ;)	NOT_LABELED
As soon as you get tested positive to histamine, I really can recommend Daosin.	OPINION
It's easy to take.	OPINION
You eat one cap right before you eat, and it's avoiding the allergic reaction.	FACT
That's it, you'll be fine with that.	OPINION
Best of luck!	NOT_LABELED
I thought I'd kick off a very short post about latex allergies.	OPINION
It is becoming increasingly common, and one way we screen people for potential latex allergies in the hospital is by asking about food allergies.	FACT
Because some proteins in rubber are similar to food proteins, some foods may cause an allergic reaction in people who are allergic to latex.	FACT
The most common of these foods are banana, avocado, chestnut, kiwi fruit and passion fruit.	FACT
If you've ever eaten these foods, and have a funny ""tingly"" feeling in your mouth, or rash around your mouth after eating them, mention this to your doctor the next time you go.	OPINION
You may be latex-sensitive.	OPINION
Peek, are you okay with contact latex from glove exposure through the years?	FACT
Here is a good website on Cross Reactions (Latex - Food) I have in my bookmarks.	OPINION
Allergic Cross Reactions - Latex, Fruit, Nuts, Pollen, other -- Good information with % of possible incidence.	FACT
