text	factuality
Self-judgment will only lead to more stress and we don't need more of that.	OPINION
And there is someone out there that will fully accept you the way you are.	OPINION
I promise you that.	FACT
Stay positive, full of optimism and self-love and don't settle.	OPINION
You can heal these issues.	OPINION
xo.	NOT_LABELED
Before I was diagnosed with Crohn's colitis in 2005, I was experiencing alot of back pain which made it so I couldn't move around and I had never ever been in so much pain before!	EXPERIENCE
One day I was sunning and I couldn't get up!	EXPERIENCE
No matter which way I would try to help myself up I couldn't get up by myself.	EXPERIENCE
My husband had to lift me up to help me.	EXPERIENCE
This was the first thing that started happening to me before I started to get really sick with fevers, vomiting, diarhea, etc.	EXPERIENCE
Hm, nobody out there have any input for me?	NOT_LABELED
I hope all is well for you, I know a young person with crhon's.	EXPERIENCE
Its horrible.	OPINION
What is remicade?	FACT
Is that RA meds?	FACT
My daughter just moved to KY from WV.	EXPERIENCE
Beautiful down there!	OPINION
I've had crohn's 30 yrs. Back pain has been my symptom on occasions.	EXPERIENCE
It's sorta like back pain with child labor if you've had children.	EXPERIENCE
Recently I've had lower back pain that feels almost like I strained my back.	EXPERIENCE
It comes and goes.	EXPERIENCE
Does any crampy feeling wrap around your side with the back pain?	FACT
i have crohns to i have had it for 14 years im, like you i have bad..... back pain i went to the dr and she said that i colud not take any thing for it but tylenol.	EXPERIENCE
other drugs has inflammtorys in them.she said that that will make the crohns flarup.then i ask for pain pills and she said i didnt need to take them.	EXPERIENCE
i dont no what to do about al thatsome dr.s] i hurt all the time if you would like to email me you can i would like to talk to someone that has crohns to it is ginger_potter***@****  ty, your frined ginger.	EXPERIENCE
ok lets try this for the email   ***@****	NOT_LABELED
ok  heath61468          @                               yahoo.com.	NOT_LABELED
Hi KentuckyBeMommaw, Before I was diagnosed I had the same problems.	EXPERIENCE
Even to the extent of not being able to move after lying down.	EXPERIENCE
I don't know if its connected to crohns e but I do know I had the same problems your describing.	EXPERIENCE
Now its been a couple of years and I still have a tough time with my back but nothing like before.	EXPERIENCE
I also have a lot of joint pain!	EXPERIENCE
That I am still trying to figure out what to do with.	EXPERIENCE
I haven't found any meds that work well for me and I don't want to go back on steroids.	EXPERIENCE
My recent flair up the dr. suggested steroids again but I chose to treat each complaint individually that is working for me so far (except for the joint pain).	EXPERIENCE
Have you heard any more about a connection between the two?	FACT
Ive only be diagnosed with crohns for a year now but I'm sure ive had it for years.	EXPERIENCE
I only have crohns in my small intestine and I only get pain in the low right side of my back.	EXPERIENCE
Almost like kidney pain.	EXPERIENCE
But I am postive it has to do with my crohns because it only happens when I have flares.	EXPERIENCE
iam only 27 i recently was diagnosed with crohnes after along few years first it was my gal bladder removed it.	EXPERIENCE
nope now a year ago they diagnosed me with endometerosus, and sence then my doctors just kept sayin it was that that was causing my lower back pain and abdomin.	EXPERIENCE
i stay in so much pain.and have several doctors for every little thing.	EXPERIENCE
i also have gerd and lactos intolerant.	EXPERIENCE
i know im young but it just seems like no one wanted to listin to me.	OPINION
i have been in and out of the emergency room.	EXPERIENCE
they have me on a few different meds that i see no difference in.	EXPERIENCE
they actully biopsied when they did my colonoscopy in november and it came back negative for crohnes but then i had to swallow a little capsel thats a camera to see inside my small intestines.	EXPERIENCE
and he showed me the pictures and said they were ulcers in my intestines but never offer meds for pain i finally asked for tramadole witch is useually used for fibermialga but it seems to help.	EXPERIENCE
but doctors apparently dont like to give pain meds but for people that have these kinda problems it should be necesary for all the people that abuse it now we cant even feel comfortable to ask i was so afraid to ask.	OPINION
people shouldnt be in that kinda pain.	OPINION
but my doctor said that its only 80% right he says hes possitive its crones.	EXPERIENCE
i also had a doctor tell me because i was bipolar he couldnt give me pain meds.	EXPERIENCE
because they have they tendency to be addictive/ i tell u i have seen a few doctors.	EXPERIENCE
i have no faith in them.	OPINION
i now go april 1st for a full hystarectamy because they think the pain again is from my endometerosis..	EXPERIENCE
i hope i have had several test and scops and surgerys and now they think because i have crohnes that its gonna complicate surgery there hopeing it will be in remission what ever thats suppose to mean.	EXPERIENCE
i dont have flairs my pain never goes away for a year a half now.	EXPERIENCE
im hopeing this does help cross my fingers.	OPINION
GO TO A CHIROPRACTOR!	OPINION
DO NOT START WITH PAIN MEDS!!	OPINION
I have had Ulcerative Colitis since I was 18, 12 years now, and have been through every med available.	EXPERIENCE
Two weeks ago I had the most severe back pain ever and did not want to go to my regular doctor for pain medication.	EXPERIENCE
There had to be something better than being on pain medication.	OPINION
I was told by several friends to see a chiroprator.	EXPERIENCE
THIS WAS THE BEST DECISION OF MY LIFE!	OPINION
I have been seeing a chiropractor for the last 3 weeks for my lower back pain, but I have noticed tremendous relief with my ulcerative colitis which was unexpected.	EXPERIENCE
I had always had discomfort in my lower back especially on my right side, like a pinched nerve feeling which made it very difficult to sleep on that side or even sit.	EXPERIENCE
The pain I felt prior to going to the chiropractor was that same pinched nerve feeling put right in the middle of my lower back which effected both sides of my body.	EXPERIENCE
After the x-rays my chiropractor took, I was shocked!	EXPERIENCE
There was a twist in my lower back that veered to the right (where all the pain of my colitis is located!	EXPERIENCE
) I have been pain free since my adjustments and am on a 10 week fix plan.	EXPERIENCE
Everything in our body is linked to our spine, that is where all our nerves control other parts of our body.	FACT
I never would have put two and two together, but it has brought tremendous relief to me that I could never have imagined!	EXPERIENCE
Remember: You have nothing to lose by going to the chiropractor first.	OPINION
Surgeries and Pain meds will stay with you for a lifetime!	FACT
Those should be your VERY LAST options!	OPINION
I have had the disease for two years now and I have only had about 10 days where I haven't had pain in my back legs knees shoulders and my abdomen without taking any meds.	EXPERIENCE
I was taking 16 pills a day to clam down the back pain along with my burning sensation in my abdomen.	EXPERIENCE
Finally I took Tramodol and that saved my life.	EXPERIENCE
If I don't take it when I get up the pain in my back, abdomen, pelvis and knees kills me.	EXPERIENCE
I work in surgery and I have to walk and stand on really hard floors so that doesn't help at all.	EXPERIENCE
I hate waking up in the morning with a burning sensation in my abdomen and the pain and weakness I occur when I sleep for more than 5 hours at a time.	EXPERIENCE
I went to a chiropractor and he really really screwed up my back.	EXPERIENCE
He hurt me more than I could imagine.	EXPERIENCE
So I started to go and get a message once a week and that helps a lot with my lower back pain.	EXPERIENCE
I have been on pentasa for the last 2 years and I think my body has become acustomed to the dosage and I have had 5 flair ups since January.	EXPERIENCE
I just got off a 3 month course of steroids and I felt wonderful for about 1 month now I'm back to the back pain, joint pain, the bloating abdomen pain and flair ups!	EXPERIENCE
I hate it.	OPINION
My Crohns doctor is best friends with my husband and he still can't help me.	EXPERIENCE
I think its a wicked disease that no one really understands and if you don't have it you don't really understand the pain that is involved with crohns.	OPINION
I have to live on Tramodol or else I'm in constant pain.	EXPERIENCE
I have to go off the tramodol for periods of times so I don't get addicted to it.	EXPERIENCE
And its those times I hate even moving!	EXPERIENCE
I hope my story can help those who have had these problems with Crohns.	OPINION
I don't think anyone will find a cure as of yet but time will come and maybe there will be light at the end of the tunnel.	OPINION
For now I take pain meds to help with the pain if I don't take them my life is pretty hard.	EXPERIENCE
Hey All, My name is Steve.... I have been diagnosed with Crohns about 14 years ago.	EXPERIENCE
Didnt have insurance so let it get really bad.	EXPERIENCE
Had 8-12 bowel mvmnts a day and thought I was in remission.	EXPERIENCE
How stupid of me.	OPINION
Got married...	EXPERIENCE
got insured...	EXPERIENCE
went to see one of the best Gastro's in Chicago.	EXPERIENCE
He asked how I was feeling.	EXPERIENCE
I told him everything and he said I was crazy.	EXPERIENCE
He scoped me and my CR is very inflamed.	EXPERIENCE
Put me on Prednisone for 2 months and Imuran indeffinatly.	EXPERIENCE
I went from 8-12 BM to 1-2 (talk about stupid ha?) Feeling great, but had to go back for another colonoscopy.	EXPERIENCE
I was positive everything was peachy-dory.	EXPERIENCE
Doc comes out says I am still inflamed and have strictures (intestine thickening and slowly closing).	EXPERIENCE
So now he prescribes Humira...	EXPERIENCE
I FREAK OUT.	EXPERIENCE
He is bringing out the big guns.	EXPERIENCE
I now find out that my insurance doesn't cover it AT ALL.	EXPERIENCE
My doctor who works in a University setting and is the Founder of the Illinois IBD Society is PISSED.	OPINION
Meanwhile puts me on Entocort.	EXPERIENCE
Everything is still great only now I can't sleep.	EXPERIENCE
I figured probably just nervous about all the new drugs.	EXPERIENCE
After sleeping about 5 hours in 4 days I gave up and called the Doc.	EXPERIENCE
He lowers my Entocort and prescribes antiaxiety (xanax-like) meds.	EXPERIENCE
I started sleeping better.	EXPERIENCE
Slowly coming off Entocort, and still not understanding why I am going through all of this when I am feeling just fine.	EXPERIENCE
(My wife is a resident and explained that I need to do what the Doc says).	EXPERIENCE
I get a message on my cell about 3 weeks ago from my Gastro doc (can we just agree that this doc is amazing) saying that he just got back from a meeting and met an executive from Abbott labs who said I maybe eligible for an assistance program.	EXPERIENCE
I fill out a ton of forms, answer a bunch of questions and found out I am getting Humira for a year for free.	EXPERIENCE
Starting in a week.	EXPERIENCE
Now I am starting to freak out about Humira....... SO..... Any suggestions on how to keep my Immune system working???	EXPERIENCE
I hope all you guys who are doing well keep well and those of you who are suffering to get better.	OPINION
Be aware that there are some types of arthritis that can go along with inflammatory bowel disease.	FACT
Insiste on being seen by a rheumatologist and having a complete blood work up and exrays.	OPINION
There are treatments, other pain relief meds, and chiropractor or massage can help but it is important that the cause is treated, not just the symptoms.	OPINION
Quick suggestion - Yes I suffer from Crohn's however i've just had the best blood results I've ever had.	EXPERIENCE
No I'm not in remission and yes I still suffer (particularly as I have already lost 5% of my spine mobility due to a previous accident).	EXPERIENCE
However the only thing I've done different since my last blood test is I've been eating a couple of handfuls of pepitas (pumpkin seeds - unsalted / unflavoured - just ""roasted"") a day - they have helped to reduce the inflammation - worth a try.....mind you - my back is killing me again at present and I'll do stretches etc to get it moving - i refuse to let this disease win.	EXPERIENCE
Hi I have been dx with crohn's for 9 yr. but Dr. have think i have had it since i was 15 yr now i am 30yr.	EXPERIENCE
Well anyways i do have back pain very bad a times (a long with all the other things that come along with this horrible disease).	EXPERIENCE
I have done some research on this what i have found It could be caused by inflammation of sacroiliac joint it in your back it called sacroiliitis or inflammation what the cause of other joints in that area.	EXPERIENCE
2nd muscle tension due to bowel inflammation 3rd osteoporosis due to poor absorption.Every place i looked said same thing , it maters what the cause is depends on treatment either meds message chiropractor hot bath.Hope this helps i feel your pain Good luck hope it get better.	EXPERIENCE
like the other posters suggested go see a Rhuematologist ASAP.	OPINION
I struggled with back pain for years with my Crohn's disease.	EXPERIENCE
I saw surgeons, chiropractors, pain docs, everything and nothing worked.	EXPERIENCE
Went to a Rhuematologist she immediately diagnossed me with an arthritis that was common in Crohn's patients and put me on medication that worked immediately and now I am pain free in my back.	EXPERIENCE
Luckily my uncle is a doctor and he is the one that suggested I see a Rhuematologist b/c I was considering having back surgery.	EXPERIENCE
Hope you feel better and hope this helps!	OPINION
Christine.	NOT_LABELED
like the other posters suggested go see a Rhuematologist ASAP.	OPINION
I struggled with back pain for years with my Crohn's disease.	EXPERIENCE
I saw surgeons, chiropractors, pain docs, everything and nothing worked.	EXPERIENCE
Went to a Rhuematologist she immediately diagnossed me with an arthritis that was common in Crohn's patients and put me on medication that worked immediately and now I am pain free in my back.	EXPERIENCE
Luckily my uncle is a doctor and he is the one that suggested I see a Rhuematologist b/c I was considering having back surgery.	EXPERIENCE
Hope you feel better and hope this helps!	OPINION
Christine.	NOT_LABELED
Back pain prior to being diagnosed with ulcerative colitis.	EXPERIENCE
Doctor suspected it was colon related about 5 years before my diagnosis.	EXPERIENCE
Every few years I would have lower abdominal discomfort or lower back pain which was intermittent, until eventually experiencing the ulceration and inflammation of the colon which lead to my diagnosis.	EXPERIENCE
Meds seem to control symptoms thus far.	EXPERIENCE
I have very bad back pain and I m going to my gasrto today, I was in remission for about 3 yr,after surgery but now its back and I have cramping and back pain, I just cant stand it anymore.	EXPERIENCE
The dr. said I didn't have Crohns but Ulcerative colitis, but i have been having the same pain you are describing.	EXPERIENCE
I already have been dealing with back pain for years, but you're right...this feels like child labor back pain.	EXPERIENCE
Happens all the time with me since I have not been in remission since it started in April.	EXPERIENCE
I thought I was going crazy for a while.	EXPERIENCE
have blood work to check for celiacs.	EXPERIENCE
have crohns 30yrs but also sprue what do u want to know.	EXPERIENCE
check for ostioporsis.	OPINION
find another doc yr only hope.	OPINION
I'm 33 just diagnosed 6 months ago with Crohns.So they put me on buspar and ultram.	EXPERIENCE
Well it caused me to have seizures.Well the best part is had back surgery 10 years ago.Go to the hospital messed up several discs and have damaged nerves.Now I have bursitis in my hip,caused by Crohns.I'm on so many meds,and.	EXPERIENCE
I think this is my life to I die.Im saying this because I have no one to talk to that really understands me.	EXPERIENCE
Anyone that really knows Crohns please email me at ***@****	FACT
Has any doctor thought of Fibromyalgia?	OPINION
Lyrica & Vitamin D3 seem to help me.	EXPERIENCE
Anyone out there changed their diet?	FACT
It worked wonders for me.	EXPERIENCE
I went to an herbalist who had me change my diet and also had me do a colon cleansing.	EXPERIENCE
I've been off of medication for over 6 years.	EXPERIENCE
Hi Christine, my bf is in the same situation, can i ask what medication your rheumatologist prescribed?	FACT
thanks for sharing.	NOT_LABELED
Stephanie.	NOT_LABELED
I am so sorry to read about everyone's pain.	OPINION
My sister in law was recently diagnosed with crohn's disease and she is having a lot of back pain.	EXPERIENCE
I was hoping to find some advice for her, but apparently you folks are just as desperate as she is.	OPINION
I wish you all relief from your pain.	OPINION
Hello, I was just diagnosed with Crohn's.	EXPERIENCE
They just put me on Pentasa 8 pills aday of 500mg each.	EXPERIENCE
Wow@@ The pain has not stopped, but hoping it will work.	EXPERIENCE
I do take Vicadon only when the pain causes me to cry and I can't move or sit or lie down, and sometimes it doesn't work.	EXPERIENCE
I have had MRI's to make sure it wasn't something else.	EXPERIENCE
Yes, all this pain comes from having Crohn's.	EXPERIENCE
I hope someday they will find something that would not kill of something else helping Crohn's.	OPINION
Also when things become so bad, I take a sleeping pill and muscle relaxer, that helps.	EXPERIENCE
It has change my life from this active, sport driven love to a person I do not know.	EXPERIENCE
Like another poster, I completely changed my diet & lifestyle.	EXPERIENCE
It has literally transformed me.	EXPERIENCE
Imuran, prednisone, humira, acsacol...	EXPERIENCE
Been on all of them.	EXPERIENCE
They only suppress the immune system & mask the problem, not the root of the problem: the SAD, toxins, pesticides, etc. poisoning our bodies for yeas.	OPINION
Caron's is not a disease, it is a symptom of poor health via poor nutritious and toxins over time.	FACT
You need to clean up the body to get well and stay well.	OPINION
I now eat all organic ( even when I cheat and have a cookie ( rare) it's organic) cut out sugar (most important), dairy, gluten, and processed foods.	EXPERIENCE
Am off SAD (standard American diet) and onto a paleo (anti-candida/anti-inflammatory) diet.	EXPERIENCE
THE RIGHT FOOD IS MEDICINE.	OPINION
So are the right fats (virgin cold-pressed coco it oil, cod, fish, primrose, flax oils) and ACV ( apple cider vinegar).	FACT
google all.	FACT
Also google Edgar Casey.	FACT
He knew this 100 years ago.	FACT
Great resource: www.healingnaturallybybee.com, and don't forget prayer.	OPINION
There is great power in prayer.	OPINION
God bless you all.	NOT_LABELED
i also only experience such terrible lower back pain just before a flare up, usually a terribly immobilizing cramping session.	EXPERIENCE
sometimes it has a cold feeling pressure, almost like the coldness associated with numbing, but it isnt numb at all, and has a stiff, sore feeling.	EXPERIENCE
The back pain almost makes me naucious...	EXPERIENCE
the crohn's cycle!	FACT
does anyone else experience this?	FACT
i am 18 and was diagnosed at 16.	EXPERIENCE
ive had symptoms since i was a very young child.	EXPERIENCE
i also only experience such terible lower back pain just before a flare up, usually a terribly immobilizing cramping session.	EXPERIENCE
sometimes it has a cold feeling pressure, almost like the coldness associated with numbing, but it isnt numb at all, and has a stiff, sore feeling.	EXPERIENCE
The back pain almost makes me naucious...	EXPERIENCE
the crohn's cycle!	FACT
does anyone else experience this?	FACT
i am 18 and was diagnosed at 16.	EXPERIENCE
ive had symptoms since i was a very young child.	EXPERIENCE
I feel so bad for you.	OPINION
I suffer with ulcerative Colitis for most of my life.	EXPERIENCE
I am 53 now and some times are better than others.	EXPERIENCE
I have flare ups and sometimes long remissions.	EXPERIENCE
I take asacol HD 3x day and enticort.	EXPERIENCE
It doesn't help a lot when the flare ups are at their worst.	EXPERIENCE
Don't ever give up although I do feel that way at times.	EXPERIENCE
That's when I realize the disease has taken control.	EXPERIENCE
It is up to us to take control and continue with life.	OPINION
I have 2 boys ages 12 and 15,along with 2 foster boys ages 4 and 7.	EXPERIENCE
They all need me and I need to be there for them.	OPINION
Medical technology has come so far and even there is no cure yet for our disease I keep the hope.	OPINION
It has been a while since your post and I hope you are doing better as I write this.	OPINION
To all of us suffering, PLEASE never give up.	OPINION
It will get better!	OPINION
I found what you have written interesting.	OPINION
I am a 28 year old male.	EXPERIENCE
I have been suffering from Crohn's for about 2 years .	EXPERIENCE
They tried every oral medicine out there nothing worked.	EXPERIENCE
Asacol is the only one I can name now.	EXPERIENCE
Then they brought the big dogs out and I started Remecade.	EXPERIENCE
The first go about I had no reaction.	EXPERIENCE
The second time though my blood pressure sky rocketed, as well as my heart rate.	EXPERIENCE
That was the last time for Remecade.	EXPERIENCE
After that I ended up being so bad I had emergency surgery for an abscess on my colon.	EXPERIENCE
I had reconstructive bowel surgery and had to wear an ileostomy bag for six months.	EXPERIENCE
The reversal went well.	EXPERIENCE
Felt good for a few months, then another flare up.	EXPERIENCE
Now I am starting Cimzia.	EXPERIENCE
I just took my first injection yesterday.	EXPERIENCE
I really want to change my entire diet.	OPINION
I have been reading a lot about SCD.	FACT
Simple Carbohydrate diet.	FACT
Should I keep taking the medication and change my diet at the same time?	OPINION
I am really confused.	OPINION
just wanted some advice .	FACT
thank you.	NOT_LABELED
Can you share what med that was that helped you?	FACT
I was diagnosed with Crohns 5 years ago.	EXPERIENCE
After high dosage of prednisone and infusions it went away.	EXPERIENCE
I thoguht I was home free but 5 years later its back with avengence.	EXPERIENCE
Nothing is working.	EXPERIENCE
This time its really bad and I feel scared.	EXPERIENCE
Doc tells me our next step is remicade, humira etc.	EXPERIENCE
After researching I dont feel comfortable with trying any of those.	OPINION
It seems that it may help with the crohns but start a whole new diesease to tackle.	OPINION
My husbands co-worker suggested that I should try aloe vera juice.	OPINION
So I picked up some two days ago.	EXPERIENCE
Have been drinking 6 ounces daily since.	EXPERIENCE
I feel something is happening....stomach feels quiet.	EXPERIENCE
Although I still have the runs but not as much.	EXPERIENCE
I hope this is the start of a miracle!!	OPINION
If this helps.....Im planting aloe vera all over my yard!!!!! Since I have been there and know what it is like to go through life with crohns and other realted issues, I would like to give a cyber hug to all who are going through this.	OPINION
Breath through the pain and stay positive.	OPINION
Keep researching and dont be shy to vent.	OPINION
Sometimes help comes from the least expected source!	OPINION
Love You All!!!	NOT_LABELED
My brother-in-law has Crohn's and a gluten free diet made him 90% better.	EXPERIENCE
Unlike you, he suffers from it all the time.	EXPERIENCE
Maybe something for you to try.	OPINION
Hi, My name is bridget.	NOT_LABELED
I am 25 years old and have Ulcerative colitus of course Crohn's is its cousin they are so alike.	EXPERIENCE
Let me tell you you are in the right step of healing process ALOE VERA?	OPINION
I have herd good things about it.	OPINION
it helps ease pain bloating, bleeding inflammation in the rectum.	FACT
Its a natural medicine sent frm god.	OPINION
I truly beleive in natural remedies cause Im sick of medicine like asacol, Colazol, predisone they just worsen your symptoms.	OPINION
I have been off them for 1 years now and use natural herb remedies like aloe vera frm forever living also fenugreek and organic probiotics.	EXPERIENCE
Fenugreek is a natural herb plant frm india that helps with gastrointestinal disorders I drink that everyday before foods early morenings.	FACT
I discovered it through a Chinese doctor that studied natural medicine and herbs frm china for many years.	FACT
Let me say that I feel great they are miracle workers..	OPINION
The best of luck to you.	OPINION
The start of a miracle will end up a miracle!	NOT_LABELED
Thank you for the reply.	NOT_LABELED
I'm willing to try anything which is not toxic to my health.	OPINION
I have heard about gluten free diet.	FACT
Maybe I will go ahead and try it along with aloe vera juice.	OPINION
Thanks :)	NOT_LABELED
Thank you for the reply.	NOT_LABELED
I'm so happy for you!	OPINION
I cant wait to feel better again soon!	OPINION
Aloe vera has made me 60% better in one week.	EXPERIENCE
It has cut down my bathroom visits to half.	EXPERIENCE
The pain has calmed down a little.	EXPERIENCE
After this Im headed out to find me some gluten free eats and fenugreek.	EXPERIENCE
I appreciate your help and support :) Thanks!	OPINION
Went shopping over the weekend and found this herbal tea.	EXPERIENCE
Its called Mothers milk.	FACT
Its made with fenugreek seeds!	FACT
Although I felt wierd buying something which is for healthy lactation(since Im not nursing), I want to get the other benefits from fenugreek seeds.	OPINION
Straight up fenugreek tea was too bitter but this one is little mild and Im able to consume it better.	EXPERIENCE
Im still continuing the aloe vera regimen.	EXPERIENCE
It has helped a great deal and I hope this tea will help finish the job.	EXPERIENCE
Staying hopeful :)	OPINION
Hi guys.	NOT_LABELED
I was diagnosed with ulcerative colitis last year and im having a terrible time of it at the moment.	EXPERIENCE
Steroids worked but doctors have taken me off them as they say i am too young to go on them full time.	EXPERIENCE
I am 32.	FACT
I have heard lots of good things about aloe vera.	EXPERIENCE
Should i buy an aloe vera drink or capsules?	OPINION
Many thanks.	NOT_LABELED
Charlotte.	NOT_LABELED
hey- I was diagnosed with UC 2 years ago, and I have been on steroids almost just as long.	EXPERIENCE
I am younger than you are, now 25, but started them when I was 23.	EXPERIENCE
If the steriods work I would stay on them until you get your UC under control.	OPINION
At one point I used aloe vera, and it just made things worse.	EXPERIENCE
I told me dr I was taking it and she said that it causes you to go to the bathroom, that is how it ""cleanses"" your body.	EXPERIENCE
So i stopped it.	EXPERIENCE
There are other medications out there for UC, have you tried 6MP or Imuran, they are pills?	EXPERIENCE
Personally, it had side effects, but everyone else I have talked to, or read about, especially on this site, has had amazing results with it.	EXPERIENCE
If you are not on steriods right now, it would be a good time to try it so you would not have to be taken off of them again.	OPINION
Other medications that I have heard that have worked well for other people are Humiera and Remicade.	FACT
The last to are a self injection, and an infusion, respectively.	FACT
Hey Cheekecharlie!	NOT_LABELED
I have been taking aloe vera juice.	EXPERIENCE
I have heard about the capsules but havent tried them.	EXPERIENCE
I was thinking to get some but the juice has completely turned my life around in a month!	EXPERIENCE
Im all better and feel great at this point.	EXPERIENCE
If you are taking any mesalmine (Lialda etc) tablets....I would suggest you keep taking them too.	OPINION
I drink the juice first thing in the morning and with dinner and one small dose right before bed.	EXPERIENCE
About 3 ounces at AM and 3 ounces with dinner and 2 ounces before bed.	EXPERIENCE
Good luck!	NOT_LABELED
I been dx with crohns disease but I won't take any medication because I feel great drinking aloe vera every morning just blend with honey and lemon you will see is a miracle...	EXPERIENCE
I've been taking AMP (Aloe Muciaginous Polysaccarides) for ten months.	EXPERIENCE
I have had incredible success in gaining remission from crohn's.	EXPERIENCE
I now lead a normal life free of the hell crohn's put me through.	EXPERIENCE
Great not to have the awful side affects of steroids,methotrexate,6mp.	OPINION
AMP is the healing molecules which is extracted from Aloe(my understanding).	FACT
I came across it on you tube when i viewed a testimonial by a girl in the US (Jennifer) & a guy in the UK (keith).	EXPERIENCE
It wasn't cheap when i started but i now take 3 capsules p/d its reasonable.	EXPERIENCE
ALL OF YOU STAY AWAY FROM THE ALOE VERA ESPECIALLY ANYONE ALLERGIC TO LATEX!!	OPINION
Latex: The most serious difficulties encountered with aloe latex occur at higher than recommended doses or when used for more than a few days.	FACT
This laxative herb causes the loss of potassium and other minerals, which over time can result in a loss of muscle tone of the intestine and diminished effectiveness.	FACT
Frequent use may cause irreversible damage.	FACT
Large doses of aloe have caused bloody diarrhea, kidney damage, and even death.	FACT
The urine may take on a reddish color after taking aloe latex.	FACT
This color is harmless; however, with the possibility of kidney damage from large doses or prolonged use, any persistent color in the urine may call for medical diagnosis.	FACT
Aloe gel is LIKELY SAFE when applied to the skin and POSSIBLY SAFE when taken by mouth in adults.	FACT
Once in a while aloe gel might cause burning and itching of the skin.	FACT
Taking aloe latex is POSSIBLY UNSAFE at any dose, but LIKELY UNSAFE when taken in high doses.	FACT
Aloe latex can cause some side effects such as stomach pain and cramps.	FACT
Long-term use of large amounts of aloe latex might cause diarrhea, kidney problems, blood in the urine, low potassium, muscle weakness, weight loss, and heart disturbances.	FACT
Taking aloe latex 1 gram per day for several days can be fatal.	FACT
There have been a few reports of liver problems in some people who have taken an aloe leaf extract; however, this is uncommon.	FACT
It is thought to only occur in people who are extra sensitive (hypersensitive) to aloe.	FACT
Special Precautions & Warnings: Pregnancy or breast-feeding: Aloe -- either gel or latex -- is POSSIBLY UNSAFE when taken by mouth.	FACT
There is a report that aloe was associated with miscarriage.	FACT
It could also be a risk for birth defects.	FACT
Do not take aloe by mouth if you are pregnant or breast-feeding.	FACT
Children: Aloe is POSSIBLY UNSAFE for children when taken by mouth.	FACT
Children younger than 12 years old may experience abdominal pain, cramps, and diarrhea.	FACT
Diabetes: Some research suggests aloe might lower blood sugar.	FACT
If you take aloe by mouth and you have diabetes, monitor your blood sugar levels closely.	FACT
Intestinal conditions such as Crohn's disease, ulcerative colitis, or obstruction: Do not take aloe latex if you have any of these conditions.	FACT
Aloe latex is a bowel irritant.	FACT
Remember, products made from whole aloe leaves will contain some aloe latex.	FACT
Hemorrhoids: Do not take aloe latex if you have hemorrhoids.	FACT
It could make the condition worse.	FACT
Remember, products made from whole aloe leaves will contain some aloe latex.	FACT
Kidney problems: High doses of aloe latex have been linked to kidney failure and other serious conditions.	FACT
Surgery: Aloe might affect blood sugar levels and could interfere with blood sugar control during and after surgery.	FACT
Stop taking aloe at least 2 weeks before a scheduled surgery.	FACT
Applying aloe vera gel is considered safe, but consuming unprocessed juice extracted from the latex can cause several side effects leading to major health risks.	FACT
Some of the side effects of aloe vera juice are:	FACT
1. Aloe vera juice contains a substance called anthraquinone, a laxative, which can cause diarrhea if taken in large amounts.	FACT
Severe diarrhea can cause pain, cramps and dehydration.	FACT
2.Consult your doctor before consuming aloe vera juice, especially if you’re undergoing a medical treatment or taking prescribed drugs, as the juice may cause adverse reactions when consumed along with few medicines.	FACT
Laxative in aloe vera may even inhibit the absorption of some drugs in the body.	FACT
Aloe vera juice also reacts to herbs like jalap roots, castor oil, rhubarb root and bark root, causing dehydration and diarrhea.	FACT
Fenugreek and garlic do not digest well with aloe juice; it can lower blood sugar and potassium levels in the body.	FACT
3. Drinking aloe vera juice can result in allergic reactions like skin rash or hives, itchy or swollen skin, difficulty in breathing, chest pain and throat irritation.	FACT
4. Aloe vera juice contains latex, an ingredient which has many health risks associated with it.	FACT
It can aggravate health problems like colitis, Crohn’s disease, appendicitis, diverticulosis, intestinal obstruction, hemorrhoid, stomach pains and ulcers.	FACT
There are also reports which suggest of hepatitis caused by consumption of aloe vera juice, becoming a cause of concern for people with liver problems.	FACT
5. Pregnant and lactating women are strictly forbidden from consuming aloe vera juice, due to its purgative and irritant qualities.	FACT
It may stimulate uterine contractions in pregnant women, leading to miscarriage and birth defects.	FACT
Lactating women should also refrain from consuming aloe vera juice, as it contains anthraquinone which may lead to diarrhea.	OPINION
It is also considered unsafe for children below 12 years of age.	FACT
6. People, who suffer from irritable bowel syndrome and gastrointestinal problem, should not drink aloe vera juice, as it contains high amount of laxatives which can increase the severity of the problem.	OPINION
7. Drinking unprocessed aloe vera juice can cause dehydration and electrolyte imbalance in the body.	FACT
It also changes urine color to pink or red in color.	FACT
8. Consumption of aloe vera juice can lead the body to produce excessive amounts of adrenaline, which can be harmful for people suffering from heart conditions.	FACT
It can also lower potassium levels in the body, causing irregular heartbeats, weakness and soft muscles.	FACT
Hence, it is not recommended for children and elderly people.	FACT
9. Consuming aloe vera juice, for more than a year can cause pseudomelanosis coli, a condition which increases the risk of colorectal cancer.	FACT
There are even possibilities of developing carcinogenic risk if consumed in high amounts.	FACT
10. Aloe vera juice helps to lower blood sugar levels by decreasing insulin resistance in the body.10,	FACT
Thus, people who are undergoing treatment for hypoglycemia or diabetes should consult their physician before consuming aloe vera juice.	OPINION
11. Overdose of aloe vera juice can cause blood build-up in the pelvis, which leads to kidney damage.	FACT
