text	polarity
Thank you again and I hope everything is ok with you now.	POSITIVE
I didn't either.	NOT_LABELED
Personally I didn't expect to get an infection and definitely didn't anticipate needing district nursing input.	NEGATIVE
Perhaps I took recovery for granted as I healed really well, and quickly, after having a duct out during a previous operation.	NEUTRAL
It is good if a surgeon doesn't seem concerned -I think.	POSITIVE
Bleeding is a good sign as it denotes healthy tissue.	POSITIVE
Too much bleeding is not though.	NEGATIVE
I've really benefited from this site and the support, advice and information too.	POSITIVE
It's been invaluable.	POSITIVE
I expect that section too will heal.	POSITIVE
I think it's normal for us to become anxious, etc during our recoveries.	NEUTRAL
This is all new to us and we're learning about ourselves and our bodies during this process.	NEUTRAL
I had stitches poke through my skin too.	NEUTRAL
Just when I thought I'd healed I found this thing on my breast.	NEUTRAL
I was scared it had become infected again but it was only a mushy little stitch which I pulled out myself.	NEUTRAL
(The stitch was redundant anyhow as the surgical registrar had cut it to insert a drain for the infection).	NEUTRAL
You're welcome.	NOT_LABELED
I'm fine.	POSITIVE
I've just finished radiation treatment and are getting over residual fatigue.	NEGATIVE
Just be vigilant about your breast (without making it worse) and discuss any concerns you have with your doctor.	NEUTRAL
J.	NOT_LABELED
A related discussion,  was started.	NOT_LABELED
Hello.	NOT_LABELED
I am having the same problem.	NEUTRAL
My wound is still open after 5 weeks.	NEUTRAL
I have to and see surgeon on Monday and likely have it packed and changed daily she said.	NEUTRAL
This *****!!!	NOT_LABELED
My radiation has been delayed by several weeks they said until healed.	NEGATIVE
My question is, does it hurt to have packing.	NEUTRAL
I have never had it before and am a little overwhelmed.	NEGATIVE
This is a very old thread.	NEUTRAL
I would suggest you start your own new thread.	NEUTRAL
If you describe the details of your situation and ask your questions there, you will be more likely to get answers addressed specifically to you and your concerns.	NEUTRAL
Best wishes.	NOT_LABELED
Radiation does delay healing so that's why you are being delayed for that part of your treatment.	NEUTRAL
As far as the packing is concerned, if the area isn't painful at the present then I doubt that it will be terribly uncomfortable.	POSITIVE
I have had a couple of areas that required packing and I had no pain but it was not in the same area as yours.	NEUTRAL
The amount of discomfort with the packing and removing it daily would also depend on the depth of the wound.	NEUTRAL
Here's hoping it will be effective and not cause you very much discomfort.	NEUTRAL
Hang in there, these things do happen now and then but they can be overcome with a little extra time.	NEUTRAL
Kindest regards ....	NOT_LABELED
I had a 3D mammo because of a large mass in my right breast.	NEUTRAL
I was told a 3D is much more accurate than a standard mammo.	POSITIVE
Nobody would tell me the result of this but now they say I need an ultrasound.	NEUTRAL
If the 3D is so accurate why would they need an ultrasound?	NEUTRAL
That means cancer,right?	NEGATIVE
Nobody willtellme anything and I amso scared.	NEGATIVE
I am so sorry you aren't getting clear answers.	NEGATIVE
My doctor pretty much told me from me 2nd mammo (6 month follow up) and u/s that they believed I had cancer.	NEUTRAL
And another told me the same thing before my biopsy.	NEUTRAL
I believe there is a truth in the saying ""No news is good news"".	NEUTRAL
I know it's hard, and nerve wracking, and Damn Scary!	NEGATIVE
But, you can handle this!	POSITIVE
Maybe take a family member or friend with you to your appts to take notes.	NEUTRAL
That's what I did.	NEUTRAL
And seriously, I would read the notes taken the next day and not remember 3/4 of what was written, or I would remember things completely different then what was actually said.	NEUTRAL
Your head is spinning...	NEGATIVE
you are scared!	NEGATIVE
I hope you get answers soon!!!	NEUTRAL
Hang in there!	POSITIVE
I believe I addressed your concerns in my response to your post of July 14th.	NEUTRAL
At that time I mentioned that Mammogram and Ultrasound were sometimes necessary to determine the nature of any finding in the breast.	NEUTRAL
You need to speak to your Dr. for answers regarding your concerns and I believe I advised this also in my previous response.	NEUTRAL
You evidently have been told quite a lot here as well as from your Dr. and the Radiologist that read your films.	NEUTRAL
Please speak to the Dr.,or his/her Nurse who ordered your tests.	NEUTRAL
They have all your information and know the answers and will be more than happy to explain things to you.	NEUTRAL
As I stated before Cancer cannot be determined until a biopsy is done so be patient and take things one step at a time and ASK questions of the Professionals who are treating you.	NEUTRAL
Kindest regards ....	NOT_LABELED
I am terrified and confused and cannot remember the many,many things I have been told in the last few days and that includes posts here.	NEGATIVE
But you are wrong -- no one has been ""more than happy"" to explain things.	NEGATIVE
The medical professionals have not been forthcoming, they have been elusive and reluctant which leads me to believe they are hiding something very bad.	NEGATIVE
I'm sorry but there is no way that we or your Dr.s can make you remember what you have been told about these circumstances.	NEUTRAL
Perhaps you could ask you family Dr. for some type of medication that would help in calming these fears that you seem to have about cancer.	NEUTRAL
I will try one more time to assure you that the Dr.s certainly are NOT trying to hide anything from you ...	NEUTRAL
why in world would they do that ??	NEUTRAL
For the third time I will say that there are no answers until all your tests have been completed and only a biopsy can diagnose cancer .... not size nor how something looks on film.	NEUTRAL
It also might help if you would call your Dr..s office and ask for a copy of the reports on the tests that have been done so far.	NEUTRAL
At the bottom of the page there is always an ""opinion"" as well as some recommendation as to what should be done next.	NEUTRAL
I would also like to ask if in the future you have more questions, you would add them to the same post so that all your information is together.	NEUTRAL
It makes it much easier for us to get the compete picture and would even be a help to you to be able to read what you have ask as well as our answers since you say you have trouble remembering what you're being told.	NEUTRAL
Call you Dr. .... ask the Nurse ...	NEUTRAL
read the reports or better yet have them read and explained to you but don't expect answers before there are answers.	NEUTRAL
Every test that is done has a different purpose and they are always used in combination to get an accurate conclusion.	NEUTRAL
Regards .....	NOT_LABELED
I am so sorry you aren't getting clear answers.	NEGATIVE
My doctor pretty much told me from me 2nd mammo (6 month follow up) and u/s that they believed I had cancer.	NEUTRAL
And another told me the same thing before my biopsy.	NEUTRAL
I believe there is a truth in the saying ""No news is good news"".	NEUTRAL
I know it's hard, and nerve wracking, and Damn Scary!	NEGATIVE
But, you can handle this!	POSITIVE
Maybe take a family member or friend with you to your appts to take notes.	NEUTRAL
That's what I did.	NEUTRAL
And seriously, I would read the notes taken the next day and not remember 3/4 of what was written, or I would remember things completely different then what was actually said.	NEUTRAL
Your head is spinning...	NEGATIVE
you are scared!	NEGATIVE
I hope you get answers soon!!!	NEUTRAL
Hang in there!	POSITIVE
Checking to see if you have had your ultrasound yet??	NEUTRAL
After a clear mammogram and ultrasound, I was sent for an Mri because of family history.	NEUTRAL
A suspicious 1cm mass popped and now I need a biopsy.	NEGATIVE
Should I be terrified?	NEGATIVE
Too late�I am..help.	NEGATIVE
This discussion is related to.	NEUTRAL
I see no reason to panic at this point.	NEUTRAL
MRI is a much more sensitive type of test and can often show things that other tests do not.	NEUTRAL
A biopsy of course is the only sure way to diagnose what this mass represents.	NEUTRAL
It could be a Fibroadenoma which is a benign breast tumor.	NEUTRAL
I would be surprised that a mass of this size representing cancer would not have shown up on either the Mammogram or Ultrasound.	NEUTRAL
Proceed with the recommended biopsy which will define more accurately what you're dealing with.	NEUTRAL
Being terrified never helps and usually tends to cloud your vision as well as your thoughts.	NEGATIVE
I imagine that you are seeing a Breast Specialist but if not this is something that you need to arrange.	NEUTRAL
Family history accounts for a very small percentage of diagnosed cases of Breast Cancer even though it is a risk factor.	NEUTRAL
Regards .....	NOT_LABELED
Thanks so much for helping me down off of the ledge.	POSITIVE
It has become all consuming.	NEUTRAL
Biopsy is on Thursday.	NEUTRAL
Wish me luck!	POSITIVE
You're more than welcome .... it's scary up there on the ledge :) Luck, Wishes and Prayers are with you from all of us here.	POSITIVE
We know how it is but whatever it is we always seem to be able to handle it.	POSITIVE
Let us know when you get your results.... Regards.	NEUTRAL
It has Been a while since I have logged on.	NEUTRAL
The mass was triple negative cancer.	POSITIVE
I had a lumpectomy lAst week.	NEUTRAL
It was a 1 cm mass with clear margins and no nodes involved..	NEUTRAL
Thank God !	POSITIVE
Still need chemo though.ugh!	NEGATIVE
Meeting with the oncologist next week.	NEUTRAL
I was not so afraid of the surgery, it is the thought of chemo that is flipping me out!	NEGATIVE
Any thoughts or words of advice?	NEUTRAL
Thanks for the update .... sounds as though you have done well so far and it's a GREAT thing that nodes were not involved.	POSITIVE
As far as the Chemo goes, it's hard to say.	NEUTRAL
Everyone and their response to the drugs is so varied you'll just have to wait and see .... great advice, right ??	NEUTRAL
Seriously, some women can breeze through it with little or no problem and others have adverse reactions.	NEUTRAL
Keep positive thoughts and don't go looking for ""what might occur"" and don't hesitate to make clear any problems you may have.	NEUTRAL
The Oncology team will have many things that will help with or counteract any side effects that you experience.	POSITIVE
Don't keep it to yourself; make it known if you have a problem of any kind.	NEUTRAL
Wishing you a good experience during your treatment .... you can do it, I know you can !!	POSITIVE
Take care and keep us posted when you have the time.	NEUTRAL
Kindest regards ....	NOT_LABELED
Trying g to keep positive, but it is quite hard at times.	NEUTRAL
Do you think I'll be needing a petscan before chemo?	NEUTRAL
Breast doc says no.	NEUTRAL
We will see what the oncologist says.	NEUTRAL
I am really not up for any more scans at this point.	NEGATIVE
Just want to deal with the matter at hand and get it over with.	NEUTRAL
Maybe and maybe not ..... Oncologists all have their routine before, during and after treatment so it's really up to him/her.	NEUTRAL
Considering all the other issues one more scan would be far down on the worry list.	NEUTRAL
I'm sure you will be having them after treatment and perhaps routinely for a period of time.	NEUTRAL
Usually there are yearly check-ups with Onc. or possibly 6 months at first when you have finished treatment.	NEUTRAL
Some Oncologists see patients for a couple of years and some will see the patient as long as the patient wishes.	NEUTRAL
It's a very individual thing with the Oncologists.	NEUTRAL
Just hang in there; you know it won't be over in a moment .... all things take time and we all have a problem being patient when it comes to WAITING.	NEUTRAL
Do you best, you've done a SUPER job so far; don't spoil your record .... Take care now.	POSITIVE
Thanks for the kind words.	POSITIVE
Is 3 weeks post op a long time before seeing the oncologist?	NEUTRAL
I'm hearing no because you need time to heal.	NEUTRAL
WAiting and being anxious really *****!	NEGATIVE
No, not at all .... healing is a complicated process in the tissues below the surface.	NEUTRAL
There will seem to be no end to the ""waiting"" but it's all a learning experience.	NEUTRAL
After all is said and done you will be a much more patient person ..... hopefully :) .	POSITIVE
take care .....	NOT_LABELED
Hi everyone, I'm so anxious at the moment.	NEGATIVE
I'm having nightmares and not sleeping well.	NEGATIVE
I had an ultrasound which showed: 7x3x7 mm breast lesion 2cm from nipple.	NEUTRAL
Hypoechoic with some through transmission.	NEUTRAL
Small echogenic foci are identified within.	NEUTRAL
No vasculariry or architectural distortion.	NEUTRAL
It may represent a fibroadenoma however there does appear to be some tapering suggesting ductal in origin.	NEUTRAL
How likely is this to be cancer?	NEUTRAL
I'm seeing specialist on tuedsay.	NEUTRAL
The report says it suggest a a biopsy.	NEUTRAL
I have a 2 year old son and I breast fed him for 1.5 years.	NEUTRAL
I thought this would have been protective.	NEUTRAL
I'm really after some support and some insight as to how likely this is something nasty.I actually went in to see my doctor as I had other lumps which just turned out to be benign glandular tissue- just part of my breast anatomy and then they found this unexpected lesion :-( Joanne.	NEGATIVE
Hi, Please try not to panic!	NEUTRAL
Most breast lesions are not cancerous.	POSITIVE
A variety of benign breast lumps like fibroadenoma or cysts do appear suspicious on x-rays sometimes,but it's nothing more than that.	POSITIVE
The fact that the report states that no vasculariry (blood flow)or architectural distortion is present,it's a good sign!	POSITIVE
Most biopsy are recommended just to make sure and it's an excellent medical procedure to obtain a correct diagnosis!	POSITIVE
Try not to worry....Hopefully this is nothing to be concerned about.	NEUTRAL
Wishing you all the best!	POSITIVE
Thanks zouzi.	NOT_LABELED
I don't think it's a cyst because it's not clear, has calcifications in it :/ that's what the radiologist said to me.	NEGATIVE
And it has some tapering so not a nice well circumcised lesion, all risk factors for malignancy from what I have read.	NEGATIVE
I feel too young to have cancer.	NEUTRAL
But then I've read that it can happen any age.	NEUTRAL
You are welcome Joanne, I don't think it's a cyst either,I just mentioned that some cysts could also look suspicious	NEUTRAL
What you have is most probably a Fibroadenoma which is a solid lump that needs to be biopsied to make sure that in fact it is a benign lesion,which could also present with calcification and not well circumcised .	NEUTRAL
Many breast lumps that need to be investigated are not necessarily malignant but the only way to make sure is to have a biopsy.	NEUTRAL
Hoping that all turns out fine for you!	POSITIVE
:)  .	NOT_LABELED
There's just so many stories of young women who are fighting this that I've read about in the last week on the internet.	NEUTRAL
It's make things seem more probable.	NEGATIVE
Whatever the result, this experience has made me realise that I need to change the way I live And live a bit more for today.	POSITIVE
I have never felt so anxious or scared in my life.	NEGATIVE
I'll never take my life for granted again.	NEUTRAL
I'm amazed at how muh this has changed me.	NEUTRAL
Yes,I know that the possibility of ""breast cancer"" can cause a lot of stress and anxiety,but remember that reading stories over the internet about women with BC is not necessarily related to your situation at all,since you haven't been diagnosed with anything yet.	NEUTRAL
Try your best to stay calm and don't let your mind be filled with negative thoughts.	POSITIVE
Keep in mind that many breast lumps are not cancerous,even suspicious ones...and I hope the same for you too.	POSITIVE
Please let us know when you receive your biopsy results and lets hope for a favorable outcome.	NEUTRAL
Take care..	NOT_LABELED
Ok I'll let you know.	NEUTRAL
I just had a look to the sonographers report and she wrote cystic and solid components present with calcifications.	NEUTRAL
That's a good thing right?	POSITIVE
I am sure that your Doctor can explain to you in details your complete Ultrasound report.	NEUTRAL
In your first post,you mentioned that the Radiologist stated that the lump may represent a Fibroadenoma but now you say that it's a cyst containing solid components.All I can tell you is that breast cysts can be classified as either simple or complex cysts.	NEUTRAL
Simple Cysts (fluid filled sacs) have virtually no chance of containing malignancy.	NEUTRAL
However,complicated cysts are a little more concerning.	NEUTRAL
They are also fluid filled sacs but contain some solid material (debris).	NEUTRAL
Usually complicated cysts are aspirated and have the cells examined to better evaluate the nature of the cyst and the majority will results in benign findings when biopsied.	NEUTRAL
I am sorry if I cannot help you more,but I would advise you to visit your Doctor concerning your Ultrasound results,because he/she would be your best source of information.	NEUTRAL
Ok thanks.	NOT_LABELED
Yeah what's happened is I have a copy of what the sonographer wrote, and the final report of what the radiologist wrote.	NEUTRAL
This is where there are different descriptions.	NEUTRAL
Sonopgrapher wrote cystic and solid components but the final report has what I wrote originally.	NEUTRAL
Even I'm confused as to who is correct!	NEGATIVE
I just responded to your private message.	NEUTRAL
What are the chances treating this type of cancer with radiation only?	NEUTRAL
Does the statistics change any and if so, can you tell me the percentage!	NEUTRAL
Hi. Invasive ductal carcinoma cannot be cured by radiation alone.	NEUTRAL
At the very least, a mastectomy or lumpectomy (surgery removing a part of the breast along with the tumor) should be done.	NEUTRAL
If the tumor is small (less than or equal to 0.5 cm) and no tumor spread to the axillary nodes was found, then radiation treatment after the surgery may suffice.	NEUTRAL
But a larger tumor or metastases to the axillary nodes will require the addition of either chemotherapy or hormonal treatment, or both.	NEUTRAL
I recently under went a lumpectomy in July, I also has lymph nodes involved.	NEGATIVE
The tumors were removed, my margins came back clear.	POSITIVE
I don't want to go through chemotherapy, I am willing to do radiation along with hepercin will this help me at all?	NEUTRAL
I think what the doctor is trying to tell you is that surgery in your case is necessary, and which you now say you had.	NEUTRAL
He also said that especially if lymph nodes are involved, chemotherapy is highly recommended and the right way to go in your case.	NEUTRAL
It will not guarantee that you will live forever but it will increase your chances of living longer.	POSITIVE
I do understand what you are saying, after all mt tests from the muga scan to the mri bone scat and cat scan.	NEUTRAL
Blood work and so on, after all the tests came back would the doctors know if the cance has spresd to other area outside of my lymph nodes?	NEUTRAL
Hi.	NOT_LABELED
If the cancer has been found in the lymph nodes, there is a significant probability that there is already microscopic spread to other areas of the body.	NEUTRAL
This microscopic spread may not be easily detected by conventional imaging procedures.	NEGATIVE
So even if the initial tests were negative for distant metastases, if the lymph nodes are already involved, it is imperative to do some additional treatment like chemotherapy, since we are not sure that the negative results are totally reliable.	NEUTRAL
Is there a time lime to have chemotherapy?	NEUTRAL
, right now I am unable to have the chemotherapy due to financial reason.	NEGATIVE
I am not counting it out all together maybe sometime next year?	NEUTRAL
This is what I have been told.	NEUTRAL
When you are first diagnosed, a team of doctors set up your treatment plan.	NEUTRAL
(or a doctor/doctors talk about what they think is the best thing to do in any particular case for the best possible outcome and prevention of reoccurrence).	NEUTRAL
Then , if the patient agrees to this, you go ahead with it.	NEUTRAL
If you do, then the initial treatments are really the most important of all the treatment, as the goal is to wipe out whatever cancer there is and may be lurking the very first time.	NEUTRAL
If you decide to do chemo a year or so later, this will no longer be part of the initially recommended treatment that according to the doctor's best judgement has the highest chance of working in your best interest.	NEGATIVE
Radiation will certainly help with reoccurrence, and it will attack whatever may have spread outside of the surgical area that was removed.	POSITIVE
But as the doctor above explains, with positive lymph nodes there is a chance that the cancer has spread, and in half of the cases those lesions are so tiny that they won't show up on a bone scan or other test.	NEUTRAL
So, this is why chemotherapy is utilized to make sure that if this spread is there it is wiped out by chemo immediately, because after the first chance the cancer will only spread and grow.	NEUTRAL
(I mean even with radiation, it will grow outside of the radiation area).	NEGATIVE
Radiation is local treatment just like surgery, and chemo is systemic.	NEUTRAL
So is tamoxifen but it's not indicated in your case.	NEUTRAL
Do not put off chemo because of financial reasons.	NEUTRAL
There are breast cancer advocate organizations that can help you get treatment.	POSITIVE
I think one of them is called youcanthrive.org, or something close to that.	NEUTRAL
Find an advocate and get the treatment you need.	NEUTRAL
Your LIFE is more important than financial considerations.	NEUTRAL
NOBODY in this country should have to risk recurrence of a life threatening disease because they can't afford treatment.	NEGATIVE
I had Stage 3 Invasive Ductal Carcinoma in 09.	NEGATIVE
Treatment included 2 lumpectomies, chemotherapy and radiation.	NEUTRAL
When cancer reaches your lymph nodes, you have no idea where the cancer cells have traveled through your body, therefore chemotherapy treatment is necessary.	NEUTRAL
Do you know of any more of the advocate and financial support groups?	NEUTRAL
Thank you.	NOT_LABELED
4 1/2 years ago my mother has a cancerous lump taken out of her breast.	NEUTRAL
SHE DID NO TREATMENTs.	NEUTRAL
About a year ago she found another lump in the same breast but this time on the outside.	NEGATIVE
She found a doctor that has been treating it.	NEUTRAL
we thought it was getting better.	POSITIVE
Just a couple of months ago the same doctor who is in another state where we live ordered a bone scan her at home.	NEUTRAL
The results according to this doctor weren't good.	NEGATIVE
He said there was nothing else he could do.	NEGATIVE
We found a cancer doctor here at home.	NEUTRAL
It is now in her lymph notes under her arm and in her chest and she also has another lump in the same breast inside again.	NEGATIVE
It has been growing since her surgery 4 1/2 years ago.	NEGATIVE
This doctor said it is not in any of her organs .	NEUTRAL
All the natural stuff my mom was taking saved her organs.	POSITIVE
It is in her bones now.	NEGATIVE
The doctor here will have them in a week.	NEUTRAL
It only will be than that he will know what bones and how many the cancer is now in.	NEUTRAL
Is it true once it reaches the bones it is stage 4?	NEUTRAL
What can we expect, She also starts chemo in one week.	NEUTRAL
I'm so sorry to learn of your Mother's present condition.	NEUTRAL
Evidently she received very poor medical care when her first cancer was discovered.	NEGATIVE
The fact that she now has metastisis to the bone isn't the main issue as bone mets is quite easliy managed.	NEUTRAL
The lymph node involvement is the problem to be addressed first.	NEGATIVE
I truly hope that you are being treated by an Oncologist and that she will not refuse whatever treatment that is recommended.	NEUTRAL
The only proven treatment for cancer at any stage is a combination of Chemotherapy, Radiation and possible Hormone Therapy following the appropriate surgery at the time the cancer is first discovered.	NEUTRAL
As far as prognosis at this point; that would be something you should discuss with your Mother's Oncologist as he/she has all the necessary information regarding the cancer.	NEUTRAL
Kindest regards ...	NOT_LABELED
So sorry to learn of your mother's health.... The first doctor apparently did not do his job aty all.	NEGATIVE
By all means, seek the assistance of a good oncologist -- but listen to his/her recommendations.	NEUTRAL
They will almost always without a doubt recommend the chemotherapy protocol, which has NOT been proven to help the majority of those receiving it (less than 15%).	NEGATIVE
Remember one thing -- and that is an oncologist job is to educate and inform patients only of what they are taught and told to relate to patients.	NEUTRAL
Please do your research for your mother -- it can save her life and give her peace of mind as well as quality of life.	NEUTRAL
My prayers are with you.	POSITIVE
I've only gotten 2 responses to my post which either tell me there is something someone does't want to tell me or my concerns aren't enough.	NEGATIVE
Thanks for nothing.	NEGATIVE
I am so sorry to hear about your mother's health.	NEUTRAL
I can certainly appreciate your concern and your wish to get concrete answers.	NEUTRAL
I am in a similar position having been recently diagnosed with metastases to the bones.	NEGATIVE
From what I understand this means that the cancer is in stage IV.	NEUTRAL
Information on the computer suggests that mets to the bone and not to the vital organs are considered the ""best"".	POSITIVE
My doctor said that she has seen a few patients live for 10 years in this condition.	NEUTRAL
The danger is that the cancer will move to vital organs.	NEUTRAL
If you look on the computer the statistics for life with metastatic cancer are grim (2-3yrs) I have been assured that life expectancy can be much longer if the cancer can be stabilized.	POSITIVE
I am hoping that this will be true for me and I definitely hope that this will be true for your mother.	POSITIVE
I hope that this is somewhat helpful.	POSITIVE
I don't think any one, cancer patient or oncologist, is quick to put a life expectancy in absolute terms.	NEUTRAL
I do understand, however, the wish to have certainty in such a vulnerable situation.	NEUTRAL
Best wishes, jonji.	NOT_LABELED
I'm sorry you felt that your concerns were not answered.	NEUTRAL
I re-read your original post and found the only question to be ""was bone mets considered Stage 4"" ..	NEUTRAL
Obviously your mother either refused treatment when she was first diagnosed and this is certainly the main reaosn for the recurrance.	NEGATIVE
Natural remedies DO NOT prevent or cure breast cancer.	NEGATIVE
As I mentioned before, bone mets can be managed quite well and there are many Stage IV women who alive and living with the bone mets.	POSITIVE
If you would like some information from some of those Stage IV survivors you might visit the following website which is a discussion group and there are some amazing women there who are more than willing to share their experiences as Stage IV Survivors.	POSITIVE
Your Mother's Oncologist remains the best source of information regarding her particular case.	NEUTRAL
Check out this website though if you have time: bcsupport.org.	NEUTRAL
I thought you answered her question very well� and I read most all of your replies which are great.	POSITIVE
You are very knowledgable and helpful to this board.	POSITIVE
But I can't help but ask�	NEUTRAL
why did I get kicked off this board when I gave one woman a website to go too?	NEGATIVE
She had a very aggressive type of breast cancer� the type I have which is ""Her2/neu"".	NEGATIVE
She was in a panic and very upset and was getting no replies.	NEGATIVE
(And believe me when your 1st dx with bc...its urgent that someone answer you asap because you are scared to death!)	NEGATIVE
So I tried to help her and replied the best I can because I know quite a bit about Her2 bc.	NEUTRAL
And ""one"" part of my reply to her was a message board that is JUST for ""Her2/neu"".	NEUTRAL
The board I told her about is up to date on everything Her2 related.	NEUTRAL
They have all the clinical trials...can direct you to the best doctors that understand this type of cancer and every new treatment that's out to fight it.	NEUTRAL
So I very nicely said please check out this website and the woman here will be very supportive and can answer all your questions about Her2.	POSITIVE
She was very apperciative and has recieved so much help once she went to the Her2 board I told her about.	POSITIVE
But the minute I did that I immediately got a PM from MedHelp telling me I was no longer to post here and they removed my user name.	NEGATIVE
(Something to that affect) .	NEGATIVE
They didn't even give me a chance.	NEGATIVE
Here I was spending my valuable time trying to help these scared woman since I've been in their shoes...	NEGATIVE
and I get kicked off the board for being NICE.	NEGATIVE
(What's up with that?)	NEGATIVE
They could at least warn a person NICELY and say the rules of the board and not to post OTHER websites or you will be expelled premanetly.	NEGATIVE
But no...they ""weren't"" nice about it at all.	NEGATIVE
I even wrote them back to explain the same thing I'm tell you but they did NOT care and rather I just go away.	NEGATIVE
There are NOT very many people here to answer questions...	NEUTRAL
so why they would chase someone like me away that is honestly trying to help someone is beyond me.	NEUTRAL
(I don't post or reply often now since they did that).	NEGATIVE
I waited about a month and decided to sign up under another name in order to help these poor woman that need answers.	NEUTRAL
But I'm still upset the way I was treated.	NEGATIVE
I've been on alot of message boards over the last 25 yrs and I've never been treated like that.	NEGATIVE
You just posted another website in order to help this person that was very distressed and upset which I think was VERY KIND of you and approperiate considering her circumstances.	POSITIVE
So I'm just curious why they were so quick to kick me off even when I APOLOGIZED for giving this girl the name of a website?	NEGATIVE
I was ""not"" spamming the board with websites...and thats how I was treated for offering ONE girl one website for a very aggressive type of cancer.	NEGATIVE
I just don't get it.	NEGATIVE
(Had I known it was breaking a RULE or something...I would of gladly PM'd her the website)	NEUTRAL
They did not kick you off this board for handing out another website for this person?	NEUTRAL
Just me.	NOT_LABELED
I see nothing wrong with someone helping another.	NEUTRAL
I will probably get kicked off for this one too...just watch.	NEGATIVE
If this board has rules�everyone should have to follow them�	NEUTRAL
why did they just single me out?	NEGATIVE
I'm usually one 3 boards to help others... and occasionally someone will post a special board thats only for stage IV, or Metsters, Her2/neu, lung cancer, etc...and no one gets kicked of any of those board for trying to direct someone to find help for their situation.	NEUTRAL
It's always bothered me that Medhelp jumped on me like that.	NEGATIVE
I was brand new here and trying to help all the newly dx...so much for that.	POSITIVE
Hasn't medhelp heard of warnings or telling someone thats not allowed verses just KICK them off the board for good.	NEGATIVE
Sorry...ticks me off.	NEGATIVE
That wasn't fair.	NEGATIVE
I'm WAS a stage IIIA, Her2/neu, 3+++ survivor which was just dx stage IV last week.	NEGATIVE
My time is valuable to me�important.	NEUTRAL
I just LIKE to HELP people� not cause problems or hurt anyone.	POSITIVE
I just didn't like that way I was treated.	NEGATIVE
Now I see you post a website and thats ok...but its not for me.	NEGATIVE
Medhelp should only have one set of rules...not a double standard.	NEUTRAL
And believe me...this post is with ALL DUE RESPECT for you.	NEUTRAL
You do good work here!:)	POSITIVE
I guess I've been holding this in a long time and life is SHORT...well it will be for me�so I wanted to get this out.	NEGATIVE
They can always delete this and kick me off again.	NEGATIVE
Whatever works for them.	NEUTRAL
Its no loss to me if they kick me off again...only to the people posting here that lose.	NEGATIVE
Keep up the ""great"" work Japdip...	POSITIVE
your are fast to respond to everyones questions and that alone is very important.	POSITIVE
When dx with bc...the answers can't come fast enough.	NEUTRAL
Waiting is the hardest part for us.	NOT_LABELED
Peace...	NOT_LABELED
take care.	NOT_LABELED
Keep up the good work.	POSITIVE
Rinda.	NOT_LABELED
I am so sorry you got another diagnosis of cancer.	NEGATIVE
I am sending prayers your way that you get the correct treatment and that you recover again.	POSITIVE
And I'm sorry you've had a tough time posting.	NEGATIVE
I value your posts and I believe other women do as well.	POSITIVE
I ran into the same issue and I was fortunate to get a moderator who allowed me to explain why I post about BRCA and use a certain website for women to get more information.	POSITIVE
I was given an opportunity to share all of the research available there and they saw that it was of value to the people who visit medhelp.	POSITIVE
Apparently it's against their terms of service, something about competing sites.	NEUTRAL
I do understand why you would offer that website to someone desperate for information and I know your heart is in the right place.	POSITIVE
We advocate for women with breast cancer.	NEUTRAL
We try to help however we can.	NEUTRAL
Even if it's just a cyber hug.	NEUTRAL
(You may want to check into the PARP inhibitor studies going on right now for metastatic breast cancer).	NEUTRAL
My thoughts and prayers are with you.	POSITIVE
Best wishes.	NOT_LABELED
Just wanted to pipe in and say I am so glad you are active on this Web site and that I have gotten gotten a lot out of your posts!	POSITIVE
(I know from personal experience that the rules are applied very unevenly)	NEGATIVE
I am sorry that you are now in Stage 4.	NEGATIVE
My thoughts and prayers are with you.	POSITIVE
Best wishes....	NOT_LABELED
hi i am new to this website and responding but just had to with yours i had BC diagnosed 2006, bone mets stage 1V in june 2008, i have oestrogen receptive bc and was put on letrozole, i have jsut had a bone scan and have a few more bone mets adn so have changed to another aromatase inhibitor but hey thats 3 yrs and i have been great so fingers crossed heres to another 3 yrs before i have to change drugs again.	NEUTRAL
so keep positive xx .	POSITIVE
I'm a 31 year old stage 4 breast cancer patient, currently in chemotherapy.	NEUTRAL
I've had severe postoperative pain from the mastectomy I had almost three years ago which my doctor has been treating with a steadily escalating series of opiate drugs: vicodin, then norco, then oxycodone...	NEGATIVE
now she wants me to start the Fentanyl patch, and I'm a little scared of it.	NEGATIVE
It seems so serious (like something you only take if you're...y'know�close to death!Which I'm not!)	NEGATIVE
And it scares me that so many people seem to become so addicted to it, and I'm scared that I'll be too tired to be responsible, raise my three year old son, etc...	NEGATIVE
My doctor answered all the questions I asked of course but I have to admit I didn't press too hard because I didn't want her to think I was afraid of becoming an addict...	NEGATIVE
I mean, I still need help with this ****amn pain in my (ex) breast...	NEGATIVE
it just seems like once I start this patch, there's no going back!	NEGATIVE
Does anybody have any positive experience with the Fentanyl patch?	NEUTRAL
Did anybody use it for pain and then...get off of it one day?	NEUTRAL
Did it keep you from normal day-to-day responsibilities?	NEUTRAL
I'm just a little nervous.	NEGATIVE
Thanks.	NOT_LABELED
absolutly DO NOT TAKE FENTYNAL PATCHES!	NEGATIVE
i am 36 years old and i had breast cancer to they gave me fentynal.	NEUTRAL
